R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
145,25,1500,170,25,1800,400,100,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1Y,GPT1X,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1Y,APT1Z,APT1X,APT2X,APT2Y,APT2Z
269.969,-13.221,-91.163,-6.421,20.941,-69.482,-6.554,-57.128,4.864,17.797,-6.732,0.015,0.528,9.696,-0.816,0.187,9.611
269.980,95.302,-39.648,31.055,30.860,-68.451,1.436,-60.109,-10.447,5.087,26.577,-0.500,0.788,10.313,-0.681,0.328,9.590
269.991,1.183,-41.479,16.406,33.327,-66.093,9.666,-61.737,34.179,-1.602,-13.141,0.121,0.657,9.755,-0.761,0.396,9.810
270.002,100.795,-53.198,50.831,39.624,-62.199,15.910,-61.976,-7.889,8.614,23.301,0.444,0.510,9.953,-0.471,0.412,9.713
270.013,35.119,-82.374,47.169,43.267,-60.392,23.006,-61.256,-15.397,-5.022,29.710,-0.155,0.435,10.675,-0.365,0.435,9.822
270.024,32.556,-28.295,31.421,48.346,-56.432,29.356,-60.544,14.341,-18.774,-7.479,-0.476,-0.165,11.088,-0.447,0.408,10.107
270.035,39.514,-45.507,-2.026,51.662,-55.435,34.580,-59.572,10.533,8.334,-1.135,0.098,-0.297,10.394,-0.392,0.251,10.193
270.046,81.019,-36.718,31.665,54.131,-53.743,38.987,-58.321,-11.654,21.504,23.861,-0.288,0.220,10.830,-0.281,0.141,10.174
270.058,99.574,-76.148,54.859,57.885,-54.056,43.371,-57.245,-15.850,-9.340,17.265,-1.094,0.169,11.458,-0.400,0.218,10.385
270.069,68.446,-37.450,74.757,61.255,-52.005,47.828,-56.140,-11.970,-5.496,23.509,-1.673,-0.264,11.887,-0.600,0.162,10.603
270.080,27.795,5.275,56.446,60.092,-46.999,51.045,-54.625,26.203,-1.135,-7.213,-1.059,-0.095,11.789,-0.797,0.091,10.851
270.091,38.904,-5.101,13.232,58.524,-39.682,52.831,-51.142,8.011,18.968,4.849,0.050,0.615,11.146,-0.678,0.132,10.936
270.103,109.218,-52.221,65.358,61.222,-43.418,54.272,-48.997,-15.067,16.453,32.526,-0.528,1.056,11.823,-0.555,0.225,10.936
270.114,68.201,-69.434,76.466,63.425,-44.121,56.791,-47.834,-1.063,-19.234,7.235,-0.851,0.455,12.237,-0.670,0.380,11.222
270.125,34.875,4.298,37.159,62.433,-38.771,58.545,-46.152,12.121,7.846,6.818,-0.573,0.242,12.013,-0.689,0.301,11.369
270.136,70.521,39.822,68.776,61.391,-31.865,58.849,-43.496,-1.393,16.295,17.452,-0.580,1.073,12.297,-0.629,0.374,11.432
270.147,45.862,-43.920,56.690,63.490,-28.754,60.272,-39.842,-10.971,-4.663,17.818,-0.806,0.961,12.318,-0.655,0.565,11.615
270.158,22.546,-42.822,34.717,59.944,-32.038,60.781,-37.857,19.184,3.599,1.444,-0.644,0.573,12.124,-0.730,0.508,11.722
270.169,104.457,-2.659,58.155,64.003,-30.444,61.026,-36.371,-7.034,5.266,15.505,-0.678,0.713,12.421,-0.679,0.556,11.788
270.180,47.083,-19.261,44.117,64.701,-30.882,62.282,-34.818,-9.642,3.642,24.508,-0.914,0.776,12.468,-0.727,0.612,11.906
270.190,75.160,7.350,61.695,64.818,-24.495,62.424,-32.803,-10.360,27.030,27.806,-1.514,1.333,13.448,-0.732,0.600,11.965
270.201,53.553,-11.815,52.540,63.026,-24.787,63.086,-31.006,6.236,-22.776,11.467,-1.406,0.913,13.484,-0.950,0.766,12.276
270.212,42.810,-20.970,30.322,60.995,-22.527,62.575,-28.989,-0.179,21.375,0.122,-1.255,0.895,13.002,-0.965,0.722,12.440
270.223,49.890,-0.462,49.488,56.536,-18.852,61.636,-26.593,-13.558,2.557,37.692,-1.627,1.144,13.294,-1.040,0.796,12.464
270.234,-16.029,-82.007,29.346,50.809,-24.352,59.642,-25.445,10.942,4.267,-19.291,-1.709,1.066,13.137,-1.198,0.801,12.713
270.244,11.803,-46.484,50.221,41.497,-26.683,56.079,-25.395,-4.799,-13.026,20.340,-1.018,0.288,12.117,-1.215,0.827,12.644
270.254,19.860,4.908,72.926,32.446,-23.121,50.386,-25.181,-10.044,26.189,18.990,-1.619,0.298,12.792,-1.175,0.640,12.562
270.265,-43.739,41.286,50.831,22.290,-17.819,44.946,-23.997,18.314,4.979,9.520,-1.826,1.311,12.870,-1.419,0.705,12.675
270.275,19.982,8.326,80.007,13.572,-15.276,37.090,-22.253,-8.679,-9.814,24.522,-1.348,0.838,13.217,-1.382,0.867,12.660
270.285,-55.337,-1.561,31.665,4.130,-12.509,29.947,-20.109,6.409,12.020,-5.704,-1.274,0.128,12.917,-1.378,0.685,12.823
270.295,-28.480,-62.109,33.985,-8.080,-15.599,21.413,-18.337,2.759,-14.082,26.620,-0.902,-0.137,12.499,-1.333,0.578,12.720
270.305,-7.606,-5.467,52.906,-16.551,-15.910,12.238,-17.822,-8.945,-10.777,18.666,-0.923,-0.292,13.591,-1.198,0.484,12.781
270.317,-86.832,6.007,18.115,-34.824,-12.926,-0.352,-16.790,12.559,-2.823,11.970,-0.451,-0.381,13.102,-1.180,0.278,13.016
270.329,-81.949,-31.713,63.527,-51.710,-18.181,-15.376,-16.500,-9.031,5.388,19.248,-0.789,-0.418,13.213,-0.972,0.135,12.923
270.339,-97.696,-19.139,52.418,-63.037,-20.424,-26.385,-17.318,9.584,1.243,7.041,-1.298,0.539,13.318,-1.056,0.154,13.034
270.349,-73.159,-29.760,32.886,-72.673,-27.288,-37.608,-19.378,8.586,-15.778,18.602,-0.829,1.095,12.983,-1.094,0.423,13.022
270.359,-80.606,-44.653,35.327,-78.990,-31.810,-47.818,-21.848,-6.883,-6.042,16.561,-0.660,0.030,13.021,-0.985,0.457,13.004
270.370,-126.384,-57.226,39.722,-85.918,-37.453,-56.610,-25.188,-1.860,10.317,8.205,-0.633,-0.085,12.718,-0.906,0.298,13.003
270.380,-144.206,-20.726,12.133,-93.877,-40.082,-64.949,-28.842,0.969,4.267,11.021,-0.534,0.447,12.127,-0.857,0.274,12.887
270.390,-128.337,-24.388,23.486,-99.425,-44.762,-73.061,-32.999,-7.565,6.761,16.245,-0.435,0.394,11.792,-0.746,0.284,12.666
270.400,-130.046,-33.178,30.200,-101.232,-50.555,-79.789,-37.336,-3.994,19.478,12.293,-0.841,1.021,12.154,-0.694,0.313,12.537
270.410,-149.700,-40.991,11.401,-104.234,-53.005,-85.186,-41.196,15.455,7.601,1.365,-0.879,1.869,11.663,-0.794,0.529,12.464
270.420,-93.424,-29.271,32.764,-105.605,-59.872,-90.359,-45.813,9.541,-8.607,20.822,-0.689,1.942,11.379,-0.832,0.862,12.240
270.431,-80.728,-35.619,33.496,-100.710,-64.780,-93.544,-50.664,-0.021,0.172,12.846,-0.750,1.107,11.788,-0.786,0.963,12.131
270.441,-116.007,-71.143,11.889,-98.172,-70.779,-94.610,-55.387,11.769,6.466,-2.090,-0.849,0.989,11.709,-0.849,0.926,12.147
270.451,-100.260,-65.772,20.312,-95.367,-78.635,-94.859,-61.016,11.309,-3.147,7.026,-0.263,0.869,11.121,-0.850,0.945,12.023
270.461,-45.204,-57.471,30.200,-86.520,-80.841,-93.856,-66.064,0.179,9.821,12.027,0.167,0.376,11.009,-0.689,0.847,11.826
270.471,-85.245,-72.119,23.975,-80.587,-79.172,-90.869,-69.388,7.767,16.892,4.210,0.117,0.654,11.106,-0.570,0.726,11.734
270.481,-73.159,-65.283,30.322,-77.381,-79.423,-87.719,-71.857,14.075,-8.981,11.251,0.590,1.269,10.761,-0.458,0.853,11.599
270.491,-24.696,-114.235,44.361,-72.864,-87.670,-84.806,-75.112,-11.294,-16.834,21.088,0.432,0.315,10.977,-0.250,0.888,11.433
270.502,-54.604,-128.518,22.510,-65.077,-93.105,-80.344,-78.891,-8.162,4.900,2.809,0.190,-0.081,11.235,-0.120,0.676,11.429
270.512,-27.504,-119.972,2.123,-58.341,-94.194,-75.188,-82.350,6.509,0.438,6.639,0.075,0.543,10.756,-0.159,0.593,11.378
270.522,10.949,-85.914,18.970,-54.054,-95.457,-70.758,-85.855,-6.401,-7.781,23.832,0.034,0.155,11.032,-0.124,0.597,11.232
270.532,-43.373,-112.404,23.730,-49.448,-97.655,-65.683,-88.635,-2.909,9.872,5.209,-0.491,-0.118,11.394,-0.151,0.428,11.286
270.542,-40.077,-133.401,-6.055,-43.942,-98.104,-60.363,-90.548,9.376,-4.303,5.999,-0.342,0.249,10.910,-0.263,0.382,11.296
270.552,-17.738,-67.725,12.866,-41.157,-94.165,-56.022,-92.135,-7.062,-5.956,17.280,-0.321,-0.077,10.841,-0.258,0.369,11.172
270.563,-47.035,-73.950,16.284,-34.368,-90.715,-50.907,-92.140,2.098,19.083,2.636,-0.387,0.065,10.952,-0.265,0.237,11.157
270.573,-40.077,-84.449,11.279,-30.299,-89.553,-45.827,-91.379,18.278,0.919,7.472,-0.222,0.763,10.516,-0.343,0.305,11.091
270.583,19.372,-77.857,39.844,-26.353,-89.343,-41.711,-90.853,-5.877,-20.728,19.802,-0.184,0.051,10.539,-0.278,0.411,10.944
270.593,8.141,-111.305,43.262,-19.838,-89.351,-36.944,-90.241,-13.529,1.688,8.262,-0.325,-0.514,10.802,-0.201,0.239,10.914
270.603,-2.601,-96.168,22.632,-16.037,-87.167,-31.802,-89.471,-0.359,9.577,5.043,-0.828,0.177,10.527,-0.317,0.116,10.902
270.613,11.071,-77.124,3.100,-12.084,-87.220,-27.134,-89.071,2.974,-8.162,18.537,-0.811,0.296,10.265,-0.450,0.198,10.771
270.623,25.842,-51.245,5.053,-5.960,-80.917,-22.498,-87.736,-4.296,-1.357,15.138,-0.613,-0.116,10.454,-0.462,0.192,10.684
270.633,-50.454,-73.218,10.669,-4.759,-79.505,-17.689,-85.943,0.495,13.364,-2.141,-0.856,-0.094,10.645,-0.514,0.069,10.733
270.644,-10.413,-61.987,21.167,-1.191,-76.538,-13.652,-83.830,12.401,1.947,3.068,-0.476,0.291,10.153,-0.584,0.093,10.694
270.654,22.668,-56.372,41.675,-0.699,-74.640,-10.898,-81.710,0.725,-11.050,18.365,0.021,0.383,9.748,-0.493,0.225,10.496
270.664,67.591,-56.860,26.538,7.453,-67.358,-7.324,-78.438,-15.253,-6.947,16.022,-0.401,-0.394,10.176,-0.374,0.157,10.394
270.674,14.245,-72.364,27.881,10.155,-64.466,-2.978,-75.260,-11.373,6.833,3.290,-1.035,-0.536,10.277,-0.430,-0.033,10.415
270.685,35.608,-48.803,22.632,13.379,-63.070,0.890,-72.549,-0.675,-5.669,14.262,-1.227,-0.462,10.079,-0.604,-0.093,10.364
270.696,44.153,-29.393,41.919,16.642,-59.194,4.418,-69.829,-4.217,4.023,17.330,-1.049,-0.878,10.254,-0.689,-0.212,10.292
270.707,20.470,-36.962,23.975,21.410,-54.395,8.519,-66.432,-1.020,8.672,5.769,-1.335,-0.646,10.237,-0.792,-0.353,10.328
270.718,43.420,-41.479,17.627,24.114,-52.112,12.181,-63.078,2.133,-10.130,19.205,-1.215,-0.615,10.200,-0.910,-0.350,10.279
270.729,76.502,-39.037,48.389,28.598,-50.571,15.677,-60.296,-10.504,-3.269,15.368,-1.188,-1.011,10.524,-0.916,-0.436,10.292
270.741,48.059,-63.818,19.214,30.370,-49.774,19.332,-57.663,0.811,-8.313,8.650,-1.264,-1.305,10.437,-0.979,-0.585,10.362
270.752,70.765,-73.340,14.209,33.357,-49.820,22.439,-55.505,-5.906,-18.925,19.730,-1.158,-1.668,10.421,-1.017,-0.686,10.332
270.763,87.489,-71.875,47.413,40.953,-45.778,26.251,-53.135,-16.202,-4.900,7.256,-1.360,-2.064,10.508,-0.995,-0.913,10.371
270.774,81.263,-35.375,24.097,46.981,-41.179,30.955,-50.259,-3.398,-7.587,7.465,-1.650,-2.050,10.253,-1.100,-1.129,10.393
270.786,99.574,-14.134,45.215,53.967,-37.272,35.980,-47.390,-5.977,-15.232,14.794,-1.230,-2.268,10.204,-1.122,-1.257,10.325
270.797,77.601,-23.900,34.961,60.605,-30.646,41.668,-43.607,-9.764,2.363,3.089,-1.228,-2.250,10.135,-1.075,-1.464,10.323
270.808,79.432,-5.833,12.256,66.565,-26.670,47.583,-39.619,8.859,-2.744,8.578,-1.055,-1.832,9.806,-1.124,-1.559,10.260
270.819,112.881,14.064,30.322,76.206,-21.215,53.652,-35.589,2.076,-4.490,13.766,-0.515,-1.621,9.612,-1.058,-1.535,10.109
270.830,73.084,-2.049,17.016,84.200,-17.844,60.899,-31.298,0.402,16.597,0.136,-0.468,-1.034,9.419,-0.939,-1.543,10.038
270.841,87.001,-7.176,10.302,91.429,-15.733,68.137,-27.403,15.095,4.806,6.136,-0.109,-0.359,9.084,-0.880,-1.365,9.903
270.852,129.483,31.154,9.936,99.901,-13.564,75.198,-24.377,8.772,-4.052,15.282,0.511,-0.144,9.103,-0.694,-1.107,9.730
270.863,112.514,-4.002,-0.073,107.541,-11.115,82.773,-21.331,-3.305,7.953,5.158,0.518,-0.010,9.300,-0.436,-0.946,9.663
270.875,136.075,-23.534,-24.854,116.618,-10.526,90.713,-18.523,8.887,-1.961,12.336,0.240,0.258,9.361,-0.358,-0.752,9.620
270.886,160.245,-4.735,1.269,125.036,-8.371,98.595,-16.269,-5.424,-9.383,15.864,0.026,-0.083,9.537,-0.287,-0.576,9.562
270.897,157.315,-11.204,13.232,132.810,-5.458,106.594,-13.859,-12.925,1.544,4.375,-0.583,-0.551,9.782,-0.264,-0.589,9.615
270.908,169.645,-10.228,15.918,137.341,-1.349,113.948,-10.950,1.559,-3.053,6.006,-1.022,-0.662,9.696,-0.420,-0.629,9.669
270.919,146.085,38.112,25.073,136.154,7.403,119.520,-7.137,1.616,-7.752,15.009,-0.681,-0.732,9.649,-0.538,-0.612,9.635
270.930,137.051,64.114,35.205,134.699,17.297,123.284,-1.938,-6.265,2.586,9.254,-0.137,-0.868,9.765,-0.446,-0.651,9.651
270.940,114.345,58.255,12.744,132.480,27.538,125.897,4.835,-2.888,0.926,7.501,0.091,-0.607,9.588,-0.319,-0.666,9.673
270.951,92.372,57.400,-9.839,126.835,35.784,126.840,12.128,3.427,-7.860,10.971,0.347,-0.444,9.265,-0.220,-0.617,9.616
270.962,81.630,80.228,1.757,118.279,42.111,125.327,18.992,-3.017,-5.367,12.832,0.650,-0.416,9.220,-0.051,-0.541,9.506
270.973,77.601,91.459,9.082,108.814,49.403,121.824,25.919,-5.388,9.635,5.158,0.204,-0.308,9.457,0.060,-0.525,9.488
270.984,56.604,80.228,-21.558,99.662,53.891,117.102,32.384,13.105,15.045,3.420,-0.297,0.089,9.467,-0.047,-0.506,9.526
270.995,57.825,73.758,-16.065,89.730,59.076,111.077,38.608,11.776,-3.915,11.740,0.042,0.245,9.372,-0.139,-0.370,9.511
271.006,70.643,34.328,-3.247,79.459,58.447,103.832,43.512,-8.988,-13.996,13.931,0.243,-0.038,9.405,-0.082,-0.250,9.482
271.017,31.701,43.728,6.274,67.558,59.687,95.707,47.778,-23.509,-4.900,12.990,-0.478,-0.619,9.758,0.013,-0.295,9.491
271.028,1.305,75.711,14.697,52.620,64.484,86.173,51.657,-6.423,5.999,6.753,-1.219,-0.663,9.830,-0.132,-0.411,9.556
271.039,-20.790,102.568,-19.483,37.024,68.189,75.257,55.425,20.240,3.118,5.216,-0.897,-0.051,9.634,-0.375,-0.386,9.602
271.050,-48.989,98.783,-40.113,18.695,69.540,62.628,58.720,11.057,-3.362,15.397,0.062,0.390,9.461,-0.392,-0.223,9.563
271.061,-51.430,86.454,-26.685,2.502,71.621,48.716,61.826,-3.132,-2.845,13.752,0.741,0.287,9.593,-0.166,-0.082,9.526
271.072,-69.985,63.504,-15.698,-11.848,69.882,34.734,64.007,-4.002,5.007,4.893,0.324,0.142,9.806,-0.010,-0.053,9.584
271.083,-90.738,62.527,-33.765,-25.219,67.926,21.076,65.054,6.811,13.924,-2.126,-0.076,0.344,9.609,-0.028,-0.069,9.650
271.093,-120.646,66.678,-35.719,-39.544,64.579,7.385,65.061,17.222,18.135,2.119,0.386,1.347,9.013,-0.083,0.048,9.602
271.104,-94.278,64.358,-51.100,-48.958,59.139,-5.789,63.767,8.751,5.173,13.522,0.909,1.963,8.814,0.013,0.357,9.443
271.115,-94.034,64.480,-38.160,-59.894,55.142,-18.578,61.770,-0.359,-1.623,14.190,1.191,1.985,9.195,0.233,0.706,9.342
271.127,-98.673,36.892,-39.747,-67.034,48.000,-30.079,58.684,3.894,12.731,2.414,0.860,1.784,9.481,0.365,0.881,9.394
271.138,-112.955,25.417,-52.443,-72.819,40.898,-40.113,54.743,17.639,16.755,7.177,0.957,2.049,9.321,0.389,0.997,9.420
271.149,-90.982,5.519,-50.978,-75.561,30.663,-48.645,49.421,3.592,-0.208,18.573,1.288,2.359,9.505,0.502,1.247,9.380
271.160,-82.925,-2.293,-24.976,-78.511,21.708,-55.948,43.140,-4.382,-0.962,10.324,1.102,2.155,9.924,0.663,1.459,9.444
271.171,-75.967,-11.693,-44.508,-76.933,10.859,-61.227,35.849,15.390,7.307,-0.617,0.886,1.896,9.846,0.659,1.526,9.588
271.183,-78.409,-22.313,-45.362,-75.356,1.011,-64.897,27.795,5.697,4.792,19.406,1.179,1.953,9.801,0.690,1.601,9.580
271.194,-66.689,-41.601,-43.287,-71.118,-10.248,-66.744,19.200,-4.943,4.512,11.122,1.119,1.778,10.188,0.838,1.630,9.651
271.205,-68.398,-63.818,-48.414,-67.207,-20.211,-67.019,10.381,7.781,-5.604,-2.313,0.896,1.715,9.983,0.862,1.663,9.775
271.216,-35.561,-59.668,-20.948,-62.373,-31.054,-66.481,0.832,5.934,-9.462,10.856,1.274,1.109,9.736,0.895,1.685,9.760
271.226,-49.599,-91.163,-17.774,-55.123,-40.505,-64.175,-8.508,-13.134,9.570,3.944,0.960,0.557,9.626,1.002,1.460,9.750
271.237,-36.903,-94.581,-29.249,-48.978,-49.193,-60.686,-17.700,-0.086,-6.631,12.279,0.609,0.568,9.494,0.943,1.297,9.693
271.248,22.790,-70.654,-2.637,-40.061,-55.771,-56.584,-26.862,-11.323,-7.034,16.928,0.121,0.491,9.859,0.851,1.217,9.647
271.259,-3.699,-79.566,-28.150,-27.859,-60.318,-50.081,-34.769,7.752,7.357,0.898,-0.134,0.292,9.683,0.634,1.019,9.734
271.270,25.353,-91.407,-24.366,-19.030,-67.328,-43.158,-42.348,-10.353,-1.832,29.214,-0.137,0.153,9.959,0.530,0.918,9.669
271.281,-40.443,-99.708,-46.705,-10.901,-68.517,-35.141,-48.448,9.498,16.044,-3.082,-0.194,0.511,10.151,0.400,0.727,9.818
271.292,39.758,-85.792,-16.309,-3.942,-75.897,-28.141,-54.943,-2.557,-15.433,15.850,-0.133,0.474,10.147,0.287,0.798,9.847
271.303,-8.826,-73.462,-31.934,6.489,-74.081,-20.076,-59.854,7.759,19.960,-11.826,-0.134,0.100,10.043,0.205,0.598,9.984
271.313,81.507,-36.840,6.030,18.701,-70.836,-11.533,-62.944,-5.942,-4.246,37.929,0.010,0.300,10.422,0.193,0.586,9.899
271.324,24.255,-65.405,-14.722,28.423,-67.852,-2.243,-64.270,14.161,0.826,-15.692,-0.293,0.426,11.109,0.096,0.533,10.209
271.335,146.207,-38.305,9.082,39.608,-63.840,6.804,-64.587,-24.817,-22.568,37.211,-0.544,-0.151,11.163,0.064,0.560,10.271
271.346,8.507,-52.343,-26.197,44.768,-59.700,16.402,-63.747,8.025,14.089,-10.698,-0.711,0.100,10.816,-0.104,0.335,10.487
271.357,146.817,-13.524,28.491,50.523,-53.647,23.532,-61.997,-17.905,-3.923,35.436,-1.057,0.178,11.350,-0.183,0.357,10.453
271.367,3.624,-44.653,-31.324,52.325,-49.614,31.358,-59.192,20.010,-4.663,-23.064,-0.309,-0.060,10.054,-0.382,0.293,10.691
271.378,99.819,-33.422,6.518,53.808,-45.887,36.101,-56.250,-18.594,24.335,28.337,-0.484,0.317,9.953,-0.262,0.186,10.383
271.389,60.999,-14.500,5.664,56.683,-38.668,41.341,-52.524,4.217,-10.166,11.381,-0.620,0.443,10.398,-0.426,0.284,10.433
271.400,3.624,-8.031,-21.314,57.529,-30.281,45.819,-47.625,15.505,11.266,0.064,-0.022,0.362,10.141,-0.406,0.253,10.434
271.412,112.514,7.228,15.429,60.820,-23.191,48.610,-42.381,-9.412,3.714,17.035,-0.251,0.671,10.327,-0.312,0.316,10.312
271.423,35.119,-23.900,12.744,61.467,-15.842,52.538,-36.060,-5.245,-6.337,12.573,-0.389,0.405,10.322,-0.376,0.376,10.401
271.434,33.899,33.840,-3.613,58.823,-4.109,54.112,-29.128,18.796,22.072,0.301,-0.043,0.808,10.130,-0.364,0.322,10.324
271.446,88.710,9.547,9.814,60.815,3.854,55.532,-21.292,-24.486,-1.774,29.818,-0.312,0.728,10.357,-0.242,0.463,10.249
271.457,53.064,41.286,24.341,61.859,15.200,57.326,-13.093,8.377,0.186,5.281,-0.528,0.571,10.447,-0.357,0.425,10.342
271.468,53.553,56.668,14.697,60.558,29.053,58.074,-3.634,-3.096,9.441,-1.825,-0.494,0.676,10.226,-0.356,0.439,10.326
271.479,78.089,62.283,5.053,61.435,38.623,59.140,6.274,-9.031,-3.197,38.052,-0.625,0.515,10.482,-0.407,0.480,10.291
271.490,-5.286,69.730,-1.416,55.100,49.219,58.721,16.022,15.232,7.975,-23.013,-0.438,0.615,10.312,-0.456,0.439,10.408
271.501,72.230,73.880,14.453,50.797,59.147,56.847,26.110,-34.517,-3.923,35.357,-0.887,0.173,10.177,-0.372,0.450,10.241
271.512,6.798,101.713,12.622,48.692,67.753,55.335,35.492,18.444,3.693,-10.985,-0.988,0.205,10.155,-0.592,0.331,10.333
271.523,65.272,124.297,13.842,45.423,79.334,52.787,45.410,-20.858,-2.464,21.777,-0.993,-0.050,10.171,-0.570,0.347,10.239
271.534,1.305,89.750,-8.862,41.470,85.120,50.854,55.051,2.953,13.594,6.689,-1.438,0.581,10.059,-0.722,0.227,10.263
271.545,57.215,109.160,14.209,36.441,91.906,47.340,63.727,-9.125,-21.799,11.165,-1.398,0.157,10.153,-0.847,0.337,10.217
271.556,9.972,96.586,-7.764,33.101,98.790,44.287,72.062,-12.257,19.471,4.361,-1.500,-0.667,10.125,-0.904,0.088,10.255
271.567,1.915,103.178,-19.727,27.597,101.640,40.887,79.283,7.537,2.119,18.063,-1.504,-0.058,10.266,-1.065,0.000,10.203
271.578,36.340,119.780,-17.041,25.718,105.164,37.042,85.235,-8.341,-8.629,8.744,-1.249,-0.292,10.476,-1.100,0.043,10.263
271.589,24.499,97.318,-38.893,24.961,105.636,34.209,90.443,-4.778,12.717,18.027,-1.433,-0.290,10.684,-1.112,-0.105,10.303
271.600,50.867,100.614,-21.802,24.057,103.529,31.508,93.846,10.511,-18.350,11.977,-1.025,-0.260,10.891,-1.196,-0.056,10.398
271.611,33.777,99.882,-28.028,24.843,101.430,29.652,95.943,-12.034,0.661,16.863,-0.612,-0.610,11.063,-1.045,-0.108,10.482
271.622,15.588,94.022,-38.893,25.415,97.389,28.639,96.785,7.853,11.855,9.987,-0.594,-0.111,11.161,-0.971,-0.211,10.587
271.633,2.159,86.332,-52.687,24.350,90.314,27.818,95.671,12.415,-9.398,8.428,0.059,0.310,10.955,-0.897,-0.047,10.681
271.644,26.818,74.979,-52.931,26.230,81.262,27.078,92.598,-5.130,18.436,18.810,0.366,0.583,10.967,-0.637,0.007,10.650
271.655,7.775,51.907,-54.396,28.060,69.449,27.325,87.511,7.149,9.886,-8.313,0.245,1.128,10.883,-0.517,0.146,10.777
271.666,21.081,11.744,-85.647,27.793,53.858,27.592,80.322,1.192,9.821,19.464,0.204,1.389,10.720,-0.410,0.325,10.748
271.677,53.553,-20.482,-68.801,30.167,34.362,27.942,70.183,6.998,4.878,12.415,0.631,1.588,11.179,-0.313,0.511,10.768
271.688,41.467,-56.982,-56.715,32.546,18.763,28.992,58.712,-16.647,6.847,13.471,-0.032,1.062,11.440,-0.161,0.567,10.889
271.699,51.599,-69.434,-58.913,33.712,-1.629,30.125,45.107,5.855,-11.043,5.740,-0.324,0.931,11.378,-0.243,0.637,10.998
271.709,38.293,-115.822,-55.617,31.621,-20.736,30.742,30.487,-15.383,-5.345,27.274,-0.494,0.261,11.755,-0.230,0.615,11.059
271.720,-13.709,-100.563,-48.048,26.330,-35.464,30.229,15.296,-7.738,-0.826,0.546,-0.975,0.087,12.200,-0.296,0.495,11.281
271.731,4.479,-90.186,-37.428,20.878,-48.369,28.518,0.637,3.585,-13.694,33.036,-0.479,-0.090,12.397,-0.366,0.460,11.373
271.742,-56.923,-97.877,-52.077,12.675,-59.768,25.305,-13.602,-8.895,16.108,-6.703,-0.490,0.089,12.232,-0.307,0.358,11.581
271.753,-18.104,-115.700,-30.714,2.813,-72.423,20.597,-27.389,2.493,-21.634,25.844,-0.457,-0.236,12.197,-0.411,0.331,11.632
271.764,-71.206,-152.444,-21.802,-9.493,-82.995,14.109,-40.236,4.260,14.851,-8.097,-0.349,-0.277,12.028,-0.381,0.133,11.772
271.775,28.039,-128.396,23.975,-14.897,-90.928,7.018,-52.282,-28.574,-10.332,39.596,-0.947,-0.330,12.626,-0.374,0.124,11.792
271.786,-141.765,-94.825,-24.854,-28.515,-93.230,0.059,-62.359,16.619,-7.185,-16.475,-0.746,-0.531,12.447,-0.560,0.024,12.068
271.797,-78.409,-42.822,-9.351,-41.728,-92.940,-9.737,-70.305,18.609,18.228,13.594,0.259,0.068,12.000,-0.475,-0.069,11.982
271.808,-77.310,-74.439,-8.862,-50.454,-92.377,-19.303,-75.893,-1.932,28.826,19.083,0.531,1.176,12.289,-0.263,0.035,12.000
271.819,-5.530,-100.074,25.195,-53.155,-89.663,-28.026,-79.522,-22.388,-3.118,24.321,-0.258,1.330,12.854,-0.176,0.316,12.081
271.830,-35.805,-86.768,43.873,-56.485,-83.826,-34.606,-80.971,-8.478,-19.823,26.441,-0.949,0.542,13.552,-0.320,0.450,12.302
271.841,-71.328,-38.915,49.854,-61.799,-74.404,-40.910,-80.095,1.429,-14.556,18.954,-0.977,-0.172,14.077,-0.458,0.405,12.599
271.852,-122.721,-8.153,33.008,-67.507,-60.191,-46.908,-76.316,7.328,-14.944,-6.430,-0.650,-0.369,13.997,-0.534,0.323,12.925
271.863,-88.419,49.221,20.068,-72.039,-44.620,-53.002,-69.874,23.947,-0.229,5.769,0.432,-0.494,13.334,-0.474,0.144,13.001
271.873,-70.962,40.798,15.796,-70.646,-26.000,-57.855,-60.176,6.718,25.564,9.254,1.075,0.547,13.060,-0.204,0.114,13.019
271.884,-31.654,73.758,12.866,-67.143,-8.861,-60.933,-48.867,-5.216,9.821,28.503,0.909,0.969,13.730,0.039,0.263,13.000
271.895,-21.278,68.509,38.501,-60.723,8.230,-61.429,-35.912,-4.030,15.541,33.776,0.707,1.614,14.413,0.181,0.449,13.171
271.906,-19.935,45.681,28.369,-52.358,21.522,-59.660,-22.546,-17.739,4.799,19.730,0.049,1.849,14.761,0.233,0.720,13.442
271.917,-7.484,70.584,33.985,-42.341,34.046,-55.801,-9.583,-10.978,-16.992,25.269,-0.651,1.259,15.079,0.089,0.907,13.686
271.928,-27.992,77.542,41.553,-33.548,45.627,-50.489,3.294,10.454,-6.962,6.114,-0.304,0.720,14.362,-0.072,0.891,13.918
271.938,-23.231,84.379,8.837,-24.068,56.087,-44.488,15.534,10.849,-13.651,-8.320,0.191,-0.013,13.633,-0.080,0.794,13.964
271.949,56.726,96.098,11.645,-10.213,65.730,-37.297,27.328,7.163,2.442,21.813,0.525,-0.321,13.298,0.016,0.565,13.794
