R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
155,25,1500,180,25,1800,400,100,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1X,GPT1Y,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z
167.065,46.961,-106.544,-6.543,64.639,-78.851,78.438,-44.183,4.591,0.409,24.637,-1.547,-0.286,10.555,-1.113,-0.460,10.125
167.077,43.909,-118.874,-1.782,55.800,-84.797,72.107,-56.351,-16.769,-6.179,11.754,-1.506,-0.609,10.791,-1.155,-0.411,10.316
167.089,-3.089,-56.494,-5.322,42.065,-83.544,64.241,-65.282,14.901,-12.092,0.941,-0.990,-1.320,10.135,-1.244,-0.615,10.337
167.101,-17.982,-39.648,-6.543,28.395,-77.914,54.185,-70.307,-7.149,24.824,10.324,-0.443,-0.628,9.816,-0.998,-0.702,10.188
167.111,-55.459,-59.790,-23.023,16.035,-77.157,46.040,-72.163,18.982,7.716,2.974,-0.308,0.316,9.618,-0.965,-0.629,10.148
167.123,-27.992,-80.420,-15.821,0.857,-71.885,32.703,-72.438,-19.126,5.173,6.064,-0.665,0.357,9.510,-0.800,-0.333,10.007
167.135,-43.617,-56.006,-16.309,-13.728,-66.113,19.939,-71.048,9.714,-11.560,12.250,-0.542,-0.265,9.711,-0.873,-0.358,9.924
167.147,-71.572,-30.736,5.541,-25.566,-57.169,6.681,-67.640,-9.764,13.242,6.904,-1.021,-0.214,9.828,-0.776,-0.308,9.906
167.157,-85.001,-20.482,-0.073,-36.438,-47.636,-2.940,-63.150,8.600,-8.413,16.698,-0.855,0.318,9.631,-0.848,-0.218,9.853
167.169,-117.838,-31.591,-28.516,-48.031,-41.965,-16.134,-57.060,-0.689,10.590,-16.769,-0.914,0.362,9.084,-0.809,-0.089,9.800
167.181,-13.221,-0.340,9.692,-52.485,-32.010,-27.418,-50.113,-16.604,-0.826,33.159,-1.240,0.425,9.211,-0.831,0.042,9.441
167.193,-129.680,-38.061,-23.023,-61.451,-26.391,-36.150,-42.988,5.367,-6.229,5.173,-0.936,0.064,9.847,-1.018,0.063,9.731
167.205,-129.680,12.111,-5.688,-71.599,-21.459,-46.639,-37.101,12.502,14.822,-7.752,-0.796,0.702,9.807,-0.919,0.073,9.642
167.215,-60.586,-33.544,3.954,-70.177,-15.672,-52.259,-31.661,-12.782,-27.784,22.647,-0.211,0.577,9.553,-0.815,0.321,9.646
167.227,-119.670,30.544,-11.670,-69.904,-5.075,-57.327,-24.355,24.342,1.077,-8.550,0.434,0.421,8.844,-0.635,0.246,9.574
167.239,-82.315,5.763,-32.789,-65.951,-3.932,-60.984,-18.049,12.616,7.917,-10.418,1.427,0.681,8.407,-0.186,0.369,9.346
167.251,45.252,18.581,15.796,-52.544,0.178,-60.445,-12.579,-12.818,7.300,41.076,0.348,0.647,10.653,0.100,0.412,9.254
167.261,-97.330,-6.566,-33.643,-46.582,-0.687,-56.625,-9.796,17.783,-13.277,-19.155,0.187,0.535,11.171,-0.022,0.491,9.786
167.273,-20.301,-26.342,-19.239,-39.267,-0.724,-52.739,-6.628,9.189,12.063,3.448,1.036,0.981,10.100,0.257,0.458,9.777
167.285,42.566,-27.684,1.147,-25.265,1.351,-45.904,-3.985,-23.193,-2.931,19.579,-0.392,0.773,10.897,0.295,0.617,9.947
167.297,86.879,16.750,44.605,-8.129,-0.517,-36.012,-2.907,-15.821,-11.086,33.424,-1.775,-0.249,12.382,-0.026,0.523,10.262
167.307,-15.785,-28.417,-8.618,-0.781,0.269,-27.392,-1.944,9.182,-10.188,-21.806,-1.390,-0.531,11.545,-0.352,0.362,10.702
167.318,53.308,10.158,12.866,10.209,-2.878,-17.506,-2.212,13.163,2.320,-3.075,-0.409,-0.908,10.328,-0.375,0.033,10.577
167.330,67.835,7.350,20.190,21.550,0.761,-6.255,-1.309,-18.645,10.842,29.638,-1.475,-0.158,11.657,-0.446,-0.040,10.687
167.342,55.384,-17.919,3.344,29.450,-0.261,4.279,-0.873,-8.277,-11.021,13.974,-1.383,-0.579,11.686,-0.717,-0.064,10.934
167.352,-30.311,14.918,-5.200,29.708,0.616,11.325,-0.811,16.568,16.403,-5.640,-0.846,-0.018,11.007,-0.837,-0.185,11.064
167.364,37.927,-9.740,7.006,34.181,-0.717,17.627,-1.074,-3.844,11.790,1.631,-0.917,0.760,11.206,-0.801,-0.045,11.013
167.376,138.028,13.576,55.836,46.158,-1.786,25.059,-1.240,-23.998,1.724,41.069,-1.452,0.697,11.525,-0.835,0.135,10.936
167.388,5.211,-2.171,17.383,43.354,-0.708,32.179,-1.125,-4.239,-3.894,15.138,-1.783,0.296,12.196,-1.132,0.233,11.351
167.400,-51.186,35.061,-15.088,33.732,4.944,33.817,-0.276,31.175,3.499,-24.501,-0.098,0.668,10.743,-1.135,0.244,11.380
167.410,33.410,37.502,14.087,31.334,6.721,33.303,1.173,-16.302,15.670,33.805,0.321,0.656,10.309,-0.785,0.292,11.091
167.422,15.832,-0.218,23.364,28.285,6.242,32.508,2.671,1.760,-16.654,10.389,0.644,-0.040,10.465,-0.605,0.354,11.017
167.434,-10.047,26.638,32.886,23.674,8.606,30.686,4.164,18.386,-4.045,9.520,0.833,-0.472,10.647,-0.360,0.130,10.938
167.446,-38.734,20.534,-14.478,17.254,10.991,26.940,6.090,9.340,16.777,-5.273,0.738,-0.056,10.434,-0.065,0.046,10.882
167.456,-8.094,4.908,21.655,8.653,7.772,23.092,6.871,-2.155,-7.026,37.218,0.698,0.313,10.298,0.063,0.128,10.671
167.468,-51.064,-3.758,-30.592,4.799,8.314,18.105,7.341,17.215,-0.732,-16.705,1.418,0.283,9.129,0.234,0.130,10.640
167.479,77.479,13.576,29.956,4.119,5.963,12.019,6.669,-2.026,-0.323,10.806,0.891,0.086,9.022,0.532,0.135,10.075
167.491,-16.517,-3.636,19.580,3.452,8.989,10.727,7.587,-14.406,-17.531,31.434,0.355,-0.601,9.845,0.479,0.129,10.089
167.503,-62.905,27.858,-21.558,-2.032,11.933,7.536,8.212,29.480,-7.077,-20.125,0.578,-0.839,10.099,0.356,-0.121,10.230
167.513,7.775,-26.097,1.269,-8.098,6.783,3.718,8.393,-26.706,-1.781,32.095,0.274,-1.089,10.283,0.501,-0.239,10.111
167.523,-98.795,-3.148,-25.953,-13.662,2.818,0.530,7.123,22.769,15.929,-9.728,-0.481,-0.847,10.679,0.249,-0.477,10.288
167.533,0.817,17.726,5.419,-15.557,3.266,-3.440,6.003,-2.062,-7.565,27.770,0.066,-0.550,11.129,0.182,-0.413,10.328
167.543,-63.393,-0.340,-25.098,-15.926,3.779,-6.118,5.478,13.845,13.788,-11.682,-0.100,-0.602,11.238,0.106,-0.511,10.597
167.553,-20.179,-19.383,-22.413,-20.456,1.638,-9.272,4.885,-5.676,-6.689,35.997,0.028,-0.425,11.310,0.096,-0.473,10.609
167.564,-37.636,-4.735,-20.581,-18.392,0.994,-11.672,3.921,8.198,10.368,-13.421,-0.370,-0.567,12.181,0.022,-0.552,10.924
167.574,-66.323,-19.383,-41.212,-21.638,-1.829,-13.037,2.833,11.984,-2.155,-0.445,0.506,-0.086,10.733,-0.052,-0.466,11.078
167.584,37.073,27.370,8.105,-18.553,-3.002,-15.549,1.034,-15.735,18.616,31.966,0.143,-0.287,10.994,0.130,-0.491,10.864
167.595,-54.360,-6.566,-35.474,-20.221,-4.033,-15.936,-0.148,28.251,-6.100,-7.249,0.322,-0.155,11.231,-0.008,-0.449,11.071
167.606,-3.577,-18.651,-9.229,-20.836,-4.738,-17.557,-1.216,-6.179,15.979,4.217,0.822,0.310,10.348,0.197,-0.371,10.951
167.617,-2.723,10.646,6.274,-23.465,-5.076,-18.784,-2.261,-3.973,-13.277,34.782,0.421,0.403,10.945,0.215,-0.181,10.844
167.628,-89.883,-9.007,-47.926,-25.430,-7.474,-19.966,-3.365,16.827,12.904,-21.842,0.789,0.711,10.654,0.262,-0.075,10.994
167.640,34.143,20.412,-2.881,-25.585,-8.101,-22.266,-4.692,-13.759,4.203,48.477,0.642,1.034,11.089,0.412,0.121,10.782
167.651,-78.653,-29.638,-49.269,-24.786,-13.444,-22.313,-6.538,18.479,0.675,-13.658,0.625,1.131,10.840,0.318,0.279,10.997
167.662,56.238,-49.536,-3.735,-21.288,-26.548,-23.201,-10.722,-20.355,14.600,30.795,0.009,1.136,10.999,0.412,0.386,10.807
167.673,-53.994,-110.695,-40.235,-20.629,-38.987,-21.940,-16.663,6.380,-8.133,-4.699,-0.417,0.950,10.982,0.180,0.505,10.981
167.684,67.835,-123.146,11.523,-12.248,-57.135,-21.025,-25.382,-22.137,4.972,24.249,-0.991,0.483,11.153,0.121,0.501,10.865
167.696,-3.577,-128.396,-37.794,-8.621,-71.981,-17.762,-35.628,3.994,-17.675,13.551,-0.792,-0.010,11.185,-0.092,0.483,10.985
167.707,62.464,-142.312,-9.717,-2.330,-94.399,-15.193,-48.823,-2.737,-6.437,11.287,-0.557,-0.555,11.412,-0.119,0.358,10.976
167.718,-14.564,-185.648,-28.272,-0.351,-116.946,-11.055,-63.680,14.966,0.467,15.383,-0.123,-0.399,11.457,-0.189,0.189,11.116
167.729,20.837,-194.926,-10.938,2.647,-139.897,-8.391,-81.128,-5.108,-9.067,9.089,0.112,-0.436,11.485,-0.095,0.181,11.120
167.740,-5.408,-247.418,-26.441,4.303,-165.390,-5.000,-99.787,15.656,8.844,20.125,0.228,0.212,11.395,-0.114,0.104,11.154
167.752,5.211,-260.968,-19.849,6.646,-189.865,-2.399,-120.406,-10.612,9.045,4.871,0.120,0.609,11.267,-0.006,0.218,11.188
167.763,-5.164,-287.946,-34.986,9.451,-215.959,0.559,-142.322,15.354,5.546,0.380,0.098,0.896,10.938,-0.056,0.270,11.193
167.773,17.907,-318.343,-6.421,12.758,-241.651,3.319,-165.160,-6.912,-2.162,22.367,0.177,0.573,11.025,0.018,0.388,11.098
167.783,4.967,-293.928,-16.797,17.600,-258.457,6.476,-187.207,8.866,12.135,-3.182,-0.128,0.859,11.313,-0.012,0.401,11.166
167.794,11.193,-323.592,-21.802,16.509,-279.972,9.422,-208.625,3.441,-9.469,28.258,0.223,0.983,10.874,-0.017,0.559,11.104
167.806,-44.106,-308.455,-18.262,16.633,-297.794,11.606,-235.424,24.896,11.517,-25.248,1.543,1.241,9.341,0.203,0.633,10.906
167.816,45.984,-334.823,13.232,13.547,-307.461,12.110,-252.415,-15.857,-11.280,40.753,1.308,0.624,9.603,0.454,0.739,10.585
167.826,-52.041,-297.834,-12.769,13.590,-309.941,12.780,-266.751,24.968,2.435,-17.215,1.375,0.789,10.034,0.508,0.699,10.573
167.836,23.156,-300.032,7.861,15.232,-307.673,13.093,-276.870,-10.605,16.590,20.470,1.795,1.003,9.721,0.793,0.723,10.393
167.846,14.733,-275.373,26.660,16.642,-301.205,14.000,-283.390,-7.968,-6.409,26.900,1.166,0.685,10.497,0.896,0.787,10.325
167.856,-37.025,-173.197,13.720,20.635,-284.461,15.940,-285.430,28.560,0.481,-15.864,0.954,0.581,11.106,0.773,0.723,10.557
167.867,12.169,-193.339,-9.229,19.557,-267.218,16.577,-282.249,8.004,11.244,10.950,1.547,0.148,10.353,0.904,0.599,10.517
167.877,64.905,-181.498,11.889,22.984,-242.615,17.621,-274.029,-23.452,16.719,28.582,0.477,0.743,11.107,1.008,0.536,10.488
167.887,34.753,-128.029,33.741,25.525,-216.297,19.796,-262.038,-4.332,-12.157,16.820,-0.304,0.676,11.927,0.777,0.621,10.705
167.897,-28.846,-132.058,33.863,23.088,-191.249,21.335,-246.480,16.777,-25.736,-13.436,0.654,-0.345,11.167,0.615,0.556,10.941
167.908,-17.127,-52.832,19.214,18.336,-159.394,21.136,-227.074,10.425,4.131,10.296,0.938,-0.909,10.774,0.665,0.259,10.888
167.918,41.467,-2.903,35.572,12.318,-121.446,18.732,-203.503,-5.640,12.379,23.947,0.841,-0.115,11.226,0.776,0.120,10.844
167.928,8.507,1.490,60.231,10.946,-88.740,17.196,-177.239,-4.813,-8.823,17.452,0.487,-0.143,11.912,0.693,0.174,11.026
167.940,-0.525,35.549,48.023,3.761,-48.338,13.844,-140.385,-21.547,6.983,31.930,-0.925,0.414,13.024,0.513,0.229,11.335
167.950,-66.689,70.096,18.481,0.047,-20.299,11.427,-112.885,20.944,-9.477,-6.610,-0.538,0.339,12.604,0.197,0.227,11.648
167.960,-13.587,67.899,14.331,-4.583,4.774,7.627,-85.559,2.895,1.437,-0.273,-0.192,0.236,11.968,0.126,0.196,11.749
167.971,15.588,72.782,40.088,-9.781,28.196,3.446,-58.697,-24.041,0.668,37.527,-0.368,-0.029,11.789,0.155,0.191,11.650
167.983,-24.696,127.959,44.239,-13.813,53.708,-1.479,-25.972,3.793,-11.007,9.290,-0.488,-0.943,11.997,-0.113,0.047,11.805
167.995,-54.848,123.076,3.710,-17.598,70.218,-5.978,2.792,16.216,-0.344,7.982,-0.117,-0.901,11.779,-0.191,-0.207,11.814
168.005,5.822,121.489,22.510,-16.525,77.556,-9.037,20.568,-5.259,9.074,11.057,-0.040,-0.542,11.994,-0.105,-0.281,11.804
168.016,59.778,83.036,36.914,-12.838,79.439,-10.914,39.030,-12.616,-6.387,40.595,-0.247,-0.628,13.028,-0.113,-0.324,11.903
168.028,-30.800,61.673,17.383,-9.727,70.756,-9.847,49.785,6.128,-4.368,9.254,-0.583,-0.796,13.575,-0.290,-0.448,12.408
168.040,-57.656,23.342,-24.488,-10.045,57.756,-10.304,53.373,7.041,8.622,-17.933,-0.140,-0.286,11.451,-0.228,-0.459,12.302
168.052,88.466,45.315,34.717,-2.794,43.733,-9.394,51.559,-14.671,-6.143,42.470,-0.302,-0.121,11.657,-0.182,-0.338,11.938
168.064,-15.174,-38.427,-8.008,-2.429,24.003,-6.396,45.176,7.802,4.073,8.708,0.128,0.235,11.337,-0.234,-0.320,12.050
168.075,95.790,-7.786,42.164,4.627,10.641,-5.207,37.305,-16.971,-7.889,31.118,-0.373,-0.208,12.586,-0.155,-0.213,11.901
168.085,-30.678,-78.589,-17.285,10.507,-2.709,-0.789,28.887,8.377,16.202,-17.603,-0.836,-0.279,12.419,-0.313,-0.314,12.199
168.095,100.551,-44.897,28.735,13.407,-15.063,1.795,18.785,-7.946,-11.934,43.692,-0.568,0.196,11.877,-0.349,-0.177,11.973
168.105,39.392,-79.444,18.725,18.354,-26.570,5.271,8.409,-5.324,-1.365,-4.088,-0.646,-0.189,12.856,-0.355,-0.134,12.153
168.115,-24.330,-127.907,-34.132,21.324,-37.225,10.066,-1.482,5.755,5.367,-2.090,-0.575,-0.034,11.586,-0.431,-0.197,12.252
168.125,82.728,-92.994,8.715,21.708,-48.477,12.192,-12.423,-11.812,-22.266,36.342,-0.355,-0.037,11.724,-0.375,-0.065,11.981
168.135,32.556,-102.150,-1.538,24.896,-53.255,15.025,-22.120,-4.821,-3.254,-12.509,-0.772,-0.661,12.027,-0.400,-0.157,12.112
168.146,-14.808,-101.417,-26.075,17.667,-59.315,16.771,-30.589,2.320,-3.290,18.824,-0.387,-0.514,11.048,-0.462,-0.242,11.985
168.156,35.730,-23.046,1.269,11.272,-60.827,15.072,-38.381,-13.277,8.083,25.226,-0.914,-0.273,12.311,-0.431,-0.249,11.853
168.166,-80.118,-30.858,-43.409,5.026,-56.348,13.787,-43.094,19.916,12.157,-15.993,-1.022,0.432,12.064,-0.647,-0.203,12.090
168.177,-4.188,-25.853,-32.545,-4.881,-52.943,9.554,-45.712,-17.675,-5.712,42.169,-0.801,0.576,12.189,-0.611,0.009,11.966
168.188,-106.730,-62.231,-50.245,-17.973,-49.488,3.886,-46.707,8.765,13.601,-10.353,-0.706,0.516,12.006,-0.611,0.010,12.040
168.198,3.624,-47.583,-20.215,-24.011,-45.310,-2.890,-46.707,-10.274,-35.048,28.136,-0.580,-0.223,12.001,-0.620,0.145,11.981
168.209,-76.455,-23.046,-40.357,-31.132,-35.966,-9.352,-44.568,-5.144,16.029,-5.166,-0.563,-0.353,11.748,-0.543,-0.001,12.011
168.220,-33.485,45.559,-25.586,-38.210,-22.675,-15.946,-40.210,-1.832,4.117,37.994,-0.646,0.398,11.544,-0.592,0.015,11.832
168.230,-123.088,19.557,-41.456,-48.528,-13.298,-23.241,-34.410,12.602,8.629,-26.699,-0.371,0.556,11.084,-0.596,0.083,11.855
168.241,-94.034,18.336,-34.254,-58.259,-2.960,-30.758,-27.270,-5.669,-17.208,32.886,0.229,0.166,10.163,-0.487,0.200,11.528
168.252,-118.693,56.302,-36.939,-67.976,10.403,-39.319,-18.951,1.580,13.127,8.456,-0.516,0.071,11.384,-0.404,0.100,11.438
168.262,-101.603,61.551,-33.643,-76.632,24.796,-47.558,-8.822,-4.275,-19.586,31.233,-0.505,0.171,12.011,-0.465,0.211,11.494
168.273,-153.484,68.875,-54.518,-83.487,36.151,-55.942,1.511,6.251,16.029,-18.537,-0.479,0.278,11.481,-0.456,0.141,11.658
168.283,-132.121,96.586,-33.765,-93.390,46.036,-64.203,11.624,-3.384,7.594,27.015,0.359,0.610,9.899,-0.356,0.169,11.336
168.293,-121.867,125.884,-27.540,-97.575,56.756,-72.513,21.610,8.040,21.361,5.295,-0.141,0.890,10.849,-0.289,0.191,11.168
168.303,-137.126,105.864,-35.108,-101.566,67.741,-78.711,32.339,7.594,-18.113,13.119,0.322,1.020,10.609,-0.296,0.442,11.152
168.314,-91.593,103.910,-41.822,-100.024,79.013,-84.459,43.280,12.595,15.296,-0.100,1.396,0.853,9.816,-0.017,0.468,10.941
168.325,-0.647,97.807,10.669,-94.213,85.105,-87.933,53.232,-18.630,-15.886,35.558,0.709,0.610,10.726,0.193,0.590,10.747
168.337,-134.807,80.716,-25.342,-93.729,90.031,-88.621,62.359,11.381,-9.419,-4.181,0.703,-0.053,10.794,0.198,0.524,10.919
168.348,-12.733,116.606,8.105,-90.569,94.719,-90.502,70.031,-3.664,1.278,20.010,0.662,-0.227,10.984,0.362,0.383,10.781
168.359,-84.756,89.017,-6.177,-87.622,98.505,-89.467,77.263,-18.163,-9.211,38.497,0.101,-0.073,12.312,0.366,0.353,10.975
168.370,-169.476,106.108,-25.586,-90.732,97.337,-89.112,82.242,31.413,-2.931,-20.491,0.684,-0.151,11.896,0.280,0.242,11.281
168.382,-44.838,85.477,22.998,-89.422,93.088,-89.769,85.440,-14.542,10.777,37.153,0.754,0.218,12.077,0.487,0.209,11.265
168.392,-149.944,71.195,-11.426,-92.070,87.572,-89.613,86.160,8.176,-10.777,-6.545,0.660,0.134,11.941,0.430,0.242,11.528
168.403,-66.323,103.178,18.725,-94.767,83.861,-91.430,85.525,3.068,11.266,7.781,0.730,0.161,11.621,0.515,0.168,11.484
168.415,-127.482,34.206,14.575,-98.710,75.369,-92.358,83.829,-1.638,0.071,30.249,0.609,0.344,11.874,0.495,0.199,11.525
168.426,-220.136,-3.880,-2.392,-110.023,62.725,-95.333,79.510,11.187,21.418,-20.793,0.670,0.842,11.393,0.514,0.220,11.634
168.436,-92.081,70.340,31.787,-118.351,56.014,-100.986,73.636,-5.230,-17.301,42.090,1.070,0.369,11.762,0.568,0.387,11.485
168.446,-205.366,18.581,14.331,-126.270,46.419,-106.399,67.631,19.313,21.691,-11.474,0.669,0.152,12.401,0.570,0.245,11.727
168.457,-166.790,-34.032,28.247,-136.522,33.050,-112.850,60.435,-12.415,-16.813,25.607,1.134,0.340,11.863,0.688,0.361,11.733
168.467,-120.524,12.843,38.746,-140.866,24.209,-120.128,51.993,-3.226,12.652,12.006,0.482,0.342,12.413,0.742,0.279,11.759
168.477,-216.840,-37.572,15.918,-151.821,13.559,-126.360,43.646,3.147,-5.281,11.848,0.605,0.526,11.989,0.665,0.342,11.882
168.487,-86.587,-37.206,36.914,-155.716,-0.906,-134.575,33.556,-17.086,-3.024,37.003,0.054,0.083,13.001,0.694,0.334,11.826
168.499,-146.892,-59.424,46.802,-159.047,-11.356,-140.955,20.997,-4.469,-10.827,33.805,-0.155,-0.242,13.193,0.420,0.229,12.218
168.510,-216.474,-97.511,7.861,-155.925,-24.706,-145.572,8.386,9.879,3.930,-21.296,0.042,-0.256,12.319,0.351,0.073,12.395
168.521,-58.510,-65.649,42.530,-150.400,-39.013,-148.412,-5.018,-21.073,-7.034,50.245,-0.473,-0.337,13.040,0.292,0.043,12.232
168.531,-191.571,-96.656,-6.909,-141.947,-50.356,-146.231,-18.524,15.699,-4.476,-21.562,-0.178,-0.496,12.646,-0.016,-0.079,12.728
168.543,-68.643,-55.395,2.612,-130.768,-59.576,-143.719,-30.933,6.588,10.051,17.775,0.176,-0.100,12.246,0.076,-0.202,12.420
168.554,-56.801,-117.653,12.622,-113.829,-67.623,-135.892,-41.265,-21.411,12.430,29.645,-0.227,0.103,12.567,0.166,-0.140,12.419
168.566,-18.958,-82.129,26.538,-91.928,-70.864,-124.214,-50.580,-10.317,-10.569,18.106,-0.707,0.001,13.061,-0.054,-0.009,12.547
168.577,-48.745,-70.899,15.796,-74.424,-70.447,-109.416,-56.734,-6.164,-7.393,27.741,-0.698,-0.638,13.550,-0.226,-0.104,12.771
168.589,-15.662,-39.526,22.632,-53.890,-66.821,-94.407,-60.753,23.452,-13.515,-18.616,0.710,-1.210,11.664,-0.231,-0.314,12.756
168.600,32.800,-37.817,-15.332,-31.464,-64.455,-77.108,-62.063,3.570,15.261,8.751,1.168,-0.386,10.960,0.150,-0.463,12.344
168.612,83.094,-22.191,17.016,-4.654,-54.978,-57.361,-60.809,-9.060,4.512,21.418,0.460,0.087,11.591,0.331,-0.358,12.019
168.623,56.360,-48.925,5.786,15.784,-47.679,-35.946,-57.192,-17.948,-1.609,22.719,0.196,-0.138,11.626,0.332,-0.184,11.982
168.635,31.701,-12.059,-17.285,31.101,-37.565,-15.563,-52.268,15.124,-5.460,-0.122,0.348,-0.070,11.404,0.163,-0.232,11.962
168.647,67.347,-42.700,-27.418,45.268,-30.795,1.898,-46.121,8.155,-1.767,-14.470,0.828,0.207,10.149,0.274,-0.138,11.758
168.659,140.591,17.970,8.227,65.097,-18.639,19.206,-38.814,-2.830,6.696,14.779,0.451,-0.019,10.202,0.480,-0.181,11.237
168.670,115.322,38.723,-5.933,75.690,-7.006,36.456,-29.855,-12.185,-15.670,29.681,0.061,-1.027,10.869,0.362,-0.167,11.154
168.682,55.628,21.266,-38.160,84.221,5.711,51.436,-19.632,21.856,5.352,0.086,1.344,-1.023,10.293,0.431,-0.489,11.092
168.693,148.648,32.741,-17.896,88.656,10.837,59.749,-12.609,-12.200,-9.908,12.609,1.020,-1.033,10.375,0.605,-0.509,10.907
168.704,81.630,10.280,-36.329,93.200,16.807,68.318,-5.549,0.093,1.501,8.176,0.625,-1.228,10.144,0.585,-0.682,10.880
168.715,123.257,47.634,-27.418,94.068,21.766,74.464,0.632,-8.485,0.790,26.893,0.469,-0.927,10.595,0.597,-0.755,10.676
168.725,64.661,43.728,-24.732,91.856,28.722,79.166,6.918,4.390,7.695,2.054,0.456,-0.699,10.734,0.536,-0.787,10.736
168.736,75.160,39.699,-38.770,90.360,33.932,82.227,13.347,4.361,4.835,2.802,0.436,-0.501,10.318,0.510,-0.749,10.732
168.747,46.716,52.639,-41.090,85.277,40.325,83.691,19.569,7.752,9.714,3.420,0.754,-0.024,9.298,0.489,-0.700,10.574
168.758,69.178,77.787,-36.329,82.448,44.624,83.618,25.278,6.912,2.636,15.907,1.103,0.411,9.150,0.553,-0.527,10.273
168.768,77.479,72.293,-22.901,78.235,48.339,82.349,30.686,4.548,-14.779,6.552,1.466,0.063,9.267,0.708,-0.308,10.102
168.779,86.635,55.081,-9.839,76.894,51.565,80.831,35.767,-7.300,-4.454,-0.610,1.263,-0.756,8.964,0.879,-0.334,9.971
168.790,71.986,32.863,-27.662,76.147,50.183,79.852,39.627,-8.708,16.195,9.649,0.483,-0.910,8.710,0.869,-0.553,9.774
168.800,45.740,45.437,-66.481,72.732,48.826,78.839,42.109,11.287,13.910,14.966,0.427,0.405,8.575,0.727,-0.535,9.565
168.811,50.012,35.549,-41.822,69.574,44.982,76.907,42.996,12.861,-15.505,2.399,0.776,0.731,8.426,0.647,-0.249,9.404
168.822,105.922,55.081,-3.369,69.586,42.649,74.509,42.906,0.768,-21.885,8.801,1.583,-0.059,8.373,0.786,-0.039,9.207
168.832,88.344,8.082,-19.849,72.168,37.124,73.538,41.957,-20.506,4.878,13.313,1.077,-1.042,8.482,0.966,-0.194,9.070
168.843,28.649,-1.927,-28.028,73.953,32.215,74.101,40.065,0.179,26.886,0.409,0.438,-0.906,8.279,0.914,-0.493,8.993
168.854,79.432,8.815,-13.745,76.293,26.060,74.474,37.094,11.790,1.753,9.462,-0.112,0.419,8.008,0.711,-0.408,8.806
168.864,96.156,5.763,-34.742,80.402,21.202,75.804,33.443,1.178,-24.422,15.296,0.237,0.253,8.136,0.557,-0.163,8.677
168.875,111.416,7.106,-8.984,88.804,16.859,78.189,29.501,-4.813,-3.808,-3.491,0.793,-0.421,7.802,0.621,-0.110,8.572
168.886,152.555,-17.919,-6.543,101.852,12.719,83.047,25.875,-16.223,11.761,18.070,0.038,-0.597,7.824,0.657,-0.272,8.397
168.896,100.063,-19.139,-28.150,111.000,7.556,89.813,21.843,17.050,1.939,-2.256,-0.038,-0.176,7.652,0.462,-0.318,8.339
168.907,213.714,15.407,-0.561,122.197,3.024,96.374,17.149,-2.112,-17.122,27.806,0.451,-0.153,7.832,0.441,-0.187,8.112
168.917,141.324,-27.196,-7.520,135.386,-0.984,105.471,13.092,2.593,2.521,-19.845,0.605,-0.686,7.191,0.462,-0.259,8.167
168.929,201.628,-17.674,-7.520,146.301,-6.260,114.478,8.679,-3.879,6.445,22.474,0.407,-0.396,7.321,0.491,-0.341,7.901
168.939,181.242,-26.097,16.894,156.317,-10.280,124.342,4.294,4.303,-9.513,13.594,0.485,-0.432,7.741,0.457,-0.309,7.856
168.951,177.091,-31.957,-3.491,165.672,-12.656,133.908,0.334,-0.467,3.743,-17.797,0.523,-0.608,7.479,0.497,-0.366,7.887
168.962,246.185,-18.041,10.058,175.416,-17.375,143.324,-3.810,-6.330,-4.196,52.558,0.269,-0.747,8.269,0.466,-0.417,7.769
168.973,165.494,-33.422,24.097,181.658,-20.797,152.516,-7.896,6.171,0.553,-26.979,0.268,-0.862,8.694,0.424,-0.491,8.091
168.983,216.277,-55.029,7.006,185.437,-26.741,160.581,-11.784,-8.004,-1.731,36.126,0.109,-0.807,8.703,0.420,-0.554,8.106
168.994,160.367,-17.064,16.284,184.812,-27.143,166.859,-15.899,8.571,-2.047,4.483,0.298,-0.749,8.853,0.323,-0.582,8.210
169.005,150.357,-44.653,31.665,180.651,-29.634,170.728,-18.919,7.767,7.371,5.424,0.592,-0.600,8.869,0.389,-0.618,8.342
169.015,160.856,-39.892,25.562,170.707,-33.071,171.175,-22.296,-8.047,-18.587,11.596,0.861,-0.629,8.782,0.465,-0.528,8.404
169.027,149.869,-33.666,37.525,157.450,-33.686,167.988,-25.897,-7.738,4.418,19.938,0.461,-1.008,9.603,0.567,-0.700,8.497
169.038,114.712,-39.037,45.582,138.319,-35.584,160.952,-28.706,2.227,-12.588,21.770,0.568,-0.959,9.878,0.451,-0.762,8.823
169.050,32.800,-48.925,41.675,115.940,-34.610,149.242,-30.484,5.625,19.363,-0.941,0.460,0.033,9.768,0.523,-0.753,9.042
169.061,61.487,-66.504,64.503,91.431,-37.438,133.718,-32.020,-18.501,-15.778,27.137,-0.223,-0.727,10.328,0.450,-0.552,9.226
169.073,-58.999,-60.278,48.145,62.241,-36.825,114.554,-33.504,6.725,7.386,-16.288,-0.127,-1.018,10.041,0.285,-0.745,9.555
