R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
175,25,1500,200,25,1800,600,200,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1Y,GPT1X,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1Y,APT1Z,APT1X,APT2X,APT2Y,APT2Z
58.326,15.343,6.373,-7.520,1.492,1.496,-0.700,-0.609,-1.674,0.862,6.524,0.346,-0.281,9.968,0.347,-0.384,9.874
58.337,-4.310,0.880,11.157,0.969,0.601,0.067,-0.207,3.657,-1.645,8.478,0.197,-0.226,9.852,0.287,-0.347,9.934
58.349,-5.774,3.932,-6.665,0.574,0.865,0.182,0.152,-5.920,1.796,11.136,0.284,-0.395,9.857,0.349,-0.363,9.872
58.360,-2.356,2.345,1.147,0.476,1.164,0.449,0.361,6.085,-0.352,9.915,0.442,-0.128,9.950,0.296,-0.324,9.919
58.371,17.907,-1.072,-4.468,1.661,1.062,0.456,0.701,-9.778,1.444,12.997,0.148,-0.151,9.990,0.374,-0.297,9.872
58.383,-11.634,12.477,3.832,1.079,2.513,0.952,1.077,9.031,-0.955,8.384,0.582,-0.267,9.843,0.314,-0.277,9.912
58.394,5.577,-1.927,-5.078,-0.047,2.615,0.605,1.552,-11.072,-1.199,11.905,0.464,-0.094,9.863,0.452,-0.244,9.866
58.406,-2.478,6.862,12.866,2.373,2.535,1.139,1.822,10.188,3.175,10.360,0.429,-0.207,9.920,0.343,-0.251,9.878
58.417,5.577,-1.316,-12.158,1.299,2.284,1.228,2.119,-9.103,-5.863,8.765,0.048,-0.405,9.785,0.403,-0.248,9.882
58.429,-3.821,18.092,6.884,1.220,2.721,1.348,1.957,7.450,5.431,10.332,0.058,-0.250,9.837,0.231,-0.275,9.850
58.440,6.920,-6.688,-6.177,2.764,2.773,1.722,2.464,-7.379,-6.035,8.341,0.012,-0.227,9.766,0.289,-0.239,9.879
58.452,13.756,17.116,16.894,4.273,1.834,2.258,2.031,3.822,6.215,9.836,-0.034,-0.041,9.718,0.153,-0.231,9.797
58.463,-0.647,-5.711,-5.810,4.025,1.554,3.030,2.180,-0.517,-5.345,13.852,0.273,-0.062,10.020,0.213,-0.169,9.877
58.475,3.990,8.571,-6.177,2.872,1.429,2.985,1.689,2.636,4.655,6.667,0.333,-0.084,10.164,0.189,-0.186,9.883
58.486,2.281,-15.965,10.302,1.699,0.736,2.937,1.796,-0.625,-4.433,20.412,0.304,-0.262,10.573,0.232,-0.170,10.021
58.497,-9.681,-11.082,1.635,-0.208,-1.078,1.841,0.961,-0.696,1.789,2.493,0.231,-0.268,10.500,0.254,-0.198,10.106
58.509,-9.925,-8.031,-6.055,-2.482,-1.378,1.170,0.504,-1.408,-2.737,22.934,0.387,-0.192,10.401,0.256,-0.186,10.129
58.520,-32.509,3.932,-13.501,-3.004,-0.365,0.135,0.052,8.334,1.745,-4.763,0.571,-0.183,10.157,0.306,-0.183,10.208
58.532,14.611,-8.641,7.495,-1.743,0.394,-0.656,0.309,-8.564,-1.997,21.418,0.427,-0.112,10.090,0.367,-0.183,10.098
58.543,-21.278,3.932,2.856,-1.512,0.517,-0.821,0.269,11.280,3.930,3.542,0.913,0.033,9.967,0.419,-0.143,10.153
58.555,26.208,0.514,-7.153,-0.821,1.154,-1.216,0.479,-11.711,-5.510,12.818,0.763,-0.072,9.968,0.567,-0.126,10.053
58.566,-12.000,4.420,0.048,-0.316,-0.642,-0.696,0.157,10.806,5.726,14.837,0.733,-0.080,10.000,0.504,-0.130,10.037
58.578,8.873,-22.557,6.152,-0.543,-1.174,-0.913,0.070,-7.716,-4.598,2.069,0.438,-0.221,9.611,0.600,-0.126,10.014
58.589,2.037,19.069,3.710,-0.287,1.008,-0.716,-0.064,6.092,6.100,18.393,0.465,-0.266,9.995,0.486,-0.189,9.904
58.600,-9.925,-0.584,-11.670,-1.288,0.809,-0.595,0.286,2.148,-5.582,9.319,0.434,-0.483,9.780,0.507,-0.201,9.954
58.612,16.686,9.303,-5.322,1.669,1.803,-0.458,0.533,-2.859,0.833,3.650,0.125,-0.384,9.266,0.435,-0.277,9.786
58.623,10.949,4.420,8.349,0.694,1.937,0.111,1.084,2.529,-2.830,21.088,0.215,-0.424,9.411,0.381,-0.279,9.705
58.635,-21.156,-13.768,-7.520,-1.268,1.106,-0.188,1.146,1.027,-1.235,-11.603,0.310,-0.532,8.894,0.368,-0.337,9.632
58.646,31.091,6.373,-7.031,2.879,2.209,0.265,1.511,-2.284,-1.968,32.792,0.312,-0.393,9.273,0.352,-0.338,9.400
58.658,-41.420,1.124,9.326,1.057,2.338,1.066,1.557,7.407,6.401,-10.116,0.553,-0.074,8.529,0.337,-0.337,9.421
58.669,50.012,18.825,10.058,2.315,3.501,0.216,1.760,-4.232,-6.351,12.121,0.303,-0.461,8.660,0.425,-0.307,9.095
58.680,-14.564,-25.243,-14.112,2.398,0.537,1.886,2.157,-1.695,-0.287,18.386,0.345,-0.492,9.073,0.343,-0.372,9.147
58.692,-44.594,-1.439,-14.722,0.414,1.601,1.549,1.834,14.212,7.853,-10.791,0.999,-0.046,8.418,0.391,-0.334,9.085
58.703,56.238,20.046,-4.834,4.162,3.520,1.486,2.266,1.781,-7.723,18.185,1.225,-0.067,8.468,0.597,-0.235,8.863
58.715,0.572,-18.529,-5.322,2.458,1.731,2.299,2.577,-8.471,-0.625,9.541,0.644,-0.057,8.938,0.643,-0.252,8.925
58.726,-13.587,-7.176,-13.135,0.554,0.810,1.929,2.022,-1.501,8.686,6.610,0.544,0.421,9.068,0.604,-0.184,8.935
58.738,-6.385,6.739,-7.764,-0.955,-1.013,1.203,1.143,6.516,9.678,14.851,0.550,0.660,9.498,0.569,-0.019,9.018
58.749,-15.662,-5.223,-20.948,-0.214,-2.597,0.652,0.168,9.060,0.553,4.232,0.755,0.473,9.729,0.598,0.137,9.214
58.761,1.549,2.223,-18.140,1.476,-2.254,0.577,-0.662,2.227,-5.704,6.495,0.807,-0.109,9.791,0.679,0.146,9.321
58.772,13.146,-13.158,-31.568,3.836,-5.182,1.378,-1.583,1.178,-5.288,8.816,0.799,-0.440,10.114,0.722,0.032,9.485
58.784,32.556,-8.153,-15.332,8.103,-7.992,2.798,-3.391,-2.105,-4.447,8.442,0.474,-0.597,10.397,0.712,-0.107,9.659
58.795,28.161,1.002,-14.112,11.327,-8.143,5.109,-4.837,1.882,-2.572,10.605,0.215,-0.661,10.740,0.600,-0.243,9.869
58.806,36.218,-6.566,-26.441,14.726,-8.911,7.727,-6.056,3.951,-3.240,12.861,0.255,-0.425,11.112,0.468,-0.286,10.114
58.818,36.096,8.571,-27.540,16.852,-7.181,10.135,-6.684,4.088,-4.332,15.038,0.682,-0.562,11.437,0.432,-0.289,10.371
58.829,36.828,0.147,-22.168,17.973,-5.702,12.183,-6.391,-6.739,-2.960,17.481,0.947,-0.829,11.848,0.595,-0.337,10.625
58.841,28.649,-9.373,-4.590,19.483,-5.441,14.289,-5.516,-15.871,-4.332,17.847,0.426,-1.393,12.217,0.800,-0.503,10.899
58.853,-6.019,14.064,-25.342,17.354,-2.176,15.867,-4.480,10.698,0.028,10.475,-0.567,-1.163,12.536,0.588,-0.710,11.253
58.864,23.034,31.520,-37.184,12.772,-2.324,15.060,-4.130,23.193,-9.577,11.359,0.129,-0.679,12.545,0.227,-0.655,11.570
58.876,12.047,8.571,-20.337,11.223,-0.224,13.604,-3.185,-12.502,8.449,18.932,0.490,-0.938,12.628,0.394,-0.698,11.745
58.888,-25.673,-4.490,-34.620,8.160,-0.159,12.642,-1.923,15.684,5.266,6.789,0.676,-0.574,12.627,0.472,-0.810,11.968
58.899,20.593,-8.275,-25.220,6.466,-3.218,10.697,-2.259,4.232,-17.086,16.173,1.127,-0.322,12.368,0.477,-0.549,12.067
58.911,-22.499,-22.313,-13.257,4.358,-3.965,8.922,-2.741,-6.768,15.052,8.061,0.641,-0.418,12.501,0.678,-0.621,12.136
58.922,-13.831,-10.228,-25.098,0.084,-4.260,6.727,-3.258,4.404,-2.830,8.880,0.945,-0.375,12.069,0.597,-0.542,12.210
58.934,-24.086,-10.350,-10.693,-3.447,-6.233,3.892,-4.212,-0.150,24.960,10.942,0.870,0.019,11.827,0.735,-0.599,12.066
58.945,-8.460,3.199,-11.426,-6.376,-3.497,1.111,-4.169,7.292,-11.021,12.660,1.153,0.505,11.766,0.629,-0.254,12.071
58.957,-30.433,-0.218,-5.200,-6.794,-2.243,-1.302,-3.607,10.339,20.549,12.164,1.291,1.214,11.961,0.831,-0.097,11.982
58.969,23.644,6.495,28.125,-6.159,0.085,-3.148,-2.870,-15.447,-7.450,23.243,0.873,0.395,12.354,0.876,0.204,12.030
58.979,-53.261,11.622,5.053,-7.728,1.780,-3.752,-1.895,17.883,17.351,2.292,0.316,0.334,12.534,0.737,0.107,12.158
58.991,8.385,-0.706,21.533,-8.320,4.308,-5.713,-0.243,-18.020,1.530,13.277,-0.179,0.168,12.533,0.633,0.216,12.211
59.003,-3.333,25.417,24.707,-10.125,8.934,-6.689,2.258,0.639,-12.315,22.244,0.041,-0.197,12.628,0.431,0.153,12.277
59.013,-8.704,10.158,34.473,-9.541,10.112,-7.824,4.152,-4.224,7.170,3.743,-0.204,-0.473,12.708,0.418,0.070,12.368
59.023,-30.922,1.124,28.491,-12.516,10.857,-8.295,6.063,5.015,-14.729,22.625,-0.044,-0.196,12.122,0.288,0.055,12.332
59.033,9.362,-4.735,44.117,-13.977,9.278,-10.365,6.772,-17.912,4.857,13.206,-0.448,-0.285,12.700,0.276,-0.005,12.292
59.043,-87.930,1.857,10.913,-17.973,7.879,-10.845,7.351,24.917,6.998,-8.772,-0.203,0.022,10.997,0.033,-0.048,12.305
59.053,88.222,43.362,67.067,-17.917,8.280,-14.089,7.228,-18.063,-9.735,35.501,0.250,0.095,11.125,0.180,0.028,11.902
59.063,-98.429,-23.778,-1.416,-14.890,8.955,-13.446,7.996,16.813,2.830,-30.730,0.469,0.057,10.313,0.120,0.002,11.926
59.074,53.186,11.989,52.662,-14.961,6.116,-14.621,7.569,-23.782,-1.437,55.181,-0.028,-0.119,11.255,0.238,0.008,11.501
59.084,-91.837,-16.454,-6.177,-15.028,2.440,-14.252,6.352,23.509,3.240,-28.517,0.083,0.130,11.335,0.112,-0.011,11.652
59.094,-13.221,-22.069,20.923,-15.243,1.359,-14.186,5.575,-16.547,-5.022,39.855,0.699,-0.004,10.357,0.250,0.049,11.367
59.104,87.855,23.219,30.811,-5.236,1.928,-13.699,4.475,-5.475,9.376,19.600,-0.318,0.162,11.581,0.284,-0.004,11.234
59.114,-30.678,-53.198,-13.013,-3.984,-3.453,-10.488,3.250,8.672,-14.176,-2.917,-0.090,0.214,11.453,0.095,0.090,11.437
59.124,48.548,11.134,22.754,0.390,-5.646,-8.845,0.777,-21.009,13.586,33.705,-0.294,0.020,11.515,0.181,0.048,11.268
59.134,-21.888,10.890,2.490,5.611,-8.104,-5.280,-1.572,30.177,9.678,-8.909,-0.687,0.570,11.901,-0.089,0.054,11.470
59.144,58.558,-10.350,8.105,11.019,-9.788,-1.810,-3.412,-0.093,-26.053,15.261,0.007,-0.038,11.398,-0.124,0.210,11.486
59.155,40.979,-52.710,-12.891,17.622,-13.146,2.317,-5.346,-21.935,5.115,8.119,-0.046,-0.815,11.226,0.020,0.023,11.447
59.165,6.432,-35.863,-33.033,21.838,-17.091,7.404,-7.905,6.272,21.921,10.447,-0.433,0.314,10.969,-0.092,-0.120,11.382
59.175,43.665,-4.857,-23.267,24.020,-21.182,11.219,-11.326,14.607,-6.897,13.831,-0.245,0.970,10.916,-0.225,0.106,11.278
59.185,39.270,-6.688,-22.413,27.138,-20.652,14.735,-13.860,2.270,-13.206,3.276,0.472,0.007,10.718,-0.122,0.239,11.236
59.195,16.198,-48.193,-17.774,27.794,-22.325,18.022,-15.511,-9.096,9.477,6.804,0.488,-0.447,10.366,0.061,0.081,11.124
59.205,17.541,-23.900,-25.342,28.699,-24.788,20.856,-17.631,-0.661,9.980,12.775,-0.160,0.091,10.188,0.057,-0.022,10.951
59.215,41.345,-41.479,-37.306,28.958,-28.731,22.790,-20.008,6.365,-9.915,16.065,-0.168,0.701,10.183,-0.030,0.123,10.788
59.226,52.820,-43.676,-31.324,28.154,-29.897,24.014,-22.284,-2.062,-16.453,8.471,0.158,0.262,10.263,-0.028,0.249,10.709
59.236,34.021,-37.695,-46.827,28.704,-31.164,25.044,-24.604,-11.618,2.320,2.723,0.227,-0.660,10.088,0.057,0.117,10.655
59.246,-2.478,-43.676,-41.700,27.281,-32.235,25.937,-26.414,-3.391,24.572,9.275,-0.405,-0.824,9.746,0.018,-0.159,10.516
59.256,-0.769,-27.562,-54.396,26.052,-34.833,26.375,-28.307,12.710,12.674,12.272,-0.487,0.005,9.664,-0.094,-0.229,10.364
59.266,-6.385,-32.323,-42.066,19.254,-37.306,25.181,-30.466,14.470,-8.923,8.658,-0.259,1.042,9.627,-0.200,-0.011,10.243
59.276,23.766,-30.370,-31.690,15.857,-39.539,22.853,-32.754,6.078,-16.992,9.311,0.396,0.831,9.682,-0.180,0.238,10.137
59.287,33.288,-48.803,-39.137,12.668,-41.275,20.195,-34.701,-10.109,-15.318,11.215,1.167,-0.112,9.571,0.069,0.312,10.046
59.297,0.939,-87.257,-33.399,9.894,-45.432,17.760,-36.855,-21.447,5.130,8.025,0.662,-0.885,9.393,0.301,0.110,9.951
59.307,-36.049,-52.465,-46.583,5.255,-48.222,15.350,-39.511,1.120,27.454,8.198,-0.294,-0.826,9.405,0.245,-0.198,9.859
59.317,-34.340,-54.297,-30.469,-2.193,-51.944,11.655,-42.261,14.980,2.881,6.660,-0.593,-0.024,9.270,0.068,-0.228,9.782
59.327,-7.484,-66.016,-12.891,-8.460,-55.401,6.921,-45.362,4.957,-18.982,5.891,-0.049,0.444,8.999,-0.032,-0.049,9.675
59.338,-17.860,-52.710,-23.633,-14.039,-56.789,1.960,-48.290,-13.558,-2.378,18.314,0.614,-0.290,8.890,0.101,-0.034,9.496
59.348,-70.230,-81.519,-7.642,-20.205,-59.213,-2.856,-50.693,-10.116,10.677,6.186,0.124,-0.411,9.056,0.222,-0.140,9.424
59.358,-50.698,-76.514,-12.525,-26.352,-64.422,-8.228,-53.670,12.114,1.566,-1.271,-0.250,0.072,8.978,0.110,-0.147,9.391
59.368,-30.678,-75.660,-3.979,-31.055,-67.072,-13.498,-56.767,5.913,-16.475,9.067,0.317,-0.147,8.511,0.050,-0.049,9.297
59.378,-53.383,-64.429,17.016,-34.589,-69.666,-18.585,-60.060,-7.141,13.895,14.988,0.476,-0.586,8.492,0.166,-0.176,9.104
59.388,-46.669,-96.290,26.416,-37.893,-72.442,-23.160,-62.678,-5.568,3.678,6.818,-0.368,-0.138,8.902,0.169,-0.235,9.054
59.398,-85.245,-70.777,17.749,-43.719,-73.815,-27.354,-65.495,15.505,-8.449,2.227,-0.015,0.106,8.620,-0.008,-0.139,9.054
59.409,-16.029,-67.969,43.262,-45.066,-74.240,-32.230,-67.729,-21.547,-4.533,18.221,-0.184,-0.493,8.585,0.118,-0.122,8.906
59.419,-74.746,-92.017,16.284,-48.905,-77.022,-35.776,-69.741,11.287,10.784,8.284,-0.495,-0.271,8.860,-0.043,-0.251,8.889
59.429,-28.969,-71.753,53.394,-51.223,-75.476,-39.957,-71.245,-1.904,-21.619,4.188,-0.156,-0.660,8.712,-0.067,-0.162,8.896
59.439,-71.572,-89.210,23.975,-51.134,-74.732,-42.598,-72.035,-6.092,18.206,8.772,-0.257,-0.975,8.621,-0.054,-0.391,8.843
59.449,-75.357,-66.504,41.431,-51.269,-72.297,-44.203,-72.133,9.117,-4.778,8.083,0.048,-0.640,8.156,-0.105,-0.435,8.783
59.459,27.795,-44.042,58.399,-48.398,-70.020,-46.576,-71.959,-10.720,4.677,18.702,-0.578,-0.424,9.487,-0.072,-0.457,8.716
59.470,-112.345,-70.532,35.938,-46.413,-67.542,-45.532,-70.862,29.997,-8.564,-37.125,0.388,-0.321,7.681,-0.225,-0.392,8.933
59.480,53.308,-36.962,55.226,-47.204,-64.111,-47.142,-69.450,-34.754,10.950,58.809,0.644,-0.455,7.298,0.135,-0.441,8.351
59.490,-109.782,-24.388,36.792,-44.930,-56.248,-45.847,-66.999,36.593,3.822,-24.357,1.000,0.265,7.625,0.059,-0.417,8.389
59.500,48.425,-22.557,57.789,-37.900,-49.971,-45.461,-63.303,-23.135,-9.742,19.895,1.412,0.066,7.311,0.419,-0.230,8.152
59.510,-76.577,-49.047,11.035,-30.614,-44.237,-41.353,-58.751,12.236,6.890,0.280,1.282,-0.093,7.346,0.474,-0.287,8.093
59.520,71.864,10.890,62.428,-24.243,-35.162,-38.647,-53.714,-20.477,-9.412,43.390,0.711,-0.470,8.590,0.677,-0.212,7.899
59.530,-51.430,-33.666,18.115,-16.452,-29.154,-33.081,-47.805,8.226,9.908,-21.382,-0.326,0.260,9.669,0.499,-0.252,8.334
59.540,13.634,0.636,23.486,-13.486,-22.967,-28.297,-42.084,2.327,-11.948,31.657,0.131,0.296,8.977,0.359,-0.063,8.399
59.551,4.479,8.815,16.772,-5.225,-14.469,-23.413,-35.884,5.201,7.616,-14.003,0.173,-0.096,9.370,0.357,-0.090,8.633
59.561,-0.525,9.181,1.147,-1.606,-6.741,-17.705,-29.004,2.478,-1.207,15.649,0.622,0.014,8.681,0.326,-0.095,8.682
59.571,80.897,40.432,5.419,7.775,1.377,-12.703,-22.214,-19.701,1.494,33.942,0.223,-0.161,9.656,0.447,-0.083,8.618
59.581,-26.649,23.586,-12.158,16.947,9.279,-5.194,-14.977,12.810,12.149,-16.338,-0.477,0.071,10.318,0.265,-0.151,9.041
59.591,69.178,53.372,-18.140,23.926,14.374,1.466,-8.193,8.622,-12.437,20.851,-0.242,0.211,10.164,0.109,-0.034,9.194
59.601,101.283,51.785,-9.473,33.482,19.173,8.125,-1.895,-0.811,-12.056,10.813,0.199,-0.153,10.404,0.117,0.049,9.367
59.613,54.163,72.537,-30.958,44.857,29.349,18.648,6.908,5.697,11.036,8.665,0.327,-0.263,10.191,0.141,-0.108,9.615
59.623,65.760,41.042,-44.264,50.563,32.858,26.299,13.352,4.569,-1.286,14.133,0.889,0.350,9.761,0.232,-0.050,9.637
59.633,83.217,33.962,-51.710,55.919,37.656,33.232,19.345,-10.432,-8.880,20.017,1.002,0.264,9.846,0.411,0.034,9.612
59.644,90.663,38.967,-55.617,62.609,40.994,40.117,24.554,-20.980,-6.947,14.995,0.761,0.014,10.308,0.593,0.049,9.681
59.654,75.160,25.417,-52.809,67.385,43.960,46.680,29.305,-16.676,5.065,6.337,-0.410,0.242,10.484,0.557,0.030,9.822
59.664,60.267,55.447,-68.557,68.969,44.279,52.343,32.785,5.058,7.364,4.239,-1.545,0.304,10.513,0.209,0.039,9.968
59.676,82.606,51.663,-68.557,68.373,46.566,57.313,36.535,10.835,-7.062,8.083,-0.648,0.354,10.167,-0.219,0.171,10.062
59.686,70.399,69.730,-49.757,67.416,50.114,59.848,39.342,7.666,-4.232,11.057,0.793,-0.127,10.049,-0.177,0.180,10.055
59.696,72.718,57.156,-69.533,67.109,53.426,61.475,42.551,-11.747,4.102,14.370,1.431,-0.834,10.048,0.139,0.030,10.032
59.708,41.956,51.785,-47.194,62.468,55.487,62.592,46.673,6.057,5.827,8.449,1.190,-0.548,10.097,0.456,-0.229,10.053
59.718,27.551,32.741,-51.222,55.805,53.902,61.663,48.751,13.515,-8.672,4.663,0.961,0.165,9.797,0.448,-0.164,10.068
59.728,15.343,46.414,-70.266,47.711,52.628,59.049,49.671,-1.271,-12.588,11.682,1.416,0.049,9.454,0.557,-0.060,9.975
59.740,47.937,36.037,-4.346,41.733,53.076,53.776,50.720,-17.416,1.832,11.165,1.033,-0.331,9.519,0.817,-0.097,9.786
59.751,-13.953,14.918,-18.506,29.862,50.164,47.710,51.209,1.034,4.016,-4.857,0.325,-0.288,9.264,0.684,-0.194,9.854
59.763,17.541,55.447,22.632,20.243,48.710,39.832,50.337,-3.592,-1.401,24.450,0.401,-0.050,10.181,0.597,-0.195,9.701
59.774,-37.270,14.552,11.523,7.924,44.788,31.675,49.364,-6.631,6.868,1.781,0.172,0.135,10.322,0.580,-0.163,9.990
59.786,-9.681,15.651,31.909,-3.943,37.456,21.309,46.368,-10.217,-17.768,15.799,0.028,-0.395,10.364,0.451,-0.052,9.994
59.797,-65.225,-5.833,29.102,-19.716,27.941,10.336,41.757,8.234,4.799,6.344,-0.054,-0.423,10.377,0.293,-0.297,10.129
59.809,-62.051,1.490,70.241,-38.083,20.411,-3.195,35.679,-13.249,8.974,24.465,-0.468,0.465,10.951,0.186,-0.179,10.203
59.820,-164.715,-10.472,37.281,-58.880,15.704,-17.901,29.914,21.490,6.912,-13.364,0.172,0.760,10.288,0.010,-0.017,10.449
59.832,-106.241,4.054,52.052,-71.334,8.981,-34.512,23.608,0.330,4.275,7.917,0.350,0.726,10.281,0.192,0.202,10.239
59.844,-15.907,19.801,93.923,-75.101,6.327,-47.190,18.542,-9.441,-12.494,43.289,0.308,0.236,11.005,0.234,0.347,10.229
59.854,-198.896,-55.884,43.995,-86.981,-3.125,-57.586,12.961,13.098,-5.446,-19.744,0.591,-0.141,10.401,0.224,0.214,10.578
59.865,-26.405,11.500,67.799,-88.187,-5.794,-68.490,6.868,-17.675,7.235,28.452,0.645,-0.013,9.958,0.450,0.101,10.171
59.876,-121.134,-36.474,76.222,-89.556,-9.455,-74.122,2.125,-1.832,11.402,25.075,0.459,0.364,10.686,0.379,0.134,10.303
59.887,-129.802,1.124,35.938,-85.622,-12.329,-78.169,-2.558,24.630,-4.778,-16.604,1.354,0.238,10.161,0.425,0.229,10.446
59.898,4.967,-22.069,60.353,-76.475,-18.692,-79.575,-6.550,-8.578,6.689,36.888,1.600,0.214,10.071,0.887,0.179,10.104
59.909,-26.893,-62.231,38.501,-63.030,-25.848,-75.421,-11.855,-10.950,-21.203,10.461,1.030,-0.507,10.601,0.894,0.241,10.316
59.919,-6.507,-42.944,14.453,-48.330,-31.613,-68.794,-17.321,14.643,-5.690,6.682,1.050,-0.875,10.660,0.934,-0.078,10.318
59.930,66.981,-52.954,22.388,-28.649,-35.003,-58.731,-22.387,-17.050,-10.806,21.066,0.679,-1.312,11.395,0.990,-0.195,10.461
59.941,-16.395,-66.870,-19.971,-14.194,-41.619,-45.181,-27.605,5.597,-3.563,12.422,0.666,-1.453,11.337,0.849,-0.509,10.745
59.952,90.419,-66.016,13.354,3.336,-47.015,-32.405,-32.944,-5.101,2.557,11.388,0.314,-1.159,11.779,0.869,-0.690,10.783
59.963,-5.286,-91.895,-41.700,17.978,-52.843,-16.333,-38.010,14.980,-9.196,-1.393,0.472,-0.823,11.537,0.532,-0.668,11.251
59.974,102.993,-40.991,-24.244,34.456,-53.511,-3.308,-42.960,-20.886,14.858,23.430,0.162,-0.742,11.706,0.722,-0.718,11.072
59.985,38.293,-42.211,-62.819,48.594,-50.798,13.202,-45.333,14.930,4.066,11.575,0.103,0.120,12.006,0.403,-0.672,11.398
59.995,144.131,0.758,-30.592,62.051,-46.056,26.053,-46.658,-11.373,-4.461,15.857,0.587,-0.233,12.502,0.496,-0.402,11.463
60.006,37.805,-77.002,-81.985,69.595,-47.572,39.908,-46.527,6.114,10.576,-0.273,0.539,-0.387,11.646,0.465,-0.519,11.723
60.017,99.208,-31.347,-74.904,72.866,-45.960,47.630,-46.653,-4.131,-5.805,29.128,0.783,-0.155,11.659,0.533,-0.456,11.597
60.027,92.250,-0.462,-59.279,77.315,-38.286,54.658,-45.243,-4.742,5.266,13.579,0.546,-0.078,12.394,0.589,-0.396,11.696
60.038,61.487,-16.087,-65.749,74.638,-29.595,61.490,-41.100,10.181,2.148,0.560,0.284,0.604,11.925,0.425,-0.238,11.873
60.050,83.339,2.345,-77.224,73.401,-19.351,65.064,-35.464,-15.225,4.476,22.553,0.075,0.535,11.846,0.411,-0.030,11.792
60.061,47.815,31.032,-74.782,70.974,-8.402,66.942,-29.551,-5.510,23.099,12.724,-0.550,1.261,12.284,0.314,0.032,11.855
60.071,24.743,63.992,-60.011,62.980,1.300,66.794,-22.798,16.676,2.392,6.912,-0.584,2.114,11.968,0.050,0.362,11.919
60.081,56.482,81.937,-46.583,56.860,12.826,64.371,-15.172,0.071,-14.621,16.346,0.288,1.427,11.858,0.045,0.707,11.888
60.091,18.884,32.863,-47.194,49.915,21.225,61.306,-6.578,-12.703,13.967,10.432,0.196,0.459,11.684,0.178,0.619,11.850
60.101,-22.010,33.718,-41.944,38.252,25.447,56.796,1.034,17.581,-6.488,1.846,0.093,0.600,11.407,0.056,0.585,11.824
60.111,10.094,47.634,-25.586,28.028,30.674,50.258,7.820,-4.239,-10.655,14.686,0.794,0.087,11.269,0.153,0.621,11.714
60.122,-22.743,52.029,-18.750,17.505,36.702,42.867,14.568,7.249,15.922,8.291,0.353,-0.209,11.531,0.213,0.397,11.675
60.132,-80.118,48.123,-10.083,1.951,40.677,34.462,20.673,12.990,-6.215,-5.065,1.076,-0.008,10.537,0.224,0.352,11.635
60.142,24.865,101.591,50.343,-7.382,45.292,23.721,26.107,-2.292,8.384,32.383,1.247,-0.131,10.774,0.452,0.254,11.312
60.152,-127.360,25.051,14.087,-19.711,47.600,14.775,31.769,12.559,-6.064,-26.577,1.223,-0.200,9.836,0.529,0.189,11.350
60.162,11.925,73.514,62.916,-33.479,46.486,2.784,35.065,-26.017,-3.348,45.653,1.308,-0.392,9.649,0.772,0.111,10.835
60.172,-153.240,55.447,48.389,-43.401,49.009,-6.863,38.551,31.944,6.811,-21.979,1.642,-0.054,9.294,0.776,0.018,10.795
60.182,-11.634,25.783,64.259,-53.724,44.092,-18.906,40.253,-33.597,-0.704,30.263,1.848,0.022,9.122,1.136,0.052,10.369
60.193,-125.651,46.536,62.306,-61.610,42.759,-28.329,40.901,33.223,-0.747,-5.281,2.378,0.070,8.875,1.136,0.018,10.244
60.203,-12.977,25.173,99.050,-63.584,40.812,-37.892,41.121,-24.034,10.770,16.662,1.420,0.191,9.388,1.414,0.012,9.999
60.213,-124.064,38.112,72.804,-72.038,38.003,-45.016,40.491,11.144,-15.764,13.867,1.187,0.212,9.372,1.258,0.117,9.924
60.223,-48.500,21.877,90.749,-72.609,34.493,-52.434,39.315,-14.470,17.201,10.791,0.436,0.504,9.756,1.311,0.084,9.823
60.233,-82.315,20.290,84.279,-76.127,31.372,-57.605,37.627,5.575,-17.624,19.802,0.505,0.508,9.622,1.071,0.260,9.800
60.244,-90.128,14.796,74.513,-77.107,29.776,-62.654,35.820,-12.099,18.393,3.779,-0.103,0.680,9.855,1.045,0.225,9.765
60.254,-69.497,2.833,78.420,-76.894,23.024,-65.721,33.248,6.861,-17.186,28.072,0.076,0.801,9.638,0.771,0.419,9.719
60.264,-21.888,19.435,70.851,-64.625,25.528,-66.863,31.160,-16.439,13.084,-2.838,-0.431,0.745,9.946,0.739,0.417,9.740
60.274,-95.865,-5.589,40.088,-67.426,21.830,-65.968,29.539,12.257,-7.242,32.886,-0.301,0.868,9.408,0.446,0.525,9.665
60.286,-137.614,-8.885,17.993,-60.700,21.647,-64.712,27.289,19.428,-2.076,-41.220,1.121,0.507,7.061,0.540,0.554,9.425
60.296,17.297,14.430,15.185,-49.758,21.977,-61.772,26.043,-21.073,-1.796,48.441,1.558,0.294,6.242,0.763,0.519,8.721
60.306,-1.624,41.164,33.496,-39.050,22.324,-57.400,24.788,2.543,5.791,9.750,0.952,0.267,7.876,0.872,0.471,8.443
60.316,20.715,1.979,-3.125,-28.085,21.835,-50.880,24.473,2.680,-13.974,-0.330,0.661,0.436,8.323,0.823,0.517,8.496
