R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
155,25,1500,180,25,1800,600,200,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1X,GPT1Y,GPT2X,GPT2Y,ARawX,ARawY,ARawZ,APT1X,APT1Y,APT1Z,APT2X,APT2Y,APT2Z
100.826,-286.423,-260.846,-29.005,-207.340,-196.493,-141.491,-127.937,6.991,3.851,-5.230,0.196,0.971,5.785,0.604,0.877,7.320
100.838,-344.164,-280.256,49.732,-237.423,-214.830,-162.909,-148.073,-8.622,6.107,11.567,0.097,0.913,5.476,0.569,0.840,7.014
100.849,-372.973,-259.625,117.483,-269.350,-227.412,-186.956,-166.944,8.140,-2.615,-4.045,-0.080,1.134,5.302,0.437,0.882,6.757
100.859,-400.196,-218.364,145.927,-298.653,-227.482,-212.198,-182.109,5.496,-14.082,10.554,0.562,0.797,4.816,0.371,0.973,6.465
100.871,-377.490,-155.252,172.295,-322.397,-220.593,-238.240,-192.604,23.423,-1.724,-2.241,0.858,0.480,5.717,0.365,0.885,6.298
100.882,-459.157,-125.832,174.614,-338.996,-197.824,-261.539,-195.515,12.236,5.999,-0.510,1.698,-0.053,5.240,0.544,0.687,6.179
100.893,-363.696,-43.188,258.601,-346.708,-169.042,-282.805,-191.447,-8.607,-9.807,1.846,1.093,-0.543,5.410,0.702,0.498,5.970
100.904,-205.243,-31.469,191.704,-321.327,-130.898,-294.163,-179.189,-4.576,-16.152,16.058,1.039,-1.505,6.394,0.721,0.214,6.013
100.916,-171.063,161.041,220.636,-291.946,-75.590,-296.216,-157.872,21.713,3.815,14.657,1.798,-0.813,7.320,0.862,0.010,6.140
100.927,-173.870,69.974,174.980,-259.388,-30.992,-289.566,-129.687,-16.417,0.316,5.819,0.711,0.033,7.827,0.876,0.033,6.469
100.938,-11.878,165.924,180.718,-212.643,20.027,-274.057,-95.986,-7.414,-10.978,16.324,0.381,-0.574,8.016,0.902,-0.044,6.647
100.949,27.062,235.140,157.402,-161.412,69.565,-250.174,-58.572,18.386,4.986,-0.783,1.111,-0.099,8.219,0.881,-0.071,6.952
100.959,71.131,240.145,137.748,-107.176,110.344,-219.157,-19.529,11.603,16.683,8.298,1.390,0.594,7.879,0.935,-0.016,7.125
100.970,92.494,252.719,93.069,-60.727,144.299,-183.748,18.928,8.543,20.477,12.961,1.693,1.383,7.917,1.071,0.152,7.207
100.981,206.755,223.543,89.895,-7.720,167.067,-144.595,54.275,-25.133,10.641,23.782,1.606,1.379,7.993,1.291,0.347,7.263
100.992,186.369,239.657,30.200,42.680,183.251,-101.437,85.064,7.810,-4.375,8.464,1.138,1.133,8.275,1.181,0.505,7.447
101.002,269.624,230.989,-6.665,90.676,188.864,-57.712,110.226,-3.865,4.117,2.615,0.706,0.839,8.517,1.174,0.560,7.613
101.013,283.052,180.085,-59.645,132.707,187.096,-13.674,129.481,-5.252,7.228,16.956,0.358,0.795,8.678,1.038,0.580,7.757
101.024,247.650,119.902,-126.420,170.259,171.981,29.594,141.202,5.841,22.050,-1.494,0.465,1.310,8.626,0.912,0.606,7.951
101.034,289.766,99.027,-152.055,197.894,154.816,69.388,145.960,-6.157,1.444,17.395,0.770,1.561,8.554,0.914,0.756,8.013
101.045,264.863,80.228,-199.664,218.944,135.185,105.199,144.859,6.423,-2.838,8.334,1.142,1.340,8.721,0.955,0.873,8.122
101.056,276.338,71.683,-209.796,234.302,116.599,136.291,139.237,4.849,-2.938,16.410,1.205,1.586,8.875,1.015,1.025,8.200
101.066,266.206,34.694,-201.739,244.241,93.903,162.502,129.486,2.493,5.697,11.237,0.524,1.720,9.334,0.960,1.156,8.350
101.078,283.540,-12.913,-177.447,251.206,61.211,189.642,111.224,-1.357,-7.077,3.226,0.054,1.212,9.511,0.782,1.273,8.617
101.090,236.297,-28.783,-231.770,249.449,34.189,209.047,89.862,3.700,6.868,16.022,0.472,0.638,9.870,0.675,1.096,8.884
101.100,195.647,-73.462,-202.472,238.711,11.862,217.413,72.272,3.822,7.156,21.806,0.639,0.821,10.248,0.674,0.993,9.036
101.112,148.892,-60.278,-160.478,215.079,-15.808,219.286,46.776,-2.371,-9.067,4.756,0.595,0.797,10.562,0.643,1.017,9.401
101.124,92.616,-90.919,-136.796,178.729,-41.298,210.287,21.716,7.386,2.385,18.228,1.115,0.746,11.039,0.731,0.968,9.650
101.136,37.683,-113.991,-76.369,132.277,-64.790,190.494,-3.127,5.015,-2.162,20.132,0.913,0.420,11.306,0.780,0.872,9.987
101.146,-36.537,-153.054,-29.981,88.576,-80.657,168.334,-20.816,-5.791,0.445,5.036,1.167,0.523,11.406,0.883,0.821,10.257
101.158,-138.591,-141.213,1.513,22.722,-102.719,129.215,-44.584,-0.639,7.070,17.423,0.827,0.810,11.484,0.879,0.828,10.477
101.170,-159.222,-204.570,69.142,-34.129,-123.670,83.448,-67.350,-6.674,16.152,10.195,0.422,0.972,11.530,0.883,0.798,10.714
101.182,-186.810,-176.737,139.701,-90.618,-137.180,34.165,-88.072,-11.330,2.471,34.179,-0.614,1.044,12.974,0.611,0.885,11.021
101.192,-280.197,-108.742,145.682,-124.883,-135.280,-2.078,-100.432,13.579,-5.568,7.292,-0.641,0.997,13.401,0.287,0.925,11.486
101.204,-156.414,-106.544,174.858,-152.304,-124.781,-47.587,-109.275,12.631,-6.531,11.079,0.255,0.104,13.126,0.254,0.857,11.838
101.216,-235.640,7.472,198.907,-167.720,-95.741,-84.009,-108.136,-14.348,21.296,14.980,-0.282,0.810,13.400,0.257,0.745,12.153
101.228,-62.173,53.372,228.693,-163.110,-69.014,-110.921,-99.820,-3.075,-27.482,13.004,-0.662,0.283,13.567,0.011,0.797,12.445
101.238,-159.466,52.395,181.694,-152.426,-35.608,-121.726,-86.126,-11.424,1.357,14.233,-1.802,0.761,13.997,-0.240,0.804,12.716
101.250,32.800,185.334,208.184,-114.722,7.172,-124.765,-62.390,6.674,-16.518,6.689,-1.166,-1.099,13.075,-0.543,0.534,12.800
101.262,94.081,123.198,161.308,-69.474,46.588,-112.421,-31.731,-5.453,-15.045,20.721,-1.288,-1.499,13.377,-0.805,0.200,12.893
101.274,27.673,110.014,146.049,-24.887,77.485,-88.785,0.039,-6.595,6.933,18.853,-0.294,-1.965,13.499,-0.735,-0.275,13.066
101.284,153.653,133.941,141.410,18.656,92.593,-65.289,21.901,-15.433,-15.304,14.111,-0.672,-2.457,13.556,-0.663,-0.591,13.109
101.296,272.309,136.382,89.650,80.192,105.424,-25.509,47.250,3.635,-9.944,25.363,-0.777,-2.958,14.227,-0.713,-1.100,13.273
101.308,250.458,135.039,55.226,131.837,111.433,18.725,67.166,15.103,17.589,12.739,-0.003,-0.976,14.572,-0.603,-1.252,13.521
101.320,279.634,134.429,27.515,174.147,112.005,63.316,81.589,-4.009,19.572,28.632,-0.646,0.233,15.759,-0.472,-1.053,13.838
101.330,287.935,43.972,-16.065,204.558,100.881,96.433,87.151,-1.429,-18.171,2.148,-0.297,-0.309,14.831,-0.516,-0.823,14.113
101.342,319.674,106.352,-56.471,234.908,92.337,136.585,89.196,5.130,8.931,10.066,-0.036,-0.675,14.838,-0.370,-0.853,14.201
101.354,283.662,39.089,-115.311,251.452,74.880,171.780,86.470,5.324,6.121,36.464,-0.149,-0.515,15.041,-0.358,-0.880,14.267
101.366,185.881,-16.698,-173.418,250.471,54.932,197.873,78.890,-5.352,11.136,11.100,-0.101,-0.314,14.475,-0.305,-0.796,14.435
101.378,197.112,18.703,-176.592,240.096,36.979,212.144,66.809,-0.754,2.586,8.708,-0.049,-0.325,13.975,-0.222,-0.673,14.308
101.388,177.824,-47.705,-149.492,227.501,21.887,217.376,57.075,-6.761,5.201,10.095,-0.566,-0.463,13.520,-0.246,-0.685,14.216
101.400,133.511,-71.875,-163.042,198.636,2.646,214.107,42.001,-11.043,-0.388,0.632,-0.852,-0.333,13.279,-0.348,-0.583,14.070
101.410,67.713,-65.772,-183.794,172.161,-11.301,206.036,30.135,3.226,2.076,28.668,-0.237,-0.716,13.328,-0.314,-0.648,13.885
101.421,91.029,-40.868,-147.661,146.037,-20.216,192.929,18.140,0.186,-11.927,7.889,-0.550,-0.801,13.470,-0.360,-0.629,13.812
101.432,-23.231,-77.613,-182.696,110.723,-29.298,175.437,7.366,-3.463,0.323,18.135,-0.065,-1.063,13.294,-0.289,-0.724,13.750
101.442,11.315,-47.338,-124.466,80.328,-37.913,153.881,-3.363,6.351,-12.595,6.653,-0.005,-1.402,12.918,-0.258,-0.792,13.629
101.453,-81.460,-110.939,-89.553,44.949,-46.365,129.652,-13.179,-7.393,-6.955,4.979,0.339,-1.990,12.286,-0.138,-0.969,13.474
101.464,-77.310,-50.756,-59.279,13.095,-52.656,102.923,-22.777,0.574,2.277,12.207,0.182,-1.871,12.206,-0.067,-1.164,13.228
101.475,-152.141,-66.992,-34.498,-17.798,-55.389,75.536,-30.515,1.429,14.880,5.726,0.017,-1.091,11.748,-0.038,-1.214,13.062
101.486,-120.158,-42.700,-3.735,-43.065,-58.038,47.779,-37.335,22.970,-19.809,10.583,0.694,-1.033,11.135,-0.049,-1.109,12.741
101.497,-117.961,-80.298,28.491,-62.030,-60.172,21.633,-42.639,-2.486,14.722,3.082,1.030,-0.796,10.802,0.200,-1.115,12.440
101.508,-38.002,-62.842,58.399,-69.075,-61.922,-0.693,-47.445,-32.375,-16.367,29.135,0.035,-0.999,11.153,0.303,-0.984,12.145
101.519,-139.568,-22.679,82.936,-72.034,-57.793,-17.240,-50.570,33.899,-3.499,-6.092,-0.377,-1.457,11.493,-0.012,-1.082,12.143
101.530,-104.777,-35.009,116.629,-70.872,-51.550,-30.620,-51.101,6.193,-6.818,-3.750,0.386,-1.755,10.736,0.064,-1.196,11.967
101.540,-90.982,1.612,135.428,-61.838,-44.328,-38.694,-50.181,10.497,-10.461,2.737,0.616,-2.081,10.167,0.108,-1.312,11.691
101.551,-68.276,46.047,150.199,-50.947,-32.769,-42.343,-47.230,13.321,-3.348,-0.395,1.454,-2.106,10.057,0.210,-1.493,11.429
101.562,-40.199,15.895,175.468,-31.739,-23.654,-40.584,-42.064,0.596,-7.867,3.721,1.384,-2.542,9.728,0.423,-1.686,11.176
101.572,13.512,11.867,183.159,-6.699,-16.226,-33.616,-36.155,1.810,-4.893,10.030,1.074,-2.641,9.647,0.557,-1.846,10.890
101.583,33.166,25.173,179.131,19.646,-7.473,-21.673,-29.889,-4.375,-7.989,-3.226,0.588,-2.996,9.466,0.550,-2.019,10.696
101.593,54.163,55.569,151.664,43.010,6.067,-6.640,-22.210,-5.424,-10.554,-1.681,0.661,-3.189,9.088,0.554,-2.247,10.482
101.604,123.379,76.200,151.420,74.397,13.443,11.866,-14.308,16.712,-23.200,3.994,0.725,-4.042,8.915,0.502,-2.508,10.224
101.615,90.907,50.564,167.045,95.683,20.463,31.888,-6.236,21.310,-2.737,-5.898,1.591,-3.960,8.692,0.566,-2.829,10.026
101.626,151.700,50.442,108.572,121.347,26.008,52.623,1.408,17.790,-6.761,-7.587,2.200,-3.892,8.092,0.823,-3.023,9.773
101.636,270.356,49.832,107.595,144.529,27.411,72.910,7.510,-16.087,3.362,28.704,1.553,-3.453,9.411,1.064,-3.154,9.490
101.647,170.622,33.596,68.654,158.491,27.417,93.839,12.587,16.108,-0.201,19.277,1.582,-2.985,10.145,1.050,-3.133,9.635
101.658,237.274,12.355,55.348,170.348,24.667,111.315,15.864,-12.530,3.182,3.427,1.401,-2.829,10.759,1.236,-3.096,9.784
101.668,175.627,48.000,7.495,176.127,26.266,127.436,18.280,17.732,4.109,12.969,1.425,-1.937,10.456,1.160,-2.989,9.926
101.679,165.006,34.939,-48.048,175.547,24.102,139.348,19.817,5.000,2.241,5.927,1.739,-1.301,10.241,1.239,-2.685,9.995
101.690,147.183,24.196,-89.797,169.921,20.309,147.519,20.259,3.362,1.810,21.490,1.543,-0.925,10.074,1.298,-2.407,9.956
101.700,132.657,-12.181,-115.433,160.239,16.020,151.311,19.623,9.160,-12.660,5.661,1.806,-1.371,10.242,1.341,-2.148,10.024
101.711,101.528,-5.955,-142.778,145.985,11.902,151.057,18.216,-5.561,-2.967,18.106,1.726,-1.772,10.534,1.452,-2.065,10.092
101.722,71.742,-26.220,-155.839,128.462,3.494,146.953,15.371,0.905,1.702,18.594,1.125,-1.789,10.817,1.438,-2.042,10.153
101.732,17.785,-37.084,-153.520,104.021,-4.442,138.110,10.991,10.181,-4.138,13.816,1.189,-1.463,11.244,1.360,-1.955,10.314
101.743,35.241,-11.204,-159.135,83.234,-7.244,125.897,6.699,3.420,-10.217,7.702,1.279,-1.561,11.220,1.321,-1.815,10.498
101.754,-8.826,-61.499,-161.455,58.450,-16.349,110.824,1.820,0.833,-5.352,11.776,1.482,-1.904,11.020,1.364,-1.797,10.608
101.765,-48.745,-65.527,-157.793,34.757,-24.269,93.747,-3.822,-3.420,0.366,18.724,1.259,-1.657,10.871,1.386,-1.794,10.625
101.775,-46.913,-45.873,-155.839,14.464,-30.179,75.654,-9.856,-3.283,-0.007,15.663,0.696,-1.283,11.013,1.324,-1.742,10.662
101.786,-74.868,-107.887,-139.359,-6.923,-43.862,56.749,-17.215,-2.421,-11.905,10.403,0.332,-1.400,11.042,1.186,-1.652,10.716
101.797,-37.025,-80.909,-101.883,-20.707,-50.830,38.289,-25.115,-0.308,-17.912,6.840,0.260,-2.017,10.985,1.022,-1.636,10.791
101.808,-60.586,-76.392,-82.717,-32.196,-56.454,21.428,-32.438,-2.529,-1.300,4.562,0.550,-2.261,10.616,0.936,-1.726,10.808
101.819,-60.830,-51.611,-38.893,-40.827,-59.525,6.369,-39.097,-9.656,8.068,9.627,0.714,-2.378,10.237,0.954,-1.869,10.719
101.829,-49.721,-92.872,-37.672,-42.772,-64.107,-5.740,-44.612,-16.698,12.085,11.898,-0.495,-1.780,10.236,0.889,-1.971,10.624
101.840,-56.313,-78.345,-26.197,-41.365,-64.244,-14.190,-49.276,2.701,-12.509,11.266,-0.802,-1.286,10.094,0.563,-1.884,10.554
101.851,-20.423,-52.465,8.105,-37.503,-64.422,-20.611,-53.258,9.441,7.213,-4.203,-0.421,-0.906,9.681,0.356,-1.733,10.455
101.862,62.708,-67.725,61.085,-21.750,-60.852,-22.168,-55.172,-25.629,-0.136,36.421,-0.956,-0.836,10.061,0.278,-1.544,10.282
101.873,30.481,-12.669,86.477,-6.722,-52.551,-19.343,-55.558,13.004,-18.149,-0.625,-1.432,-1.096,10.812,-0.126,-1.388,10.409
101.884,6.432,-15.721,86.721,9.262,-44.649,-12.631,-53.467,9.254,-2.917,-1.494,-0.948,-1.558,10.267,-0.323,-1.442,10.491
101.895,67.347,32.985,116.507,28.014,-31.349,-3.731,-49.339,3.118,-24.443,1.551,-0.631,-2.181,9.735,-0.424,-1.474,10.377
101.906,89.442,50.808,140.189,50.924,-17.667,8.501,-42.817,8.550,-18.975,-0.459,-0.435,-3.033,9.566,-0.480,-1.691,10.280
101.917,100.551,48.245,165.092,72.681,-4.412,23.538,-34.404,11.826,-15.749,9.125,-0.130,-3.594,9.676,-0.501,-1.986,10.190
101.928,123.623,44.094,171.074,92.856,7.607,39.868,-24.919,-9.204,-10.238,0.819,-0.144,-3.824,9.768,-0.420,-2.286,10.168
101.938,102.138,66.312,159.477,110.052,19.159,56.711,-14.988,7.623,-7.946,-7.041,0.471,-3.547,9.023,-0.326,-2.549,10.062
101.948,121.914,85.355,148.734,125.946,27.483,73.097,-5.209,20.599,2.241,5.884,0.676,-3.436,8.543,-0.207,-2.771,9.794
101.959,210.906,54.348,175.224,140.825,35.482,88.341,4.697,9.915,15.512,11.345,1.246,-2.573,8.628,0.055,-2.837,9.538
101.970,212.371,24.440,173.027,154.689,38.851,103.686,13.265,-17.050,11.682,16.453,1.173,-1.935,8.735,0.349,-2.713,9.383
101.981,219.207,40.920,151.908,164.046,43.871,121.746,22.231,-30.349,-4.749,21.296,0.216,-1.622,9.449,0.427,-2.390,9.289
101.993,151.944,49.343,93.557,163.425,46.541,135.938,29.619,0.682,-13.766,16.899,0.692,-1.875,9.389,0.364,-2.247,9.388
102.005,85.780,38.479,59.864,150.933,47.894,141.899,35.043,8.198,13.306,-9.764,0.978,-1.157,9.073,0.485,-2.139,9.331
102.015,71.619,41.653,36.670,139.036,50.715,142.731,38.995,6.480,7.522,18.566,0.816,-0.512,8.667,0.510,-1.938,9.228
102.027,60.999,17.604,25.439,116.432,49.038,136.428,42.194,-7.213,-10.109,-5.467,0.431,-0.473,7.939,0.511,-1.505,9.009
102.039,50.379,71.805,-5.810,93.725,50.997,125.154,44.545,-6.495,0.251,7.544,0.324,-0.866,8.313,0.529,-1.349,8.759
102.051,-1.502,2.589,-63.796,69.270,43.803,110.575,45.654,-3.621,4.260,21.073,-0.180,-0.882,9.239,0.435,-1.341,8.795
102.063,-13.953,22.243,-102.493,42.959,35.898,91.869,43.225,6.538,-10.454,0.409,0.092,-0.784,9.360,0.277,-1.204,8.964
102.073,-25.062,-15.721,-96.511,23.749,26.955,76.232,39.943,-1.063,-16.367,13.112,0.730,-1.290,9.221,0.356,-1.143,8.998
102.085,-55.825,3.810,-108.963,0.865,13.949,54.763,32.907,-0.912,7.149,14.564,0.908,-1.319,9.849,0.530,-1.231,9.117
102.096,-42.275,-48.559,-107.010,-15.159,-2.037,34.030,23.470,1.113,1.192,9.728,0.672,-0.760,10.284,0.551,-1.161,9.313
102.108,-58.022,-54.052,-126.664,-29.000,-15.662,15.409,12.463,4.145,-10.396,9.383,0.649,-1.148,10.559,0.522,-1.077,9.619
102.119,-50.576,-80.909,-117.630,-34.334,-27.605,3.250,3.477,5.805,-8.528,9.405,1.070,-1.565,10.424,0.599,-1.133,9.767
102.130,-74.258,-39.159,-124.100,-43.514,-35.625,-7.636,-5.729,0.747,6.617,16.367,1.104,-1.096,10.518,0.698,-1.183,9.867
102.141,-73.159,-98.854,-105.301,-48.656,-49.027,-17.369,-15.382,-3.068,4.849,12.164,0.801,-0.457,10.536,0.750,-1.091,9.957
102.152,-49.477,-107.277,-83.327,-49.794,-59.939,-25.277,-25.560,-4.138,-2.184,12.638,0.335,-0.384,10.620,0.734,-0.968,10.048
102.163,-66.201,-60.889,-102.615,-51.615,-66.202,-31.589,-35.326,3.829,8.327,11.424,-0.271,0.259,10.875,0.578,-0.801,10.179
102.174,-62.173,-51.489,-100.052,-51.501,-69.587,-36.575,-43.676,20.211,7.752,8.147,-0.042,0.962,10.717,0.361,-0.528,10.286
102.185,-24.452,-56.982,-62.941,-48.643,-71.378,-40.132,-50.727,9.010,-4.497,11.273,0.748,0.724,10.531,0.339,-0.241,10.320
102.196,-45.326,-101.905,-50.612,-44.297,-72.711,-41.491,-55.909,-1.393,12.121,1.314,0.956,0.422,10.347,0.471,-0.178,10.376
102.207,-27.382,-88.721,-37.306,-37.782,-70.439,-40.586,-59.503,-12.976,-5.424,21.770,0.684,0.284,10.227,0.531,-0.096,10.340
102.218,-55.947,-51.245,-21.680,-36.755,-65.134,-39.489,-61.365,6.207,21.670,1.623,0.536,1.011,10.074,0.546,-0.067,10.303
102.228,-8.460,-43.920,31.421,-33.510,-58.953,-38.179,-61.197,-7.867,-21.763,23.538,0.516,1.498,9.995,0.554,0.350,10.217
102.239,-61.196,6.617,45.215,-27.731,-46.119,-35.682,-58.582,19.507,-4.928,-16.367,0.793,0.709,9.369,0.517,0.447,10.234
102.249,44.519,-2.781,79.030,-23.075,-35.058,-33.590,-53.443,-21.310,16.662,37.161,-0.074,1.174,10.093,0.604,0.444,9.988
102.260,-2.478,12.111,93.679,-17.641,-19.827,-29.833,-46.242,-12.034,5.798,9.606,-0.789,1.352,10.539,0.401,0.643,10.137
102.271,30.969,63.138,131.522,-12.735,-3.965,-26.043,-37.185,-1.645,-11.596,23.588,-1.211,1.166,10.735,0.123,0.792,10.167
102.281,-81.582,57.888,104.055,-15.111,12.412,-22.449,-26.261,4.332,-8.952,-7.220,-0.892,0.464,10.476,-0.136,0.773,10.357
102.292,-29.945,124.785,116.385,-17.197,27.695,-21.292,-14.419,20.872,-3.592,1.293,0.302,0.132,9.605,-0.126,0.653,10.232
102.303,17.541,98.295,150.321,-14.878,45.823,-20.265,-0.454,-2.931,15.440,20.671,0.582,0.437,9.707,0.071,0.535,10.060
102.314,8.751,88.895,155.937,-12.462,61.730,-18.731,13.994,-9.024,15.756,15.843,0.126,0.917,10.043,0.122,0.580,10.051
102.325,28.772,126.738,158.866,-10.202,77.627,-16.908,28.468,-18.695,-12.746,15.059,-0.373,0.676,10.270,0.079,0.672,10.062
102.336,-58.510,122.466,148.002,-15.305,90.479,-15.475,42.996,0.869,-8.772,21.160,-0.387,0.228,10.443,-0.052,0.611,10.131
102.347,-98.429,135.894,116.141,-20.601,103.415,-16.222,57.039,23.983,8.255,-21.555,0.197,0.232,9.654,-0.068,0.530,10.177
102.358,44.031,160.309,132.132,-26.267,114.026,-19.252,70.306,-25.348,-10.540,26.555,-0.084,-0.048,9.732,0.047,0.490,9.981
102.369,-101.358,115.752,68.776,-29.440,121.111,-20.488,82.769,10.087,8.406,14.664,-0.158,0.120,9.997,-0.068,0.351,10.020
102.380,-57.290,132.476,67.433,-35.048,122.963,-23.929,92.483,2.069,-12.034,5.043,0.403,-0.309,10.165,-0.015,0.359,10.037
102.391,-59.365,100.004,54.615,-39.688,119.636,-27.397,99.710,-5.101,10.633,21.389,0.223,-0.233,10.410,0.094,0.193,10.043
102.402,-73.037,90.604,2.856,-43.424,113.558,-31.138,103.572,10.332,-1.429,-7.573,-0.149,-0.000,10.818,0.024,0.157,10.243
102.413,-62.417,65.213,-59.889,-46.886,103.512,-34.677,104.575,4.706,5.065,19.184,0.119,0.130,10.739,0.020,0.114,10.315
102.424,-69.009,73.758,-102.859,-50.452,89.550,-38.292,101.663,13.299,-4.821,8.600,0.540,0.438,10.828,0.065,0.168,10.389
102.435,-51.918,3.077,-91.018,-51.229,67.952,-41.484,94.786,7.946,-4.720,9.160,0.649,0.617,10.877,0.116,0.294,10.477
102.446,-32.387,-61.743,-88.455,-50.455,43.529,-43.970,83.848,-4.943,-3.700,0.797,0.345,0.377,10.644,0.154,0.363,10.559
102.457,-12.122,-77.369,-110.916,-44.452,17.314,-44.667,69.405,-2.931,-2.407,17.359,0.346,-0.277,10.678,0.183,0.270,10.566
102.468,-60.830,-54.052,-138.261,-45.252,-2.454,-44.647,53.201,3.894,6.725,13.989,0.791,-0.102,10.665,0.277,0.159,10.570
102.479,-72.915,-91.407,-147.172,-45.580,-26.494,-44.546,35.118,-7.860,6.574,10.066,0.496,0.638,10.513,0.364,0.207,10.550
102.490,-51.308,-153.543,-115.433,-47.063,-50.786,-44.929,15.691,-9.067,-9.656,12.969,-0.193,0.220,10.640,0.329,0.264,10.544
102.501,-40.077,-145.852,-139.604,-48.420,-72.736,-45.838,-4.527,3.800,-9.254,14.176,-0.249,-0.361,10.986,0.227,0.209,10.599
102.512,-70.840,-107.277,-144.731,-51.809,-85.295,-47.117,-23.627,13.716,5.352,8.535,0.094,-0.182,10.951,0.147,0.124,10.670
102.523,-71.328,-116.188,-121.415,-55.002,-100.283,-48.888,-41.882,14.844,7.515,5.977,0.121,0.144,10.784,0.077,0.096,10.715
102.534,-45.204,-135.232,-94.802,-55.923,-109.752,-50.619,-58.214,9.750,5.410,6.466,0.414,0.487,10.543,0.052,0.126,10.720
102.545,-55.825,-134.621,-82.717,-56.716,-116.980,-52.055,-72.388,7.896,0.423,8.550,0.526,0.856,10.260,0.065,0.239,10.671
102.556,-66.079,-110.206,-73.073,-61.369,-117.695,-54.163,-83.563,7.228,-9.879,14.621,1.224,0.816,10.064,0.176,0.404,10.572
102.566,-59.975,-69.556,-21.680,-64.286,-110.007,-56.776,-90.772,-13.709,-6.890,15.706,1.807,0.257,10.008,0.527,0.463,10.440
102.577,-103.067,-76.636,-30.347,-67.279,-102.045,-58.997,-94.125,-8.571,8.025,-3.721,1.689,0.114,9.806,0.813,0.340,10.405
102.588,-54.116,-41.113,15.796,-72.412,-89.840,-62.181,-93.924,-20.743,-5.798,33.475,0.903,0.145,10.065,0.961,0.344,10.206
102.599,-116.129,-21.092,15.429,-72.736,-74.726,-64.331,-90.420,17.280,-9.232,-17.337,0.713,0.472,9.832,0.834,0.345,10.311
102.609,-27.626,-10.838,46.802,-69.037,-59.129,-66.325,-83.829,-12.552,9.592,23.933,0.794,0.154,9.381,0.907,0.335,10.073
102.619,-38.857,28.957,83.913,-63.656,-38.588,-66.032,-74.296,-6.653,-12.832,2.126,0.630,-0.307,8.948,0.874,0.319,9.978
102.630,-62.539,86.576,94.778,-60.246,-13.780,-64.643,-61.357,16.518,-4.799,14.161,0.926,-0.200,9.230,0.784,0.181,9.799
102.640,-63.638,87.064,74.879,-50.966,7.731,-61.926,-45.836,27.799,-0.574,-22.561,1.683,-0.464,8.543,0.844,0.087,9.747
102.651,41.101,135.406,117.483,-39.919,31.732,-57.897,-28.470,3.815,19.852,34.538,1.997,0.062,8.779,1.037,-0.047,9.420
102.662,-7.972,102.446,98.196,-27.848,53.809,-51.378,-9.487,-4.145,12.106,-3.664,1.900,0.751,8.797,1.255,0.062,9.399
102.673,126.797,134.917,149.711,-12.380,71.587,-43.773,9.215,-10.849,7.278,43.965,1.623,0.879,8.923,1.371,0.193,9.121
102.683,56.238,122.954,140.189,2.916,88.203,-32.850,27.776,-15.340,1.041,-0.840,1.078,0.756,9.082,1.368,0.324,9.245
102.693,58.069,155.182,141.654,15.082,101.252,-21.615,44.846,10.791,-23.143,7.702,1.225,0.216,8.644,1.250,0.415,9.180
102.704,36.340,162.994,125.906,26.215,112.553,-10.500,60.728,20.003,10.748,2.493,1.543,0.221,8.761,1.238,0.301,9.100
102.715,79.432,135.406,111.868,36.072,120.278,-0.141,75.039,-14.398,6.660,0.596,1.357,0.504,8.518,1.364,0.313,9.013
102.726,128.140,153.839,138.358,51.588,128.232,11.658,87.723,-7.314,-2.335,45.150,0.897,0.453,9.246,1.289,0.370,8.900
102.737,24.621,88.651,54.859,60.785,124.104,23.644,97.255,14.470,-3.348,-33.345,1.033,0.358,8.901,1.199,0.381,9.133
102.748,172.086,131.865,86.843,73.237,123.614,34.429,103.784,-10.224,-5.108,44.935,1.008,0.101,9.277,1.220,0.369,8.934
102.759,53.919,37.746,18.603,83.341,113.130,46.369,107.195,2.759,4.497,-29.422,0.662,-0.122,9.182,1.146,0.257,9.208
102.770,165.494,52.639,5.419,92.187,99.162,56.653,106.176,-7.141,1.257,35.788,0.133,0.507,9.451,1.008,0.222,9.058
102.781,63.318,9.425,-46.949,95.314,83.443,66.553,101.685,11.258,-3.017,-8.643,0.339,0.621,9.503,0.785,0.306,9.245
102.792,109.951,0.270,-78.811,97.597,67.119,74.012,94.408,-8.370,-3.944,24.084,0.515,0.379,9.566,0.788,0.348,9.196
102.802,88.832,-20.360,-116.410,99.006,47.162,80.268,84.117,11.309,-4.964,3.793,0.700,-0.073,9.896,0.716,0.317,9.356
102.813,100.429,-41.235,-123.368,98.224,25.781,84.716,71.141,2.744,-0.186,12.027,0.913,-0.242,9.843,0.729,0.240,9.426
102.824,59.290,-94.215,-98.343,92.540,2.963,87.269,56.085,-3.872,7.185,7.810,0.808,-0.264,9.613,0.754,0.123,9.483
102.834,62.586,-104.347,-106.522,85.737,-18.911,87.560,39.179,-9.757,5.216,18.350,0.082,0.140,9.938,0.696,0.075,9.489
102.845,50.501,-96.534,-135.697,77.803,-37.990,85.759,21.382,-1.954,0.646,8.995,-0.323,0.583,10.335,0.525,0.150,9.625
102.856,37.317,-102.638,-151.567,66.552,-55.072,81.832,3.610,-1.559,-1.551,7.264,-0.400,0.628,10.457,0.373,0.255,9.783
