R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,0,50,0,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
152.164,26.328,41.404,-6.901,-6.574,8.429,9.996,9.337,7.288,8.163,8.026
152.176,23.164,34.370,-7.788,-6.718,8.427,10.011,9.457,6.996,7.939,7.900
152.187,19.151,29.589,-9.012,-6.994,8.365,10.044,9.554,6.486,7.720,7.738
152.198,13.104,24.081,-9.051,-7.308,8.217,9.930,9.572,6.010,7.353,7.495
152.210,8.181,19.069,-7.979,-7.487,8.164,9.793,9.546,5.866,6.983,7.225
152.221,1.776,12.786,-6.138,-7.409,7.968,9.495,9.440,5.646,6.489,6.909
152.232,-3.927,7.390,-4.316,-7.117,7.739,9.196,9.300,5.363,6.029,6.593
152.244,-8.535,2.115,-3.999,-6.735,7.429,8.906,9.113,4.858,5.602,6.253
152.255,-9.789,-2.527,-4.691,-6.398,7.146,8.643,8.886,4.387,5.211,5.880
152.266,-9.664,-5.129,-5.540,-6.248,6.902,8.429,8.657,3.928,4.861,5.498
152.278,-13.567,-7.805,-6.346,-6.213,6.537,8.086,8.398,3.367,4.380,5.085
152.289,-14.680,-10.284,-7.424,-6.312,6.168,7.776,8.106,2.725,3.927,4.631
152.300,-15.123,-12.033,-8.081,-6.517,5.782,7.447,7.797,2.070,3.449,4.156
152.312,-18.503,-13.783,-7.682,-6.696,5.427,7.073,7.478,1.603,2.936,3.680
152.323,-19.838,-15.821,-7.028,-6.792,5.116,6.704,7.134,1.265,2.444,3.196
152.334,-18.561,-17.326,-5.864,-6.743,4.837,6.348,6.786,1.019,1.990,2.732
152.346,-18.845,-17.604,-4.829,-6.553,4.582,6.038,6.474,0.775,1.606,2.329
152.357,-22.734,-18.756,-4.808,-6.291,4.183,5.645,6.148,0.288,1.159,1.931
152.368,-26.715,-21.416,-4.953,-6.101,3.707,5.156,5.760,-0.231,0.620,1.476
152.380,-31.668,-24.579,-5.702,-5.981,3.179,4.628,5.334,-0.823,0.048,0.986
152.391,-30.283,-27.135,-7.088,-6.050,2.713,4.205,4.874,-1.444,-0.427,0.452
152.402,-30.627,-28.278,-8.604,-6.351,2.230,3.755,4.418,-2.078,-0.951,-0.094
152.414,-36.139,-30.672,-8.817,-6.679,1.644,3.132,3.919,-2.681,-1.643,-0.683
152.425,-34.728,-32.321,-8.257,-6.917,1.237,2.663,3.411,-3.040,-2.167,-1.264
152.436,-32.490,-32.473,-7.611,-7.057,0.901,2.257,2.935,-3.301,-2.612,-1.796
152.448,-36.467,-33.119,-6.758,-7.060,0.453,1.735,2.462,-3.653,-3.150,-2.303
152.459,-40.268,-35.454,-5.954,-6.933,-0.103,1.113,1.942,-4.103,-3.763,-2.832
152.470,-37.560,-36.446,-5.418,-6.771,-0.466,0.710,1.458,-4.389,-4.143,-3.307
152.481,-35.300,-36.359,-4.835,-6.571,-0.799,0.333,1.010,-4.633,-4.485,-3.733
152.492,-34.832,-36.014,-4.162,-6.334,-1.170,-0.081,0.580,-4.902,-4.853,-4.129
152.503,-29.621,-34.490,-3.670,-6.046,-1.367,-0.320,0.195,-4.990,-5.034,-4.466
152.514,-30.711,-33.161,-2.707,-5.703,-1.746,-0.724,-0.166,-5.283,-5.366,-4.768
152.525,-28.935,-31.762,-1.808,-5.296,-2.042,-1.003,-0.510,-5.558,-5.560,-5.035
152.536,-24.761,-29.868,-1.317,-4.871,-2.251,-1.198,-0.814,-5.728,-5.661,-5.254
152.547,-23.204,-27.770,-1.275,-4.471,-2.504,-1.418,-1.083,-5.976,-5.784,-5.432
152.558,-15.749,-24.816,-2.278,-4.158,-2.598,-1.424,-1.305,-6.167,-5.698,-5.566
152.569,-13.597,-21.528,-3.791,-4.059,-2.790,-1.537,-1.486,-6.457,-5.739,-5.679
152.580,-8.412,-17.607,-4.362,-4.090,-2.787,-1.499,-1.620,-6.479,-5.644,-5.757
152.591,-5.919,-14.164,-4.357,-4.110,-2.826,-1.551,-1.726,-6.452,-5.638,-5.806
152.602,-7.828,-11.923,-2.497,-4.016,-2.914,-1.723,-1.824,-6.330,-5.739,-5.833
152.613,-6.664,-10.175,-0.513,-3.694,-2.901,-1.768,-1.901,-6.130,-5.688,-5.814
152.624,-8.988,-9.451,0.391,-3.234,-3.035,-1.906,-1.978,-6.165,-5.711,-5.778
152.635,-9.972,-9.274,0.442,-2.785,-3.157,-2.003,-2.065,-6.238,-5.689,-5.747
152.646,-10.342,-9.579,-0.197,-2.461,-3.311,-2.105,-2.169,-6.396,-5.682,-5.743
152.657,-6.778,-8.864,-0.581,-2.231,-3.282,-2.056,-2.246,-6.320,-5.531,-5.718
152.667,-10.187,-8.968,-0.386,-2.047,-3.450,-2.251,-2.335,-6.353,-5.627,-5.709
152.679,-8.457,-8.908,0.394,-1.783,-3.468,-2.312,-2.429,-6.199,-5.578,-5.693
152.690,-8.874,-9.134,0.646,-1.514,-3.612,-2.457,-2.525,-6.244,-5.608,-5.677
152.701,-7.698,-8.850,1.503,-1.220,-3.659,-2.532,-2.606,-6.138,-5.565,-5.640
152.712,-9.501,-9.025,2.365,-0.830,-3.815,-2.692,-2.687,-6.175,-5.593,-5.591
152.724,-10.820,-9.190,2.448,-0.462,-3.915,-2.769,-2.763,-6.205,-5.537,-5.537
152.735,-13.546,-9.897,3.152,-0.059,-4.027,-2.908,-2.857,-6.145,-5.537,-5.493
152.746,-18.458,-12.180,2.836,0.290,-4.335,-3.209,-3.010,-6.344,-5.697,-5.511
152.758,-26.239,-15.925,1.455,0.492,-4.870,-3.673,-3.243,-6.895,-6.031,-5.619
152.769,-37.049,-21.293,0.046,0.483,-5.566,-4.293,-3.580,-7.630,-6.536,-5.851
152.780,-44.084,-27.670,-1.025,0.352,-6.272,-4.921,-4.022,-8.379,-7.058,-6.200
152.791,-55.203,-35.416,-1.556,0.159,-7.175,-5.797,-4.582,-9.233,-7.828,-6.670
152.803,-67.732,-44.098,-1.698,-0.038,-8.195,-6.797,-5.257,-10.182,-8.715,-7.252
152.814,-77.569,-53.455,-0.051,-0.105,-9.232,-7.855,-6.058,-11.048,-9.637,-7.939
152.825,-86.875,-63.357,1.186,0.014,-10.406,-9.069,-6.960,-11.985,-10.682,-8.699
152.837,-93.758,-72.472,1.799,0.174,-11.592,-10.273,-7.938,-12.957,-11.698,-9.518
152.848,-100.215,-80.544,3.281,0.461,-12.763,-11.477,-8.968,-13.859,-12.689,-10.365
152.859,-100.423,-86.666,3.030,0.735,-13.836,-12.503,-10.018,-14.803,-13.490,-11.221
152.871,-102.475,-91.716,3.574,1.022,-14.955,-13.634,-11.093,-15.664,-14.381,-12.085
152.882,-105.511,-95.777,3.147,1.267,-16.123,-14.796,-12.191,-16.601,-15.295,-12.965
152.894,-103.300,-98.497,2.790,1.448,-17.140,-15.809,-13.269,-17.379,-16.055,-13.820
152.905,-103.493,-100.245,2.885,1.593,-18.220,-16.893,-14.332,-18.196,-16.881,-14.654
152.916,-103.416,-101.155,3.086,1.759,-19.225,-17.917,-15.376,-18.902,-17.635,-15.454
152.928,-102.893,-101.975,3.092,1.903,-20.272,-18.958,-16.418,-19.691,-18.399,-16.247
152.939,-100.422,-101.934,3.466,2.071,-21.207,-19.911,-17.434,-20.312,-19.063,-17.000
152.950,-94.689,-100.210,3.640,2.229,-22.002,-20.710,-18.400,-20.810,-19.569,-17.696
152.962,-92.379,-98.040,4.278,2.441,-22.815,-21.561,-19.302,-21.257,-20.114,-18.314
152.973,-90.823,-95.552,4.402,2.643,-23.579,-22.333,-20.154,-21.706,-20.576,-18.876
152.984,-85.057,-92.766,5.859,2.947,-24.126,-22.968,-20.960,-21.778,-20.884,-19.373
152.996,-82.603,-90.043,5.869,3.267,-24.820,-23.675,-21.724,-22.125,-21.258,-19.820
153.007,-81.054,-87.094,6.873,3.645,-25.407,-24.328,-22.437,-22.264,-21.566,-20.203
153.019,-74.540,-83.733,6.922,4.005,-25.885,-24.815,-23.115,-22.394,-21.706,-20.547
153.030,-66.070,-79.318,6.482,4.321,-26.276,-25.190,-23.703,-22.486,-21.736,-20.801
153.042,-60.049,-74.381,5.600,4.514,-26.695,-25.563,-24.217,-22.668,-21.777,-20.992
153.053,-53.049,-68.476,4.364,4.574,-26.981,-25.786,-24.642,-22.764,-21.686,-21.108
153.064,-42.422,-61.190,3.445,4.513,-27.010,-25.776,-24.960,-22.577,-21.382,-21.132
153.076,-29.814,-52.695,2.399,4.349,-26.886,-25.619,-25.157,-22.244,-20.950,-21.052
153.087,-19.744,-43.526,0.964,4.022,-26.750,-25.436,-25.245,-21.953,-20.522,-20.887
153.098,-10.262,-33.924,0.326,3.645,-26.441,-25.108,-25.210,-21.453,-19.969,-20.616
153.109,2.405,-23.739,-0.249,3.240,-25.974,-24.591,-25.055,-20.870,-19.246,-20.240
153.120,18.297,-12.425,-1.034,2.795,-25.323,-23.876,-24.759,-20.148,-18.347,-19.742
153.131,31.621,-0.072,-2.260,2.270,-24.635,-23.117,-24.333,-19.427,-17.433,-19.136
153.142,50.823,16.657,-3.130,1.603,-23.542,-21.983,-23.639,-18.231,-16.135,-18.244
153.152,64.124,30.320,-4.522,1.003,-22.536,-20.920,-22.904,-17.222,-14.974,-17.378
153.164,84.447,48.274,-6.644,0.080,-21.121,-19.370,-21.853,-15.964,-13.357,-16.213
153.176,100.367,65.761,-8.535,-1.047,-19.618,-17.791,-20.636,-14.568,-11.774,-14.941
153.188,116.809,83.073,-9.075,-2.208,-17.840,-16.014,-19.240,-12.809,-10.043,-13.534
153.199,126.423,98.502,-8.104,-3.141,-16.018,-14.265,-17.707,-10.897,-8.358,-12.005
153.211,136.063,111.341,-6.476,-3.712,-14.073,-12.427,-16.068,-8.808,-6.585,-10.370
153.221,138.906,119.821,-4.629,-3.924,-12.523,-10.931,-14.603,-7.204,-5.141,-8.910
153.233,144.938,128.483,-2.946,-3.936,-10.618,-9.063,-12.843,-5.288,-3.339,-7.155
153.245,149.126,135.879,-2.092,-3.749,-8.724,-7.177,-11.015,-3.445,-1.526,-5.340
153.256,150.716,141.545,-1.944,-3.509,-6.854,-5.325,-9.170,-1.627,0.233,-3.529
153.268,148.530,144.455,-2.303,-3.320,-5.118,-3.607,-7.361,0.024,1.831,-1.783
153.280,145.926,145.180,-2.800,-3.234,-3.454,-1.952,-5.603,1.559,3.334,-0.123
153.291,140.888,144.621,-3.038,-3.216,-1.863,-0.373,-3.895,2.993,4.734,1.454
153.303,133.203,141.515,-3.302,-3.210,-0.420,1.059,-2.260,4.258,5.966,2.935
153.315,123.978,135.797,-3.869,-3.277,0.796,2.282,-0.775,5.243,6.967,4.237
153.326,115.177,129.394,-4.320,-3.423,1.944,3.438,0.597,6.133,7.876,5.400
153.338,104.692,121.533,-4.424,-3.548,2.930,4.414,1.844,6.886,8.596,6.421
153.350,94.582,112.261,-4.651,-3.656,3.749,5.222,2.945,7.461,9.140,7.284
153.361,90.579,104.610,-4.571,-3.792,4.653,6.095,3.959,8.148,9.738,8.044
153.373,83.555,97.720,-3.665,-3.823,5.480,6.867,4.914,8.803,10.239,8.745
153.385,72.511,89.636,-2.644,-3.693,6.090,7.434,5.771,9.229,10.548,9.358
153.397,65.265,81.151,-2.079,-3.492,6.641,7.947,6.498,9.593,10.813,9.846
153.408,58.780,73.580,-1.658,-3.259,7.159,8.449,7.156,9.889,11.070,10.266
153.420,52.400,66.445,-1.854,-3.027,7.588,8.887,7.733,10.052,11.266,10.605
153.431,53.114,60.898,-3.356,-2.952,8.056,9.407,8.255,10.161,11.530,10.873
153.443,54.098,58.207,-5.262,-3.160,8.523,9.971,8.785,10.159,11.805,11.118
153.455,50.867,56.000,-7.200,-3.625,8.826,10.404,9.280,9.907,11.916,11.294
153.465,42.660,52.662,-6.988,-4.097,8.978,10.548,9.635,9.810,11.788,11.377
153.477,41.373,48.383,-5.743,-4.390,9.340,10.832,9.987,10.014,11.763,11.417
153.488,31.076,43.364,-5.123,-4.530,9.445,10.900,10.285,9.898,11.539,11.420
153.500,23.874,36.889,-5.747,-4.668,9.435,10.899,10.470,9.588,11.254,11.311
153.512,15.266,30.000,-6.489,-4.890,9.303,10.795,10.563,9.119,10.861,11.105
153.522,8.729,22.701,-6.712,-5.158,9.113,10.609,10.544,8.639,10.389,10.786
153.533,3.978,16.413,-6.297,-5.356,8.990,10.429,10.474,8.349,9.936,10.428
153.544,-4.232,9.924,-7.562,-5.567,8.685,10.136,10.334,7.757,9.376,10.006
153.555,-8.686,3.705,-8.768,-5.946,8.336,9.832,10.116,7.051,8.795,9.493
153.566,-9.769,-1.435,-7.668,-6.254,8.086,9.558,9.860,6.585,8.258,8.956
153.576,-14.646,-5.791,-6.787,-6.375,7.673,9.165,9.585,5.903,7.632,8.428
153.587,-17.726,-10.001,-5.657,-6.316,7.317,8.778,9.278,5.404,7.041,7.897
153.598,-17.277,-13.057,-5.600,-6.193,7.001,8.440,8.959,4.944,6.520,7.374
153.609,-21.530,-15.695,-5.851,-6.107,6.596,8.037,8.623,4.360,5.941,6.842
153.620,-20.740,-18.201,-6.300,-6.077,6.183,7.650,8.241,3.731,5.386,6.271
153.632,-20.622,-19.276,-6.586,-6.099,5.797,7.271,7.874,3.168,4.843,5.719
153.644,-20.930,-20.180,-6.511,-6.124,5.445,6.877,7.503,2.742,4.296,5.174
153.655,-20.243,-20.233,-5.724,-6.055,5.188,6.550,7.155,2.481,3.835,4.674
153.667,-27.050,-21.657,-3.746,-5.830,4.758,6.010,6.785,2.145,3.192,4.180
153.679,-31.671,-24.755,-1.802,-5.350,4.312,5.478,6.366,1.790,2.602,3.680
153.691,-36.691,-28.652,-0.924,-4.720,3.666,4.867,5.896,1.041,1.968,3.163
153.702,-37.710,-32.388,0.016,-4.057,3.117,4.315,5.398,0.488,1.417,2.641
153.714,-39.026,-34.703,0.871,-3.383,2.621,3.781,4.910,0.071,0.906,2.151
153.726,-39.272,-36.235,1.994,-2.654,2.182,3.294,4.433,-0.247,0.466,1.696
153.737,-37.341,-37.228,2.442,-1.911,1.752,2.846,3.961,-0.595,0.084,1.266
153.749,-36.194,-36.907,2.555,-1.229,1.335,2.445,3.530,-0.983,-0.241,0.888
153.760,-36.321,-36.724,2.438,-0.657,0.908,2.013,3.114,-1.338,-0.594,0.529
153.772,-33.922,-36.007,1.622,-0.258,0.499,1.654,2.694,-1.786,-0.879,0.162
153.784,-32.690,-35.247,0.588,-0.061,0.034,1.250,2.285,-2.314,-1.221,-0.204
153.795,-28.476,-33.559,-0.500,-0.057,-0.328,0.939,1.901,-2.737,-1.485,-0.560
153.807,-26.812,-31.421,-1.555,-0.191,-0.671,0.618,1.550,-3.091,-1.771,-0.893
153.819,-26.856,-29.585,-2.524,-0.431,-1.010,0.303,1.214,-3.455,-2.061,-1.220
153.830,-22.103,-27.478,-3.748,-0.780,-1.313,0.079,0.892,-3.897,-2.273,-1.545
153.842,-18.699,-24.941,-4.673,-1.232,-1.598,-0.141,0.605,-4.305,-2.496,-1.848
153.853,-19.468,-22.534,-5.043,-1.767,-1.889,-0.414,0.350,-4.638,-2.785,-2.131
153.864,-21.245,-21.860,-2.835,-2.065,-2.087,-0.717,0.082,-4.623,-3.079,-2.403
153.875,-19.290,-21.240,-1.077,-2.030,-2.243,-0.948,-0.156,-4.590,-3.263,-2.608
153.886,-17.595,-19.899,-1.277,-1.929,-2.443,-1.107,-0.360,-4.813,-3.366,-2.766
153.897,-14.309,-18.657,-1.958,-1.889,-2.611,-1.225,-0.552,-5.024,-3.432,-2.916
153.908,-4.915,-14.260,-4.083,-2.098,-2.592,-1.080,-0.665,-5.221,-3.265,-3.014
153.920,-2.913,-9.777,-5.254,-2.503,-2.619,-1.056,-0.732,-5.341,-3.247,-3.091
153.931,2.760,-5.394,-6.146,-2.983,-2.481,-0.905,-0.761,-5.238,-3.118,-3.142
153.943,0.707,-2.523,-6.574,-3.471,-2.509,-0.945,-0.780,-5.259,-3.187,-3.192
153.954,3.312,-0.438,-7.090,-3.950,-2.464,-0.893,-0.802,-5.252,-3.171,-3.250
153.966,2.734,0.963,-7.181,-4.410,-2.476,-0.915,-0.819,-5.275,-3.235,-3.307
153.978,2.587,1.508,-7.208,-4.825,-2.496,-0.939,-0.846,-5.321,-3.300,-3.377
153.989,3.653,1.584,-6.605,-5.131,-2.495,-0.973,-0.882,-5.277,-3.368,-3.447
154.001,7.564,3.021,-6.294,-5.308,-2.405,-0.923,-0.878,-5.125,-3.343,-3.468
154.012,9.921,5.521,-5.622,-5.382,-2.228,-0.794,-0.817,-4.869,-3.230,-3.421
154.024,10.980,7.164,-4.889,-5.341,-2.132,-0.728,-0.745,-4.721,-3.169,-3.352
154.036,11.926,8.626,-4.245,-5.211,-2.052,-0.660,-0.656,-4.610,-3.096,-3.257
154.047,10.840,9.792,-4.059,-5.053,-1.930,-0.558,-0.551,-4.443,-2.986,-3.142
154.059,13.353,10.783,-4.955,-4.984,-1.786,-0.388,-0.447,-4.352,-2.817,-3.038
154.070,15.273,12.335,-6.351,-5.100,-1.716,-0.215,-0.326,-4.502,-2.669,-2.938
154.082,14.261,13.208,-7.217,-5.329,-1.735,-0.119,-0.210,-4.778,-2.615,-2.860
154.094,15.194,13.864,-6.492,-5.526,-1.630,0.013,-0.098,-4.757,-2.524,-2.788
154.105,15.894,14.485,-5.047,-5.537,-1.482,0.116,0.025,-4.530,-2.445,-2.685
154.117,16.758,15.165,-5.215,-5.447,-1.339,0.260,0.162,-4.393,-2.313,-2.559
154.128,16.558,15.714,-6.058,-5.482,-1.229,0.402,0.297,-4.363,-2.201,-2.450
154.139,14.235,15.533,-5.985,-5.581,-1.160,0.461,0.410,-4.300,-2.180,-2.372
154.151,10.986,14.387,-5.283,-5.556,-1.085,0.493,0.504,-4.154,-2.171,-2.301
154.162,10.335,12.950,-5.203,-5.490,-0.999,0.537,0.574,-3.997,-2.146,-2.249
154.174,9.478,11.705,-4.221,-5.380,-0.887,0.555,0.632,-3.708,-2.139,-2.202
154.185,7.123,10.330,-3.410,-5.140,-0.842,0.545,0.684,-3.552,-2.143,-2.145
154.197,5.535,8.691,-4.102,-4.945,-0.841,0.564,0.716,-3.583,-2.119,-2.110
154.208,6.259,7.763,-5.307,-4.933,-0.837,0.619,0.736,-3.694,-2.079,-2.105
154.220,7.185,6.957,-5.052,-4.934,-0.777,0.638,0.749,-3.570,-2.075,-2.110
154.232,7.550,7.226,-3.315,-4.829,-0.632,0.673,0.789,-3.215,-2.043,-2.074
154.244,7.315,7.677,-1.432,-4.477,-0.485,0.731,0.852,-2.877,-1.958,-1.984
154.255,7.428,7.669,-1.909,-4.091,-0.436,0.798,0.914,-2.839,-1.856,-1.887
154.266,7.988,7.660,-4.061,-4.022,-0.439,0.890,0.961,-3.033,-1.759,-1.836
154.276,5.376,7.258,-2.709,-3.944,-0.429,0.860,0.996,-2.944,-1.784,-1.797
154.287,6.375,6.942,-2.657,-3.786,-0.363,0.922,1.029,-2.864,-1.706,-1.749
154.297,2.215,5.971,-2.785,-3.669,-0.448,0.828,1.043,-2.922,-1.788,-1.724
154.308,0.485,4.267,-3.074,-3.580,-0.542,0.737,1.017,-3.018,-1.865,-1.739
154.318,-2.822,2.491,-2.281,-3.494,-0.618,0.625,0.976,-3.014,-1.963,-1.770
154.329,-6.311,-0.145,-2.614,-3.320,-0.830,0.434,0.893,-3.251,-2.126,-1.830
154.339,-8.404,-2.588,-3.298,-3.323,-1.049,0.264,0.778,-3.558,-2.284,-1.939
154.350,-10.265,-4.548,-2.783,-3.241,-1.188,0.093,0.658,-3.616,-2.432,-2.041
154.360,-13.382,-7.083,-3.650,-3.246,-1.423,-0.128,0.503,-3.866,-2.637,-2.187
154.370,-15.353,-9.401,-2.600,-3.244,-1.611,-0.362,0.325,-3.950,-2.852,-2.352
154.380,-14.771,-11.396,-2.366,-3.088,-1.805,-0.549,0.139,-4.127,-2.998,-2.505
154.391,-15.302,-12.633,-2.881,-3.150,-2.046,-0.743,-0.047,-4.443,-3.174,-2.680
154.401,-16.407,-13.855,-0.777,-2.923,-2.257,-1.003,-0.232,-4.511,-3.379,-2.820
154.411,-14.719,-14.714,-2.187,-2.763,-2.519,-1.150,-0.416,-4.949,-3.476,-2.961
154.422,-10.711,-13.792,-1.797,-2.752,-2.581,-1.194,-0.566,-5.007,-3.485,-3.082
154.432,-9.291,-12.491,-1.663,-2.548,-2.693,-1.271,-0.678,-5.130,-3.504,-3.142
154.442,-7.671,-10.885,-2.313,-2.517,-2.802,-1.282,-0.773,-5.386,-3.474,-3.201
154.453,-8.534,-9.519,-1.398,-2.432,-2.900,-1.352,-0.854,-5.484,-3.499,-3.239
154.463,-12.155,-10.060,-2.090,-2.334,-3.174,-1.552,-0.973,-5.841,-3.649,-3.313
154.473,-12.672,-10.754,-1.551,-2.336,-3.318,-1.712,-1.115,-5.900,-3.767,-3.418
154.483,-8.230,-10.266,-2.207,-2.230,-3.348,-1.692,-1.223,-5.966,-3.693,-3.477
154.493,-9.105,-9.785,-2.471,-2.347,-3.513,-1.811,-1.331,-6.173,-3.783,-3.558
154.504,-10.788,-9.996,-1.720,-2.286,-3.718,-2.003,-1.449,-6.339,-3.925,-3.630
154.514,-9.916,-10.506,-3.568,-2.325,-3.982,-2.133,-1.584,-6.805,-4.014,-3.729
154.524,-4.648,-9.169,-3.581,-2.520,-3.957,-2.096,-1.679,-6.758,-3.956,-3.805
154.534,-2.606,-7.379,-3.392,-2.535,-3.975,-2.097,-1.730,-6.750,-3.918,-3.819
154.545,-2.116,-5.713,-4.651,-2.772,-4.100,-2.114,-1.778,-7.046,-3.923,-3.855
154.555,0.784,-4.079,-3.703,-2.892,-4.081,-2.090,-1.809,-6.987,-3.876,-3.865
154.565,6.135,-1.593,-4.773,-3.050,-4.029,-1.945,-1.801,-7.073,-3.716,-3.840
154.575,12.379,2.415,-3.574,-3.204,-3.728,-1.693,-1.721,-6.636,-3.454,-3.747
154.586,15.545,6.165,-3.694,-3.180,-3.538,-1.493,-1.596,-6.415,-3.228,-3.592
154.596,13.930,8.999,-3.792,-3.320,-3.429,-1.373,-1.464,-6.296,-3.104,-3.451
154.606,14.006,10.303,-2.353,-3.238,-3.255,-1.281,-1.347,-5.911,-2.985,-3.303
154.616,18.479,12.184,-3.232,-3.210,-3.060,-1.059,-1.208,-5.726,-2.744,-3.140
154.627,18.013,14.058,-2.478,-3.216,-2.894,-0.928,-1.046,-5.456,-2.600,-2.961
154.637,21.362,15.910,-2.592,-3.099,-2.639,-0.658,-0.861,-5.187,-2.306,-2.748
154.647,23.153,17.962,-3.554,-3.137,-2.442,-0.410,-0.656,-5.060,-2.053,-2.533
154.658,25.650,19.902,-3.257,-3.160,-2.175,-0.158,-0.438,-4.737,-1.800,-2.306
154.668,28.501,22.140,-2.836,-3.136,-1.827,0.148,-0.186,-4.285,-1.489,-2.044
154.679,28.755,24.271,-2.208,-3.054,-1.476,0.432,0.091,-3.785,-1.199,-1.753
154.689,28.246,25.366,-3.716,-3.038,-1.290,0.662,0.353,-3.670,-0.971,-1.488
154.700,28.077,26.147,-3.596,-3.127,-1.034,0.908,0.609,-3.394,-0.743,-1.243
154.710,24.636,25.968,-3.009,-3.152,-0.873,1.042,0.850,-3.178,-0.622,-1.011
154.721,21.766,24.736,-2.018,-3.025,-0.740,1.140,1.054,-2.962,-0.522,-0.802
154.731,17.109,22.831,-2.401,-2.938,-0.722,1.195,1.226,-3.002,-0.469,-0.630
154.742,14.580,20.436,-2.359,-2.875,-0.646,1.247,1.354,-2.868,-0.420,-0.505
154.754,11.105,17.146,-2.610,-2.843,-0.635,1.217,1.448,-2.774,-0.460,-0.421
154.765,2.680,12.900,-3.368,-2.910,-0.771,1.072,1.478,-2.897,-0.624,-0.412
154.776,3.169,9.278,-4.761,-3.099,-0.855,1.050,1.453,-3.116,-0.678,-0.473
154.787,-1.865,5.612,-5.845,-3.458,-1.064,0.888,1.389,-3.450,-0.890,-0.593
154.797,-5.515,1.900,-2.978,-3.577,-1.173,0.697,1.289,-3.412,-1.108,-0.726
154.808,-7.691,-1.179,-1.445,-3.341,-1.292,0.539,1.184,-3.431,-1.251,-0.823
154.819,-8.622,-3.833,-1.806,-3.090,-1.468,0.413,1.065,-3.668,-1.356,-0.928
154.830,-8.008,-5.618,-2.708,-2.996,-1.659,0.288,0.932,-3.962,-1.470,-1.057
154.840,-5.811,-6.143,-3.118,-2.988,-1.766,0.213,0.812,-4.107,-1.542,-1.180
154.851,-8.943,-6.472,-2.807,-3.011,-1.904,0.054,0.699,-4.185,-1.699,-1.297
154.862,-6.358,-7.457,-1.917,-2.902,-1.995,-0.086,0.558,-4.145,-1.819,-1.425
154.873,-4.469,-6.466,-1.096,-2.697,-1.997,-0.132,0.469,-4.016,-1.832,-1.486
154.885,-9.262,-6.902,-0.204,-2.417,-2.177,-0.351,0.365,-4.066,-2.003,-1.550
154.897,-8.963,-7.822,0.525,-2.075,-2.294,-0.478,0.239,-4.093,-2.070,-1.623
154.908,-8.002,-7.762,1.085,-1.701,-2.354,-0.536,0.139,-4.081,-2.059,-1.660
154.919,-7.236,-7.301,0.733,-1.424,-2.408,-0.566,0.063,-4.115,-2.031,-1.682
154.931,-8.652,-7.642,-1.534,-1.341,-2.665,-0.698,-0.043,-4.564,-2.121,-1.752
154.942,-8.023,-7.949,-2.559,-1.451,-2.803,-0.787,-0.166,-4.759,-2.189,-1.858
154.953,-11.210,-8.786,-3.415,-1.647,-3.057,-1.013,-0.311,-5.039,-2.403,-1.996
154.965,-9.909,-9.229,-4.326,-1.933,-3.179,-1.113,-0.463,-5.183,-2.502,-2.152
154.976,-9.326,-9.448,-3.602,-2.166,-3.242,-1.246,-0.607,-5.093,-2.629,-2.295
154.987,-8.993,-9.479,-2.836,-2.263,-3.325,-1.386,-0.743,-5.037,-2.751,-2.416
154.998,-7.301,-8.891,-2.482,-2.303,-3.365,-1.458,-0.857,-4.982,-2.797,-2.508
155.010,-9.010,-8.678,-1.815,-2.265,-3.464,-1.595,-0.966,-4.968,-2.900,-2.586
155.021,-11.120,-9.113,-1.364,-2.180,-3.635,-1.763,-1.090,-5.095,-3.027,-2.674
155.032,-11.918,-9.955,-1.740,-2.099,-3.854,-1.962,-1.239,-5.304,-3.182,-2.784
155.043,-18.253,-11.826,-2.956,-2.148,-4.269,-2.312,-1.429,-5.802,-3.499,-2.946
155.055,-17.447,-13.505,-3.704,-2.283,-4.519,-2.483,-1.647,-6.165,-3.645,-3.145
155.066,-19.667,-15.354,-3.991,-2.506,-4.907,-2.819,-1.893,-6.618,-3.963,-3.381
155.077,-21.906,-17.161,-3.087,-2.608,-5.208,-3.146,-2.151,-6.824,-4.259,-3.615
155.089,-31.141,-20.404,-1.226,-2.526,-5.711,-3.713,-2.463,-7.137,-4.769,-3.880
155.100,-31.059,-23.781,-0.923,-2.363,-6.049,-4.058,-2.815,-7.379,-5.043,-4.171
155.111,-38.178,-27.687,-1.846,-2.273,-6.754,-4.646,-3.213,-8.220,-5.561,-4.511
155.123,-38.379,-31.073,-2.334,-2.275,-7.237,-5.102,-3.651,-8.672,-5.951,-4.895
155.134,-46.382,-35.224,-2.250,-2.286,-7.934,-5.820,-4.139,-9.242,-6.597,-5.327
155.145,-48.795,-39.267,-1.097,-2.216,-8.488,-6.448,-4.673,-9.555,-7.137,-5.788
