R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,64.0,0.000100,0.003000,-1550,50,1,50,1,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
308.559,-12.024,-12.068,4.085,4.776,2.074,1.049,1.572,0.427,2.922,3.399
308.570,-7.419,-10.948,3.740,4.729,2.141,1.091,1.463,0.429,2.996,3.313
308.582,-13.780,-11.313,3.743,4.673,1.816,0.755,1.325,0.134,2.691,3.197
308.593,-15.662,-12.179,3.818,4.615,1.615,0.552,1.159,0.041,2.523,3.052
308.604,-8.508,-11.895,3.865,4.569,1.627,0.558,1.011,0.130,2.568,2.934
308.615,-9.984,-10.868,3.597,4.518,1.519,0.432,0.908,0.012,2.478,2.858
308.626,-2.466,-9.085,3.264,4.444,1.688,0.579,0.834,0.129,2.650,2.805
308.637,-2.337,-7.122,3.022,4.366,1.662,0.533,0.794,0.073,2.626,2.781
308.648,4.220,-3.877,3.396,4.297,1.862,0.744,0.810,0.454,2.855,2.815
308.659,3.397,-1.804,3.603,4.250,1.802,0.693,0.827,0.560,2.830,2.857
308.670,6.758,0.688,3.633,4.207,1.986,0.873,0.883,0.812,3.031,2.937
308.681,11.945,3.648,3.260,4.152,2.260,1.112,0.980,0.941,3.282,3.049
308.693,11.621,6.385,3.087,4.090,2.451,1.279,1.113,1.053,3.451,3.190
308.704,14.415,8.906,2.777,4.017,2.738,1.544,1.265,1.269,3.707,3.342
308.715,11.108,10.014,2.499,3.937,2.832,1.608,1.404,1.231,3.755,3.472
308.726,12.848,11.012,2.365,3.852,3.058,1.797,1.542,1.272,3.922,3.596
308.737,9.162,10.704,2.166,3.749,3.062,1.775,1.654,1.161,3.868,3.681
308.749,9.183,10.361,2.280,3.654,3.190,1.902,1.761,1.342,3.962,3.760
308.760,7.708,9.625,2.424,3.572,3.226,1.935,1.847,1.422,3.965,3.820
308.771,8.781,9.516,2.491,3.505,3.381,2.084,1.945,1.593,4.084,3.892
308.782,4.092,8.196,2.434,3.441,3.320,2.011,2.007,1.517,3.984,3.928
308.793,5.572,7.439,2.284,3.374,3.449,2.117,2.066,1.553,4.058,3.958
308.804,3.588,6.279,1.987,3.299,3.440,2.081,2.106,1.419,3.985,3.962
308.814,8.870,6.389,1.756,3.212,3.651,2.273,2.169,1.559,4.133,3.983
308.825,13.502,8.074,1.560,3.114,3.901,2.500,2.287,1.704,4.305,4.050
308.835,12.409,9.409,1.601,3.017,3.999,2.585,2.420,1.749,4.331,4.129
308.846,10.846,9.796,1.710,2.928,4.080,2.651,2.541,1.771,4.338,4.195
308.857,12.375,10.525,1.873,2.860,4.286,2.850,2.675,1.972,4.481,4.278
308.868,10.337,10.646,2.206,2.811,4.350,2.921,2.801,2.115,4.500,4.356
308.880,11.151,10.995,2.180,2.780,4.559,3.114,2.935,2.269,4.645,4.446
308.891,9.358,10.457,2.129,2.751,4.595,3.127,3.040,2.207,4.610,4.506
308.902,4.949,9.307,1.666,2.697,4.588,3.071,3.123,1.932,4.496,4.532
308.914,4.681,7.800,1.673,2.629,4.625,3.094,3.178,1.920,4.457,4.522
308.925,3.338,6.361,1.758,2.566,4.633,3.082,3.221,1.837,4.382,4.501
308.936,1.645,5.086,2.330,2.536,4.627,3.097,3.256,2.003,4.348,4.483
308.947,-1.321,3.707,2.412,2.534,4.615,3.061,3.271,1.903,4.275,4.457
308.958,0.691,2.433,2.511,2.539,4.661,3.087,3.265,1.885,4.266,4.413
308.969,-1.707,1.309,2.531,2.544,4.588,2.997,3.256,1.773,4.145,4.367
308.980,-1.717,0.481,1.674,2.518,4.649,2.981,3.244,1.439,4.087,4.307
308.991,0.680,-0.023,0.388,2.420,4.754,3.009,3.236,1.129,4.043,4.223
309.002,0.593,0.276,-0.501,2.260,4.864,3.068,3.264,0.953,4.002,4.147
309.013,4.732,1.436,-0.300,2.098,5.061,3.254,3.317,1.093,4.082,4.094
309.024,5.502,2.366,-0.056,1.953,5.128,3.309,3.378,1.102,4.035,4.051
309.035,4.124,3.310,0.281,1.842,5.185,3.370,3.452,1.200,4.003,4.032
309.046,11.050,5.130,1.152,1.778,5.458,3.670,3.553,1.649,4.224,4.056
309.057,6.999,6.361,1.836,1.770,5.453,3.671,3.663,1.714,4.165,4.109
309.068,5.112,6.285,1.957,1.777,5.471,3.691,3.739,1.790,4.133,4.132
309.079,4.007,5.371,1.881,1.789,5.491,3.689,3.785,1.735,4.082,4.129
309.090,2.987,4.754,1.862,1.801,5.539,3.713,3.832,1.699,4.058,4.125
309.101,3.378,4.206,2.552,1.827,5.545,3.749,3.870,1.921,4.052,4.119
309.112,5.368,4.436,3.312,1.901,5.609,3.848,3.923,2.240,4.127,4.148
309.123,6.962,5.000,3.438,1.995,5.717,3.953,3.990,2.401,4.217,4.200
309.134,8.119,6.030,2.849,2.063,5.920,4.102,4.084,2.374,4.339,4.268
309.145,12.365,7.449,2.647,2.111,6.155,4.324,4.198,2.585,4.523,4.349
309.156,10.609,8.664,2.548,2.148,6.263,4.427,4.333,2.714,4.583,4.443
309.167,14.714,10.266,2.385,2.174,6.574,4.708,4.488,2.902,4.812,4.551
309.178,16.434,12.108,2.190,2.186,6.863,4.960,4.673,3.024,5.001,4.681
309.189,23.816,15.281,2.397,2.194,7.318,5.426,4.917,3.551,5.393,4.864
309.200,29.177,19.063,2.266,2.205,7.791,5.875,5.220,3.905,5.761,5.102
309.211,36.519,23.968,1.500,2.186,8.511,6.495,5.608,4.102,6.274,5.404
309.222,45.220,29.509,0.662,2.114,9.310,7.190,6.078,4.334,6.825,5.755
309.233,49.434,35.295,0.052,2.013,10.075,7.879,6.645,4.650,7.341,6.177
309.245,55.378,41.237,0.120,1.915,10.937,8.724,7.293,5.347,7.993,6.666
309.256,58.866,46.228,-0.357,1.803,11.775,9.482,7.974,5.683,8.535,7.165
309.267,65.298,51.849,-0.501,1.684,12.799,10.456,8.734,6.339,9.267,7.723
309.279,70.733,57.176,-0.902,1.550,13.856,11.461,9.559,6.992,10.000,8.318
309.290,71.290,61.768,-0.820,1.421,14.767,12.370,10.425,7.723,10.618,8.936
309.301,73.011,65.114,-0.643,1.301,15.688,13.302,11.299,8.504,11.240,9.546
309.312,75.436,67.966,-0.360,1.203,16.608,14.227,12.158,9.246,11.845,10.131
309.323,75.647,70.382,0.044,1.129,17.507,15.110,13.038,9.853,12.400,10.727
309.333,72.915,71.494,0.439,1.084,18.306,15.897,13.891,10.378,12.855,11.291
309.344,72.005,71.813,0.662,1.057,19.134,16.720,14.732,10.950,13.338,11.834
309.354,66.194,70.747,0.408,1.026,19.882,17.419,15.558,11.225,13.681,12.344
309.366,65.432,69.121,0.111,0.978,20.735,18.238,16.389,11.660,14.124,12.834
309.377,60.569,67.048,-0.013,0.927,21.462,18.934,17.198,11.965,14.428,13.285
309.388,57.439,64.401,0.048,0.872,22.181,19.630,17.966,12.290,14.718,13.679
309.400,50.720,60.729,0.294,0.837,22.692,20.139,18.683,12.497,14.821,14.016
309.410,46.077,56.412,0.436,0.815,23.178,20.612,19.294,12.627,14.888,14.243
309.421,38.890,51.607,0.406,0.795,23.591,20.992,19.851,12.593,14.859,14.409
309.432,27.554,45.148,0.604,0.780,23.777,21.172,20.335,12.459,14.633,14.497
309.444,19.684,37.830,1.207,0.789,23.891,21.300,20.709,12.349,14.368,14.481
309.455,3.802,28.768,1.555,0.827,23.689,21.094,20.949,11.866,13.792,14.344
309.466,-7.592,18.336,1.544,0.868,23.451,20.831,21.033,11.269,13.173,14.056
309.477,-20.995,7.306,1.760,0.907,23.038,20.398,20.982,10.532,12.400,13.639
309.489,-32.097,-3.885,2.213,0.969,22.523,19.883,20.794,9.814,11.575,13.108
309.500,-49.015,-16.416,2.252,1.042,21.700,19.036,20.438,8.710,10.448,12.426
309.511,-56.976,-28.586,1.786,1.096,21.051,18.314,19.946,7.590,9.464,11.620
309.523,-70.739,-40.461,1.472,1.124,20.137,17.329,19.346,6.246,8.235,10.716
309.534,-80.345,-52.139,1.910,1.161,19.096,16.306,18.614,5.176,7.001,9.707
309.545,-88.957,-62.848,2.683,1.232,17.950,15.173,17.764,4.027,5.707,8.623
309.556,-95.662,-72.437,2.963,1.325,16.828,14.047,16.841,2.871,4.463,7.504
309.567,-101.267,-81.181,2.532,1.404,15.718,12.867,15.837,1.489,3.193,6.328
309.578,-104.905,-88.085,2.059,1.454,14.670,11.753,14.797,0.209,2.008,5.136
309.589,-110.232,-94.645,2.205,1.500,13.389,10.465,13.685,-1.031,0.683,3.902
309.600,-114.842,-100.423,2.780,1.567,12.055,9.163,12.519,-2.125,-0.610,2.656
309.611,-118.032,-105.808,3.333,1.658,10.675,7.779,11.287,-3.361,-1.937,1.389
309.622,-121.491,-110.523,3.913,1.782,9.291,6.402,10.046,-4.512,-3.206,0.164
309.632,-125.324,-114.929,3.553,1.896,8.000,5.027,8.800,-5.892,-4.439,-1.034
309.643,-121.788,-117.476,3.237,1.981,6.898,3.839,7.519,-7.063,-5.467,-2.245
309.653,-115.407,-117.447,3.000,2.040,5.846,2.751,6.284,-7.970,-6.377,-3.388
309.664,-116.425,-117.220,4.095,2.138,4.434,1.439,5.054,-8.668,-7.460,-4.476
309.675,-110.082,-115.383,4.542,2.267,3.384,0.370,3.832,-9.424,-8.260,-5.509
309.686,-105.012,-112.919,4.900,2.412,2.274,-0.750,2.633,-10.171,-9.074,-6.481
309.697,-100.394,-109.611,5.026,2.560,1.211,-1.837,1.460,-10.895,-9.826,-7.394
309.708,-93.064,-104.877,5.142,2.705,0.439,-2.709,0.378,-11.584,-10.343,-8.188
309.720,-81.217,-98.704,5.123,2.843,-0.184,-3.420,-0.627,-12.051,-10.682,-8.884
309.731,-73.057,-91.763,5.113,2.981,-0.868,-4.150,-1.552,-12.411,-11.024,-9.474
309.742,-64.906,-84.105,5.054,3.102,-1.379,-4.727,-2.375,-12.658,-11.207,-9.949
309.753,-52.946,-75.503,4.899,3.207,-1.691,-5.098,-3.087,-12.672,-11.183,-10.303
309.764,-45.983,-66.714,4.974,3.319,-2.035,-5.480,-3.656,-12.639,-11.161,-10.497
309.774,-29.394,-56.484,4.489,3.403,-1.907,-5.482,-4.094,-12.464,-10.772,-10.563
309.784,-18.058,-45.587,3.815,3.442,-1.773,-5.472,-4.395,-12.278,-10.396,-10.506
309.795,-9.119,-34.678,3.074,3.433,-1.453,-5.377,-4.580,-12.276,-9.966,-10.357
309.806,-2.246,-25.242,3.715,3.433,-1.402,-5.350,-4.705,-11.835,-9.605,-10.144
309.816,-2.967,-18.313,3.992,3.469,-1.548,-5.506,-4.812,-11.532,-9.413,-9.899
309.827,1.134,-12.465,4.227,3.515,-1.477,-5.466,-4.889,-11.084,-9.026,-9.622
309.838,8.147,-6.469,4.924,3.587,-1.335,-5.302,-4.908,-10.382,-8.511,-9.280
309.849,17.759,0.090,5.185,3.674,-1.064,-5.015,-4.851,-9.582,-7.875,-8.858
309.859,21.228,6.358,5.357,3.771,-0.810,-4.806,-4.728,-9.006,-7.324,-8.375
309.870,23.653,11.681,5.300,3.863,-0.487,-4.561,-4.567,-8.481,-6.749,-7.861
309.881,21.862,15.136,5.290,3.951,-0.297,-4.424,-4.392,-8.015,-6.291,-7.345
309.893,24.425,17.842,5.398,4.026,0.070,-4.158,-4.209,-7.539,-5.720,-6.835
309.904,27.191,20.604,5.670,4.125,0.467,-3.853,-3.995,-6.996,-5.111,-6.292
309.915,28.312,22.837,5.649,4.211,0.835,-3.573,-3.765,-6.478,-4.542,-5.748
309.927,34.502,25.829,5.647,4.287,1.345,-3.123,-3.489,-5.744,-3.822,-5.173
309.938,38.813,29.392,6.326,4.392,1.787,-2.686,-3.160,-4.908,-3.115,-4.543
309.949,42.680,32.853,6.327,4.504,2.245,-2.274,-2.800,-4.190,-2.443,-3.890
309.961,49.245,37.266,6.335,4.618,2.910,-1.657,-2.364,-3.290,-1.582,-3.175
309.972,52.342,41.929,6.247,4.717,3.618,-1.048,-1.861,-2.527,-0.757,-2.414
309.983,55.982,45.950,6.999,4.838,4.219,-0.441,-1.326,-1.555,0.059,-1.628
309.995,61.199,50.312,7.060,4.976,5.043,0.296,-0.737,-0.651,0.994,-0.796
310.006,60.932,53.807,7.158,5.105,5.721,0.903,-0.119,0.135,1.777,0.041
310.017,56.700,55.029,7.571,5.246,6.195,1.347,0.459,0.828,2.387,0.828
310.028,57.094,55.417,7.691,5.393,6.806,1.898,1.023,1.563,3.095,1.587
310.040,53.758,55.227,7.642,5.531,7.347,2.374,1.579,2.199,3.710,2.319
310.051,48.291,53.508,7.505,5.659,7.837,2.706,2.072,2.509,4.167,2.968
310.062,43.041,51.042,7.162,5.761,8.368,3.054,2.536,2.772,4.616,3.563
310.073,39.072,47.706,6.946,5.839,8.812,3.362,2.939,3.076,5.008,4.074
310.084,35.885,44.008,6.405,5.884,9.260,3.631,3.302,3.252,5.338,4.517
310.095,33.157,40.757,5.785,5.893,9.746,3.929,3.651,3.425,5.670,4.919
310.106,28.032,37.519,5.461,5.876,10.116,4.139,3.975,3.547,5.892,5.272
310.117,26.629,34.418,5.239,5.846,10.531,4.415,4.269,3.765,6.165,5.577
310.128,20.594,30.703,4.756,5.798,10.852,4.498,4.525,3.616,6.231,5.825
310.139,13.415,25.753,4.249,5.722,11.088,4.452,4.703,3.269,6.154,5.973
310.150,6.293,20.069,4.696,5.645,11.001,4.298,4.797,3.181,5.970,6.031
310.160,-1.852,13.889,5.107,5.604,10.861,4.066,4.810,3.000,5.732,6.024
310.172,-7.454,7.816,5.102,5.576,10.732,3.825,4.751,2.797,5.499,5.953
310.183,-14.338,1.549,5.484,5.562,10.473,3.459,4.614,2.497,5.157,5.813
310.194,-18.789,-4.594,5.629,5.571,10.196,3.059,4.398,2.167,4.806,5.614
310.206,-23.785,-10.148,5.500,5.575,9.948,2.642,4.137,1.767,4.449,5.375
310.217,-28.730,-15.632,6.176,5.596,9.505,2.146,3.806,1.492,4.038,5.086
310.228,-34.327,-21.170,6.383,5.647,9.032,1.541,3.397,1.028,3.552,4.748
310.240,-36.015,-25.697,7.285,5.729,8.580,1.003,2.942,0.738,3.169,4.397
310.251,-40.407,-29.967,7.218,5.831,8.080,0.332,2.436,0.230,2.687,4.024
310.262,-41.907,-33.692,7.285,5.919,7.617,-0.261,1.916,-0.123,2.296,3.648
310.273,-44.605,-37.233,7.842,6.023,6.991,-0.981,1.337,-0.511,1.814,3.243
310.284,-42.711,-39.232,8.487,6.160,6.462,-1.572,0.735,-0.686,1.501,2.857
310.295,-43.310,-40.527,8.399,6.305,5.965,-2.236,0.124,-1.042,1.145,2.489
310.307,-38.917,-40.370,8.027,6.425,5.699,-2.757,-0.474,-1.354,0.938,2.143
310.318,-34.046,-39.060,7.380,6.506,5.675,-3.212,-1.025,-1.812,0.794,1.845
310.329,-33.624,-37.353,6.370,6.534,5.635,-3.725,-1.538,-2.368,0.577,1.574
310.341,-28.506,-34.868,5.012,6.474,5.889,-4.016,-1.997,-2.800,0.542,1.320
310.352,-20.532,-31.334,4.568,6.377,6.049,-4.218,-2.395,-2.913,0.579,1.116
310.363,-14.670,-27.268,3.919,6.242,6.177,-4.459,-2.728,-3.070,0.558,0.961
310.375,-9.287,-22.163,3.200,6.079,6.445,-4.590,-2.975,-3.156,0.627,0.879
310.386,-2.935,-16.387,2.898,5.889,6.791,-4.546,-3.133,-2.958,0.848,0.869
310.397,3.101,-10.333,2.339,5.682,7.221,-4.433,-3.212,-2.721,1.113,0.925
310.409,13.150,-3.810,2.374,5.477,7.742,-4.161,-3.213,-2.248,1.526,1.053
310.420,18.197,2.292,2.897,5.300,8.118,-4.014,-3.157,-1.864,1.820,1.247
310.431,23.399,7.929,2.976,5.147,8.591,-3.827,-3.055,-1.487,2.157,1.493
310.443,31.936,14.601,2.670,4.992,9.388,-3.385,-2.847,-0.937,2.724,1.830
310.454,39.672,21.716,2.666,4.843,10.202,-2.880,-2.547,-0.284,3.334,2.247
310.465,46.178,29.081,3.152,4.724,11.014,-2.268,-2.148,0.581,4.041,2.762
310.477,49.857,35.143,3.376,4.636,11.847,-1.762,-1.720,1.225,4.640,3.306
310.488,53.089,40.701,4.141,4.584,12.557,-1.195,-1.246,2.108,5.296,3.896
310.499,53.309,44.918,4.614,4.585,13.288,-0.686,-0.759,2.873,5.905,4.513
310.511,58.909,48.794,4.682,4.594,14.362,-0.041,-0.244,3.587,6.634,5.143
310.522,57.316,51.686,5.334,4.620,15.200,0.427,0.287,4.184,7.178,5.781
310.533,56.883,53.421,5.985,4.698,15.994,0.917,0.803,4.886,7.759,6.417
310.544,58.296,54.915,6.611,4.801,16.846,1.481,1.330,5.685,8.413,7.063
310.556,56.126,55.625,7.039,4.935,17.425,1.936,1.843,6.516,8.964,7.700
310.567,53.257,55.017,6.900,5.056,18.274,2.300,2.320,6.966,9.408,8.279
310.578,50.319,53.863,6.851,5.160,19.238,2.679,2.789,7.358,9.844,8.822
310.589,49.906,52.541,7.116,5.276,20.205,3.078,3.234,7.803,10.298,9.335
310.601,43.549,50.092,6.996,5.378,21.093,3.262,3.646,7.950,10.522,9.793
310.612,38.120,47.132,6.603,5.456,22.176,3.516,4.018,8.090,10.792,10.180
310.622,39.782,44.462,6.277,5.512,23.341,3.882,4.363,8.372,11.148,10.511
310.634,29.412,40.842,6.257,5.558,24.127,3.898,4.692,8.347,11.145,10.807
310.645,25.413,36.636,6.229,5.594,25.213,4.061,4.963,8.400,11.279,11.026
310.656,19.027,31.714,5.757,5.612,26.251,4.043,5.178,8.225,11.221,11.166
310.668,14.303,26.772,5.492,5.603,27.186,4.036,5.354,8.153,11.155,11.237
310.679,4.727,20.934,4.936,5.568,28.156,3.846,5.471,7.804,10.893,11.220
310.690,-1.798,14.846,4.039,5.495,29.400,3.694,5.537,7.395,10.641,11.112
310.702,-5.468,9.268,3.809,5.387,30.629,3.602,5.578,7.118,10.423,10.941
310.713,-7.600,4.629,4.049,5.290,31.918,3.525,5.589,6.899,10.229,10.745
310.724,-8.329,0.302,4.106,5.204,33.417,3.343,5.553,6.514,9.954,10.508
310.736,-10.046,-3.197,3.681,5.113,35.071,3.106,5.507,6.061,9.631,10.254
310.747,-11.110,-5.851,3.578,5.015,36.625,2.890,5.464,5.761,9.331,9.992
310.758,-17.307,-8.720,3.661,4.925,38.008,2.508,5.391,5.394,8.890,9.705
310.770,-17.502,-11.243,3.935,4.861,39.646,2.237,5.271,5.205,8.611,9.405
310.781,-21.055,-13.629,4.669,4.832,41.052,1.808,5.098,5.029,8.242,9.097
310.792,-19.069,-15.258,5.160,4.850,42.946,1.440,4.864,4.939,8.029,8.804
310.804,-17.278,-16.236,5.683,4.892,44.810,0.984,4.597,4.915,7.809,8.532
310.815,-14.865,-16.590,5.620,4.945,47.813,0.442,4.299,4.625,7.584,8.277
310.826,-15.335,-16.576,5.424,4.984,51.394,-0.202,4.000,4.257,7.315,8.039
310.838,-19.168,-16.819,5.245,5.004,55.335,-0.971,3.686,3.883,6.984,7.796
310.849,-17.856,-16.895,5.111,5.020,59.886,-1.654,3.334,3.768,6.838,7.555
310.860,-17.468,-16.883,4.921,5.018,65.396,-2.465,2.961,3.613,6.662,7.316
310.872,-13.632,-16.249,4.844,5.006,72.314,-3.390,2.561,3.468,6.519,7.091
310.883,-16.120,-16.024,4.210,4.972,81.792,-4.652,2.135,3.013,6.219,6.867
310.894,-14.467,-15.671,3.950,4.906,93.474,-5.999,1.693,2.804,6.053,6.639
310.906,-8.713,-14.052,3.518,4.826,109.348,-7.564,1.232,2.722,6.026,6.451
310.917,-4.544,-11.720,3.478,4.749,130.474,-9.748,0.674,2.747,6.001,6.315
310.928,2.242,-7.923,3.495,4.681,162.651,-12.823,-0.068,2.909,6.149,6.257
310.940,9.423,-3.308,3.347,4.613,217.278,-17.918,-1.191,3.027,6.335,6.267
310.951,11.183,1.159,3.541,4.550,322.123,-28.189,-3.365,3.190,6.445,6.331
310.962,21.796,6.330,3.807,4.499,624.083,-57.877,-9.823,3.703,6.844,6.459
310.973,38.417,14.785,4.058,4.462,13465.493,-1313.707,-286.504,4.468,7.629,6.757
310.985,47.241,23.945,3.999,4.428,-685.338,71.514,18.884,5.123,8.234,7.168
310.996,58.250,33.487,3.999,4.402,-331.192,37.459,11.622,5.948,8.984,7.677
311.007,59.195,41.866,4.012,4.370,-216.875,26.607,9.493,6.626,9.587,8.251
311.018,51.430,45.590,3.483,4.336,-164.056,21.129,8.531,6.671,9.833,8.750
311.029,29.917,42.910,3.227,4.246,-125.294,16.789,7.622,6.452,9.680,9.087
311.041,-6.238,29.195,3.653,4.187,-101.031,13.551,6.910,5.647,8.800,9.073
311.053,-31.867,9.235,3.733,4.159,-84.608,11.190,6.182,4.773,7.822,8.707
311.064,-57.742,-12.813,4.017,4.133,-73.600,9.083,5.352,3.540,6.559,8.056
311.076,-78.224,-35.103,4.225,4.144,-65.612,7.291,4.472,2.196,5.213,7.166
311.088,-81.087,-52.228,4.016,4.131,-60.415,5.981,3.543,0.912,4.178,6.164
311.098,-77.068,-60.411,3.957,4.126,-56.054,5.173,2.838,0.252,3.493,5.345
311.109,-70.435,-64.621,3.987,4.101,-51.442,4.426,2.130,-0.367,2.853,4.477
311.121,-64.258,-65.542,4.416,4.105,-47.182,3.788,1.552,-0.834,2.240,3.690
311.133,-56.547,-63.371,4.663,4.144,-43.680,3.341,1.116,-1.229,1.764,3.014
311.144,-47.971,-58.412,4.409,4.180,-40.897,3.066,0.799,-1.574,1.453,2.465
311.156,-44.895,-53.536,4.020,4.172,-38.921,2.691,0.504,-2.106,1.058,1.974
311.168,-53.474,-51.929,4.047,4.140,-37.630,2.037,0.159,-2.956,0.384,1.454
311.180,-60.404,-54.156,4.712,4.146,-35.779,1.389,-0.239,-3.512,-0.321,0.867
311.192,-65.363,-57.923,5.127,4.215,-34.305,0.751,-0.656,-4.152,-1.057,0.237
311.203,-68.454,-61.282,4.897,4.281,-33.206,0.200,-1.093,-4.820,-1.710,-0.404
311.215,-69.779,-64.222,4.475,4.319,-32.447,-0.364,-1.568,-5.571,-2.367,-1.066
311.227,-73.217,-67.503,3.912,4.318,-32.007,-1.065,-2.104,-6.473,-3.152,-1.770
311.238,-66.630,-67.859,3.274,4.267,-31.431,-1.445,-2.621,-7.076,-3.596,-2.433
311.250,-62.578,-66.311,2.573,4.160,-31.154,-1.882,-3.118,-7.798,-4.078,-3.055
311.262,-52.493,-62.055,2.067,4.004,-30.476,-2.101,-3.535,-8.136,-4.323,-3.576
311.274,-41.534,-55.790,1.903,3.836,-29.464,-2.209,-3.850,-8.175,-4.448,-3.984
311.285,-36.773,-49.825,2.132,3.722,-28.660,-2.290,-4.062,-8.167,-4.541,-4.268
311.296,-30.002,-44.445,2.700,3.647,-27.644,-2.319,-4.218,-7.978,-4.585,-4.498
311.307,-27.413,-39.304,2.900,3.602,-26.868,-2.403,-4.314,-7.931,-4.685,-4.667
311.318,-22.681,-34.333,2.760,3.561,-26.235,-2.359,-4.369,-7.903,-4.653,-4.788
311.330,-13.406,-28.767,2.210,3.491,-25.662,-2.183,-4.372,-7.843,-4.478,-4.845
311.341,-10.197,-23.606,2.173,3.407,-25.028,-2.132,-4.331,-7.752,-4.423,-4.850
311.352,-2.636,-17.459,2.313,3.334,-24.135,-1.803,-4.203,-7.371,-4.085,-4.763
311.363,-1.002,-12.411,3.004,3.301,-23.198,-1.650,-4.033,-6.984,-3.924,-4.632
311.375,5.981,-7.421,3.117,3.297,-22.244,-1.296,-3.812,-6.509,-3.559,-4.447
311.386,9.743,-2.381,2.962,3.284,-21.643,-0.985,-3.546,-6.293,-3.233,-4.209
311.397,14.675,2.552,2.358,3.240,-21.009,-0.604,-3.249,-6.016,-2.830,-3.932
311.408,19.217,7.445,2.364,3.174,-20.274,-0.184,-2.919,-5.632,-2.383,-3.614
311.419,23.421,12.049,1.944,3.106,-19.686,0.215,-2.575,-5.358,-1.953,-3.278
311.431,30.289,18.121,1.946,3.005,-18.672,0.766,-2.131,-4.754,-1.359,-2.838
311.441,30.481,21.923,1.738,2.939,-18.145,1.085,-1.741,-4.518,-1.007,-2.448
311.451,32.796,25.111,1.484,2.863,-17.374,1.495,-1.335,-4.044,-0.561,-2.039
311.461,31.946,27.677,1.051,2.768,-16.953,1.847,-0.945,-3.879,-0.173,-1.643
311.471,36.615,30.020,0.970,2.664,-16.188,2.310,-0.558,-3.378,0.325,-1.247
311.483,35.506,32.278,0.858,2.552,-15.561,2.638,-0.099,-3.067,0.699,-0.778
311.495,30.947,32.397,0.818,2.443,-15.106,2.872,0.312,-2.911,0.975,-0.353
311.506,26.112,30.568,0.444,2.328,-14.694,3.037,0.652,-2.788,1.182,-0.001
311.519,24.931,28.643,-0.023,2.180,-14.515,3.249,0.948,-2.887,1.432,0.306
311.530,23.571,27.294,-0.494,2.046,-14.145,3.447,1.203,-2.728,1.658,0.569
311.541,22.492,25.985,-1.327,1.880,-13.973,3.629,1.429,-2.770,1.865,0.801
311.553,20.228,24.503,-1.616,1.699,-13.717,3.745,1.625,-2.715,2.004,1.002
311.564,16.811,22.529,-2.278,1.497,-13.516,3.800,1.775,-2.711,2.079,1.155
311.575,13.273,20.359,-2.743,1.279,-13.355,3.811,1.883,-2.744,2.106,1.264
311.586,9.652,17.515,-3.285,1.041,-13.303,3.751,1.932,-2.885,2.060,1.310
311.597,8.947,15.205,-3.711,0.785,-13.124,3.756,1.948,-2.888,2.076,1.323
311.608,4.447,12.095,-2.841,0.561,-12.986,3.557,1.922,-2.901,1.888,1.293
311.619,3.451,9.002,-2.005,0.373,-12.615,3.458,1.887,-2.700,1.805,1.254
311.629,1.008,6.849,-1.163,0.256,-12.270,3.354,1.855,-2.464,1.712,1.221
311.641,-4.093,3.405,0.053,0.204,-12.164,3.126,1.790,-2.525,1.504,1.159
311.653,-6.642,-0.279,0.840,0.231,-11.994,2.918,1.696,-2.498,1.320,1.072
311.664,-11.914,-3.747,1.301,0.299,-11.892,2.674,1.587,-2.531,1.103,0.973
311.676,-12.762,-7.397,1.684,0.390,-11.808,2.466,1.436,-2.584,0.924,0.835
311.688,-12.412,-9.232,2.029,0.500,-11.564,2.322,1.306,-2.437,0.811,0.720
311.699,-16.069,-11.616,2.651,0.636,-11.437,2.045,1.154,-2.385,0.568,0.586
311.709,-15.987,-13.266,2.856,0.765,-11.487,1.862,1.013,-2.549,0.415,0.463
311.721,-14.835,-13.644,2.597,0.887,-11.469,1.759,0.875,-2.683,0.348,0.346
311.733,-13.074,-13.559,2.790,1.007,-11.350,1.675,0.751,-2.680,0.299,0.243
311.744,-11.354,-12.815,3.067,1.144,-11.279,1.624,0.656,-2.747,0.286,0.173
311.756,-11.961,-11.975,3.365,1.297,-11.083,1.549,0.579,-2.616,0.252,0.124
311.768,-11.112,-11.917,3.750,1.441,-11.016,1.456,0.491,-2.615,0.193,0.061
311.779,-14.903,-12.571,4.382,1.602,-11.048,1.204,0.388,-2.677,-0.020,-0.013
311.790,-15.960,-13.757,5.044,1.800,-10.935,1.005,0.267,-2.539,-0.175,-0.100
311.802,-18.910,-15.095,4.971,1.988,-11.061,0.767,0.133,-2.733,-0.367,-0.199
311.813,-16.873,-16.069,5.012,2.163,-11.132,0.637,-0.009,-2.894,-0.451,-0.306
311.824,-19.599,-16.866,5.403,2.352,-11.154,0.423,-0.141,-2.929,-0.616,-0.399
