R
Px,Ix,Dx,Py,Iy,Dy,Pz,Iz,FFrx,FFry,FFdrx,FFdry,satI,satPID,DTermC,GparamC,AparamC,KFQAng,KFQbias,KFRmeas,CPx,CIx,CPy,CIy,CsatI,CsatPID,CFFdrx,CFFdry,CFalpha
175,25,1900,200,25,2100,500,150,0,0,0,0,7,75,10,10.0,32.0,0.000100,0.003000,20,50,0,30,0,50,375,0,0,0.995
sysTime,GPT1X,GPT2X,aPT1R,aPT2R,aKFRawR,aKFPT10R,aKFPT11R,aCFRawR,aCFPT10R,aCFPT11R
94.284,-44.091,-43.798,-1.727,-3.876,-5.991,-4.453,-3.339,-3.753,-2.884,-1.580
94.295,-44.679,-43.887,-0.701,-3.552,-6.381,-4.901,-3.816,-4.031,-3.315,-2.055
94.306,-44.526,-43.986,-0.283,-3.190,-6.772,-5.323,-4.278,-4.350,-3.706,-2.500
94.317,-43.273,-43.943,1.196,-2.729,-7.117,-5.736,-4.714,-4.535,-4.067,-2.898
94.328,-40.717,-43.479,0.575,-2.269,-7.495,-6.087,-5.137,-4.921,-4.357,-3.272
94.339,-37.621,-41.791,-0.357,-2.036,-7.847,-6.376,-5.538,-5.363,-4.601,-3.641
94.350,-36.330,-40.214,0.330,-1.817,-8.167,-6.728,-5.922,-5.590,-4.904,-3.985
94.361,-33.551,-38.506,0.142,-1.589,-8.459,-7.017,-6.278,-5.846,-5.137,-4.295
94.373,-34.177,-37.013,0.543,-1.377,-8.735,-7.327,-6.610,-6.014,-5.389,-4.575
94.384,-35.921,-36.410,1.304,-1.086,-9.081,-7.699,-6.950,-6.259,-5.686,-4.849
94.395,-38.223,-36.744,1.067,-0.777,-9.468,-8.125,-7.311,-6.507,-6.028,-5.136
94.407,-41.563,-37.914,1.045,-0.589,-10.000,-8.630,-7.714,-7.030,-6.455,-5.471
94.418,-47.872,-40.282,1.316,-0.400,-10.575,-9.249,-8.158,-7.456,-6.988,-5.841
94.429,-53.196,-43.982,1.495,-0.187,-11.231,-9.908,-8.672,-8.028,-7.549,-6.270
94.441,-59.275,-48.134,2.003,0.018,-11.893,-10.616,-9.233,-8.518,-8.152,-6.740
94.452,-63.856,-52.585,3.954,0.407,-12.533,-11.317,-9.836,-8.936,-8.717,-7.224
94.463,-68.176,-57.119,3.642,0.844,-13.245,-12.049,-10.482,-9.483,-9.297,-7.735
94.475,-73.731,-61.632,3.423,1.165,-14.098,-12.875,-11.177,-10.257,-9.973,-8.297
94.486,-79.170,-66.582,3.644,1.431,-15.003,-13.802,-11.948,-10.988,-10.742,-8.930
94.497,-81.624,-71.082,2.130,1.588,-15.938,-14.647,-12.749,-11.949,-11.432,-9.595
94.509,-85.263,-75.097,0.776,1.527,-16.892,-15.549,-13.586,-12.874,-12.192,-10.311
94.520,-87.359,-78.784,1.200,1.445,-17.787,-16.478,-14.459,-13.577,-12.974,-11.059
94.531,-86.049,-81.252,2.970,1.529,-18.514,-17.294,-15.317,-13.987,-13.620,-11.765
94.543,-87.463,-83.038,3.703,1.734,-19.367,-18.159,-16.160,-14.648,-14.291,-12.434
94.554,-84.792,-83.744,4.380,2.019,-20.094,-18.892,-16.991,-15.174,-14.816,-13.075
94.565,-83.740,-84.132,4.168,2.257,-20.932,-19.701,-17.804,-15.871,-15.412,-13.692
94.577,-80.724,-83.091,4.181,2.466,-21.530,-20.300,-18.556,-16.271,-15.794,-14.243
94.588,-75.177,-81.173,4.191,2.674,-22.064,-20.841,-19.266,-16.589,-16.115,-14.746
94.600,-71.380,-78.649,3.988,2.878,-22.601,-21.359,-19.919,-16.952,-16.408,-15.185
94.611,-68.228,-75.711,4.184,3.061,-23.093,-21.858,-20.527,-17.223,-16.682,-15.576
94.622,-63.623,-72.289,4.165,3.200,-23.515,-22.275,-21.091,-17.450,-16.875,-15.924
94.634,-60.184,-69.018,5.620,3.401,-23.875,-22.689,-21.600,-17.499,-17.057,-16.207
94.645,-55.273,-65.095,6.974,3.789,-24.102,-22.963,-22.034,-17.409,-17.079,-16.392
94.656,-47.217,-59.925,7.596,4.216,-24.169,-23.028,-22.372,-17.243,-16.887,-16.474
94.668,-41.037,-54.540,8.938,4.767,-24.212,-23.117,-22.632,-16.953,-16.705,-16.461
94.679,-36.210,-49.174,9.174,5.299,-24.254,-23.163,-22.822,-16.740,-16.480,-16.375
94.691,-28.150,-43.277,9.252,5.801,-24.075,-22.988,-22.931,-16.310,-16.040,-16.212
94.702,-20.923,-36.924,8.790,6.199,-23.878,-22.776,-22.954,-15.906,-15.575,-15.972
94.713,-10.414,-30.272,8.480,6.475,-23.593,-22.479,-22.906,-15.427,-15.043,-15.676
94.724,-2.777,-22.516,7.768,6.678,-23.283,-22.129,-22.743,-14.985,-14.472,-15.278
94.736,6.966,-14.264,7.302,6.787,-22.789,-21.608,-22.482,-14.351,-13.749,-14.797
94.747,14.128,-5.639,6.283,6.791,-22.244,-21.007,-22.115,-13.743,-12.969,-14.230
94.759,17.631,1.703,5.936,6.732,-21.738,-20.486,-21.700,-13.115,-12.288,-13.633
94.770,18.453,7.185,5.233,6.619,-21.274,-19.991,-21.264,-12.572,-11.651,-13.031
94.781,16.632,10.698,4.183,6.380,-20.904,-19.576,-20.846,-12.171,-11.117,-12.472
94.793,18.278,13.411,3.510,6.102,-20.423,-19.073,-20.430,-11.633,-10.512,-11.931
94.804,17.767,15.298,2.993,5.794,-19.976,-18.617,-20.015,-11.120,-9.971,-11.407
94.815,20.221,16.968,2.115,5.409,-19.510,-18.115,-19.608,-10.656,-9.403,-10.911
94.826,23.004,18.639,1.892,5.046,-19.020,-17.621,-19.188,-10.125,-8.852,-10.411
94.838,22.515,20.106,0.713,4.624,-18.660,-17.197,-18.750,-9.842,-8.393,-9.914
94.849,24.219,21.229,0.268,4.179,-18.207,-16.716,-18.320,-9.418,-7.891,-9.440
94.860,25.127,22.229,-1.296,3.627,-17.860,-16.271,-17.893,-9.241,-7.449,-8.993
94.872,22.376,22.516,-1.681,3.051,-17.540,-15.934,-17.483,-8.964,-7.130,-8.579
94.883,21.019,22.107,-2.489,2.439,-17.210,-15.576,-17.102,-8.710,-6.805,-8.212
94.894,19.224,21.547,-2.264,1.877,-16.867,-15.256,-16.739,-8.356,-6.525,-7.868
94.906,18.107,20.426,-1.370,1.451,-16.547,-14.990,-16.400,-7.974,-6.293,-7.545
94.917,17.606,19.575,-0.481,1.168,-16.215,-14.689,-16.064,-7.611,-6.020,-7.219
94.928,18.381,19.124,0.949,1.092,-15.831,-14.362,-15.728,-7.141,-5.704,-6.876
94.938,18.748,19.266,1.803,1.150,-15.411,-13.976,-15.371,-6.665,-5.319,-6.505
94.949,18.684,18.874,1.184,1.151,-15.139,-13.657,-15.025,-6.490,-5.013,-6.155
94.961,16.006,18.465,0.061,1.063,-14.914,-13.363,-14.681,-6.408,-4.747,-5.823
94.972,17.273,17.900,-0.759,0.887,-14.607,-13.010,-14.362,-6.219,-4.437,-5.531
94.983,19.262,17.996,-0.653,0.722,-14.209,-12.613,-14.026,-5.863,-4.087,-5.227
94.995,16.439,17.860,-0.968,0.553,-13.998,-12.369,-13.700,-5.756,-3.897,-4.940
95.006,18.571,17.791,-0.779,0.396,-13.647,-12.026,-13.384,-5.443,-3.611,-4.667
95.017,17.642,17.865,-0.713,0.252,-13.369,-11.769,-13.063,-5.185,-3.414,-4.393
95.029,15.439,17.484,-0.106,0.160,-13.080,-11.514,-12.752,-4.891,-3.219,-4.129
95.040,14.483,16.624,-0.231,0.083,-12.820,-11.249,-12.463,-4.697,-3.015,-3.890
95.051,15.088,15.934,0.269,0.076,-12.515,-10.970,-12.178,-4.404,-2.793,-3.651
95.063,16.321,15.831,0.116,0.086,-12.188,-10.650,-11.883,-4.122,-2.531,-3.403
95.074,17.355,16.110,0.713,0.130,-11.804,-10.323,-11.575,-3.695,-2.262,-3.141
95.085,20.206,17.186,0.632,0.228,-11.378,-9.906,-11.236,-3.313,-1.900,-2.846
95.096,26.349,19.530,0.657,0.313,-10.824,-9.355,-10.853,-2.815,-1.411,-2.510
95.107,27.056,22.006,1.406,0.422,-10.347,-8.914,-10.435,-2.341,-1.031,-2.140
95.118,31.100,24.541,0.871,0.515,-9.790,-8.350,-9.993,-1.868,-0.535,-1.751
95.129,33.806,27.012,-0.225,0.514,-9.275,-7.806,-9.518,-1.487,-0.075,-1.345
95.141,33.495,29.028,-1.053,0.401,-8.845,-7.338,-9.042,-1.224,0.292,-0.955
95.152,32.057,30.389,-2.141,0.134,-8.463,-6.899,-8.580,-1.061,0.607,-0.601
95.163,32.187,30.844,-1.918,-0.118,-8.024,-6.487,-8.143,-0.700,0.891,-0.278
95.174,31.946,31.243,-1.544,-0.316,-7.618,-6.092,-7.708,-0.401,1.159,0.043
95.186,30.848,31.257,-0.950,-0.401,-7.152,-5.667,-7.270,0.013,1.464,0.373
95.197,30.841,31.515,-1.534,-0.492,-6.695,-5.189,-6.831,0.308,1.816,0.699
95.208,29.830,31.129,-2.646,-0.657,-6.312,-4.767,-6.411,0.486,2.100,0.993
95.220,26.740,30.235,-4.388,-1.007,-6.081,-4.451,-6.033,0.415,2.253,1.221
95.231,23.717,28.927,-4.484,-1.389,-5.796,-4.170,-5.690,0.542,2.363,1.403
95.242,22.109,26.913,-4.260,-1.748,-5.552,-3.953,-5.397,0.665,2.408,1.534
95.253,21.993,25.378,-3.530,-1.981,-5.219,-3.686,-5.105,0.949,2.513,1.672
95.265,16.528,23.126,-3.278,-2.142,-5.097,-3.591,-4.846,0.961,2.452,1.782
95.276,16.649,21.364,-3.883,-2.302,-4.847,-3.321,-4.604,1.021,2.564,1.873
95.287,12.282,19.162,-5.150,-2.559,-4.815,-3.226,-4.398,0.778,2.489,1.915
95.299,10.434,16.889,-5.379,-2.860,-4.727,-3.125,-4.236,0.673,2.416,1.907
95.310,7.510,14.127,-5.124,-3.143,-4.676,-3.109,-4.116,0.612,2.259,1.856
95.321,2.561,10.995,-4.626,-3.332,-4.691,-3.189,-4.035,0.546,2.017,1.776
95.332,1.435,8.273,-3.778,-3.458,-4.615,-3.168,-3.978,0.562,1.883,1.679
95.343,0.357,6.012,-4.255,-3.569,-4.603,-3.131,-3.931,0.374,1.769,1.574
95.355,3.177,4.999,-5.078,-3.700,-4.481,-2.947,-3.870,0.241,1.797,1.482
95.366,7.757,5.520,-5.576,-3.907,-4.270,-2.704,-3.776,0.234,1.877,1.414
95.377,12.488,7.001,-6.262,-4.149,-4.042,-2.464,-3.651,0.275,1.948,1.374
95.389,13.834,9.001,-7.235,-4.448,-3.849,-2.255,-3.490,0.266,1.979,1.362
95.400,16.821,11.332,-7.266,-4.740,-3.528,-1.961,-3.299,0.456,2.092,1.378
95.411,20.786,13.982,-7.967,-5.057,-3.210,-1.623,-3.077,0.553,2.243,1.420
95.423,21.645,16.258,-7.610,-5.337,-2.957,-1.382,-2.839,0.644,2.297,1.478
95.433,18.829,17.331,-7.007,-5.579,-2.836,-1.284,-2.642,0.624,2.215,1.501
95.445,16.357,17.460,-6.403,-5.737,-2.650,-1.134,-2.434,0.664,2.157,1.508
95.456,11.735,16.091,-6.580,-5.868,-2.544,-1.059,-2.271,0.618,2.029,1.472
95.468,11.186,14.179,-6.692,-6.034,-2.420,-0.970,-2.152,0.596,1.913,1.389
95.480,13.772,13.665,-6.796,-6.232,-2.234,-0.797,-2.023,0.591,1.878,1.314
95.491,13.032,13.346,-5.873,-6.329,-2.080,-0.699,-1.886,0.637,1.778,1.258
95.503,14.846,13.756,-5.276,-6.272,-1.819,-0.478,-1.722,0.782,1.819,1.246
95.515,18.864,15.119,-4.314,-6.069,-1.477,-0.206,-1.524,1.069,1.929,1.286
95.525,21.096,16.691,-3.602,-5.793,-1.202,0.011,-1.316,1.311,2.029,1.380
95.536,22.578,19.008,-3.796,-5.554,-0.884,0.316,-1.046,1.485,2.181,1.504
95.548,24.222,20.878,-3.812,-5.353,-0.616,0.618,-0.767,1.527,2.331,1.636
95.560,23.279,21.924,-3.622,-5.163,-0.400,0.879,-0.485,1.504,2.440,1.771
95.571,21.112,21.952,-3.650,-4.968,-0.221,1.066,-0.227,1.511,2.480,1.886
95.583,21.162,21.896,-3.803,-4.782,0.042,1.325,0.025,1.629,2.593,1.997
95.595,20.231,21.457,-4.388,-4.681,0.244,1.536,0.261,1.652,2.652,2.086
95.605,20.432,20.957,-5.015,-4.689,0.390,1.697,0.449,1.637,2.682,2.146
95.616,24.276,21.730,-5.719,-4.793,0.714,2.027,0.691,1.769,2.840,2.219
95.628,27.811,23.965,-6.919,-5.041,1.020,2.411,0.975,1.745,3.032,2.317
95.640,27.339,25.296,-8.113,-5.424,1.268,2.692,1.251,1.723,3.103,2.389
95.651,27.424,26.264,-9.480,-5.957,1.519,2.978,1.513,1.680,3.158,2.425
95.663,27.430,26.796,-10.711,-6.591,1.711,3.211,1.756,1.554,3.142,2.425
95.675,24.055,26.367,-11.375,-7.260,1.844,3.352,1.973,1.418,3.024,2.387
95.685,24.355,25.938,-11.566,-7.756,2.013,3.550,2.150,1.328,3.011,2.357
95.697,21.857,24.621,-10.688,-8.230,2.167,3.630,2.321,1.364,2.842,2.282
95.708,19.280,22.965,-9.093,-8.455,2.352,3.696,2.476,1.531,2.685,2.216
95.720,18.563,21.215,-7.481,-8.409,2.552,3.789,2.622,1.718,2.588,2.171
95.732,17.575,19.632,-6.079,-8.142,2.719,3.876,2.766,1.850,2.513,2.153
95.743,21.039,19.219,-5.517,-7.769,2.939,4.074,2.928,1.949,2.567,2.171
95.755,22.179,20.367,-5.389,-7.425,3.171,4.280,3.134,2.069,2.632,2.235
95.765,26.455,22.041,-5.742,-7.202,3.503,4.610,3.346,2.269,2.845,2.330
95.777,24.388,23.416,-6.259,-7.030,3.701,4.808,3.591,2.298,2.889,2.424
95.788,24.613,23.584,-6.423,-6.952,3.913,5.007,3.804,2.389,2.958,2.507
95.799,28.843,24.919,-5.905,-6.873,4.349,5.387,4.062,2.776,3.207,2.635
95.810,29.040,26.256,-4.769,-6.679,4.692,5.671,4.347,3.086,3.373,2.804
95.821,30.635,27.667,-4.615,-6.463,5.071,6.031,4.648,3.365,3.618,2.993
95.833,31.976,29.226,-5.849,-6.350,5.373,6.439,4.968,3.337,3.900,3.190
95.844,29.527,29.257,-6.264,-6.334,5.488,6.588,5.241,3.244,3.913,3.331
95.855,27.874,29.121,-5.489,-6.283,5.749,6.779,5.494,3.486,3.975,3.455
95.866,31.399,29.442,-5.691,-6.174,6.121,7.159,5.766,3.705,4.231,3.606
95.877,37.838,31.626,-7.027,-6.218,6.581,7.696,6.092,3.875,4.625,3.793
95.888,42.678,34.749,-6.833,-6.306,7.095,8.194,6.465,4.255,4.971,4.020
95.899,43.451,37.315,-6.451,-6.296,7.510,8.578,6.858,4.566,5.213,4.276
95.910,45.022,39.379,-7.954,-6.413,7.837,8.995,7.255,4.567,5.470,4.519
95.921,43.555,40.813,-8.533,-6.630,8.150,9.332,7.651,4.655,5.633,4.747
95.932,41.371,41.144,-8.953,-6.873,8.432,9.621,8.013,4.740,5.743,4.935
95.943,38.949,40.690,-9.689,-7.154,8.684,9.883,8.346,4.785,5.820,5.086
95.954,38.369,39.964,-10.300,-7.503,8.929,10.160,8.653,4.775,5.901,5.200
95.965,39.077,39.753,-9.140,-7.752,9.326,10.465,8.965,5.135,6.018,5.327
95.976,40.728,39.938,-8.943,-7.844,9.715,10.836,9.295,5.373,6.216,5.485
95.986,42.688,40.820,-9.481,-8.035,10.064,11.237,9.626,5.434,6.430,5.633
95.997,46.642,42.033,-8.223,-8.109,10.454,11.628,9.969,5.642,6.645,5.804
96.008,51.629,44.504,-8.021,-8.071,10.987,12.157,10.378,6.011,7.006,6.052
96.018,53.071,47.100,-8.396,-8.118,11.444,12.626,10.810,6.261,7.298,6.311
96.029,56.700,49.737,-7.701,-8.098,12.012,13.161,11.264,6.708,7.658,6.598
96.039,59.084,52.101,-7.849,-8.052,12.485,13.651,11.735,6.971,7.976,6.903
96.050,61.976,55.044,-8.028,-8.063,13.067,14.233,12.242,7.367,8.376,7.235
96.060,67.010,58.315,-9.101,-8.099,13.707,14.894,12.783,7.774,8.849,7.597
96.071,64.923,60.821,-9.321,-8.260,14.157,15.414,13.334,7.894,9.163,7.950
96.081,62.012,61.510,-8.734,-8.347,14.564,15.824,13.858,8.095,9.373,8.280
96.092,63.623,62.180,-9.853,-8.433,15.070,16.393,14.371,8.286,9.738,8.598
96.102,64.835,62.917,-9.618,-8.598,15.595,16.918,14.881,8.597,10.048,8.900
96.113,64.287,63.332,-9.559,-8.691,16.088,17.386,15.390,8.925,10.306,9.205
96.124,61.645,63.143,-9.195,-8.812,16.568,17.821,15.881,9.269,10.525,9.486
96.134,58.227,62.138,-8.153,-8.770,17.016,18.202,16.350,9.631,10.707,9.760
96.145,55.304,60.005,-9.128,-8.734,17.257,18.503,16.771,9.564,10.809,9.986
96.155,51.386,57.787,-8.643,-8.789,17.575,18.775,17.151,9.755,10.874,10.161
96.166,50.064,55.416,-8.595,-8.749,17.874,19.061,17.502,9.875,10.965,10.316
96.176,50.733,54.050,-9.021,-8.766,18.139,19.438,17.851,9.741,11.140,10.464
96.187,48.892,52.661,-8.478,-8.762,18.430,19.696,18.185,9.891,11.199,10.599
96.198,46.214,50.923,-9.553,-8.791,18.642,19.944,18.494,9.838,11.247,10.707
96.208,44.577,49.137,-8.619,-8.844,18.914,20.166,18.774,9.998,11.267,10.783
96.219,43.657,47.386,-8.555,-8.757,19.150,20.385,19.047,10.075,11.301,10.869
96.229,43.112,45.969,-9.298,-8.796,19.357,20.600,19.296,10.070,11.321,10.920
96.240,42.745,45.000,-8.021,-8.793,19.688,20.847,19.549,10.355,11.377,10.979
96.250,43.152,44.408,-6.849,-8.582,19.977,21.090,19.806,10.551,11.454,11.067
96.261,42.274,43.775,-8.093,-8.484,20.099,21.314,20.055,10.315,11.504,11.137
96.272,37.233,42.298,-7.041,-8.386,20.201,21.377,20.269,10.311,11.397,11.176
96.282,32.445,39.682,-6.599,-8.164,20.276,21.424,20.440,10.279,11.291,11.188
96.293,29.264,36.988,-7.198,-8.065,20.305,21.480,20.575,10.097,11.187,11.155
96.303,22.002,32.802,-7.325,-7.950,20.139,21.298,20.628,9.803,10.855,11.047
96.314,15.951,28.003,-7.585,-7.903,19.950,21.109,20.613,9.457,10.514,10.869
96.325,12.211,23.315,-7.646,-7.878,19.775,20.922,20.546,9.152,10.181,10.642
96.335,7.148,18.590,-6.883,-7.786,19.560,20.650,20.434,8.897,9.777,10.383
96.346,4.699,14.497,-7.334,-7.706,19.378,20.452,20.292,8.610,9.452,10.098
96.356,1.877,10.704,-5.882,-7.609,19.244,20.197,20.119,8.560,9.079,9.792
96.367,0.078,7.313,-6.067,-7.387,18.973,19.917,19.926,8.196,8.705,9.485
96.377,2.723,5.370,-7.459,-7.336,18.780,19.798,19.735,7.754,8.479,9.170
96.388,2.463,4.333,-6.717,-7.368,18.614,19.593,19.550,7.535,8.163,8.859
96.398,5.821,4.370,-6.603,-7.217,18.543,19.522,19.398,7.366,8.006,8.605
96.409,7.667,5.282,-7.488,-7.231,18.429,19.459,19.270,7.053,7.843,8.363
96.419,10.134,6.685,-6.379,-7.194,18.403,19.413,19.168,6.964,7.705,8.157
96.430,11.511,7.936,-6.279,-7.051,18.303,19.359,19.085,6.697,7.575,7.986
96.440,7.548,8.349,-5.835,-6.979,18.104,19.160,18.990,6.415,7.299,7.801
96.451,5.145,7.666,-5.704,-6.817,17.926,18.975,18.868,6.181,7.052,7.603
96.462,5.278,6.671,-6.040,-6.719,17.715,18.811,18.722,5.819,6.826,7.380
96.472,-1.315,4.804,-5.614,-6.620,17.360,18.439,18.545,5.432,6.398,7.132
96.482,-5.549,1.941,-6.023,-6.509,17.041,18.116,18.319,5.067,6.028,6.841
96.493,-8.073,-0.791,-6.148,-6.497,16.731,17.790,18.057,4.728,5.650,6.511
96.504,-13.871,-4.548,-4.658,-6.308,16.315,17.298,17.748,4.413,5.134,6.160
96.514,-18.303,-8.675,-5.270,-6.145,15.846,16.825,17.389,3.922,4.644,5.762
96.525,-22.388,-12.379,-3.539,-5.960,15.470,16.347,17.005,3.706,4.159,5.351
96.535,-24.937,-16.065,-1.728,-5.512,15.066,15.866,16.597,3.454,3.709,4.953
96.546,-27.211,-19.359,-2.127,-5.076,14.588,15.395,16.172,2.986,3.278,4.547
96.557,-23.065,-20.907,-2.741,-4.822,14.263,15.112,15.756,2.605,3.026,4.141
96.567,-19.034,-20.790,-2.086,-4.526,14.002,14.812,15.383,2.441,2.768,3.791
96.578,-19.007,-20.327,-2.074,-4.211,13.659,14.461,15.034,2.147,2.469,3.476
96.588,-19.249,-19.835,-3.581,-4.104,13.253,14.127,14.686,1.638,2.172,3.148
96.599,-20.891,-20.137,-1.791,-3.935,12.894,13.709,14.324,1.420,1.803,2.818
96.609,-24.907,-21.263,-1.361,-3.613,12.435,13.226,13.947,1.060,1.394,2.496
96.620,-27.414,-22.915,-2.104,-3.403,11.966,12.769,13.538,0.626,1.007,2.138
96.631,-29.403,-24.762,-1.466,-3.261,11.561,12.285,13.105,0.414,0.594,1.757
96.641,-31.957,-26.588,-1.354,-2.983,11.126,11.813,12.669,0.118,0.214,1.394
96.652,-34.032,-28.931,-2.971,-2.899,10.524,11.272,12.180,-0.528,-0.245,0.966
96.662,-27.179,-29.021,-2.839,-2.932,10.288,11.022,11.733,-0.682,-0.425,0.573
96.673,-27.742,-28.552,-2.204,-2.869,9.893,10.586,11.320,-0.936,-0.776,0.228
96.683,-21.604,-27.312,-2.858,-2.821,9.632,10.348,10.933,-1.168,-0.927,-0.086
96.694,-11.161,-23.108,-2.173,-2.803,9.694,10.365,10.652,-0.961,-0.827,-0.295
96.704,-1.003,-17.357,-0.980,-2.647,9.799,10.432,10.475,-0.712,-0.664,-0.384
96.715,9.447,-9.743,-0.699,-2.391,10.052,10.690,10.431,-0.383,-0.300,-0.327
96.726,15.988,-2.328,-3.380,-2.407,10.124,10.896,10.451,-0.483,-0.021,-0.234
96.736,24.417,5.241,-1.735,-2.436,10.497,11.204,10.547,0.058,0.354,-0.069
96.747,27.525,11.931,-1.205,-2.298,10.764,11.430,10.708,0.460,0.662,0.175
96.757,31.017,17.719,-1.124,-2.165,11.062,11.719,10.908,0.837,1.029,0.457
96.768,30.199,21.659,-1.188,-2.036,11.258,11.889,11.121,1.138,1.276,0.750
96.779,29.668,24.274,-2.033,-1.983,11.464,12.096,11.326,1.390,1.548,1.024
96.789,31.435,26.326,-2.384,-2.055,11.688,12.321,11.518,1.644,1.822,1.269
96.800,27.794,27.012,-1.917,-2.036,11.762,12.376,11.701,1.793,1.933,1.510
96.811,30.236,27.661,-1.985,-2.042,11.985,12.596,11.875,2.054,2.203,1.736
96.821,33.240,29.197,-1.325,-1.995,12.300,12.885,12.087,2.451,2.544,2.003
96.832,32.314,30.248,-1.721,-1.894,12.470,13.081,12.306,2.611,2.795,2.280
96.842,36.517,31.769,-2.618,-1.968,12.741,13.424,12.534,2.778,3.170,2.544
96.853,34.257,32.856,-1.238,-1.950,12.974,13.604,12.787,3.130,3.390,2.841
96.864,36.991,33.959,-0.652,-1.805,13.342,13.946,13.052,3.576,3.782,3.159
96.875,37.183,34.878,-0.368,-1.660,13.640,14.215,13.329,3.957,4.099,3.488
96.886,31.855,34.702,0.415,-1.466,13.827,14.331,13.577,4.301,4.266,3.790
96.896,30.337,33.405,-0.391,-1.272,13.947,14.474,13.773,4.416,4.460,4.039
96.907,30.704,32.488,-2.409,-1.336,14.044,14.666,13.950,4.351,4.675,4.239
96.917,26.495,31.098,-0.834,-1.364,14.159,14.706,14.107,4.611,4.739,4.421
96.928,21.317,28.441,-0.414,-1.248,14.137,14.654,14.214,4.664,4.727,4.567
96.938,21.170,26.111,-0.109,-1.160,14.232,14.728,14.297,4.814,4.839,4.686
96.949,13.681,22.961,1.007,-0.952,14.132,14.560,14.351,4.867,4.725,4.789
96.961,9.306,19.365,0.132,-0.736,13.975,14.478,14.355,4.621,4.700,4.846
96.971,9.251,16.027,-2.373,-0.816,13.791,14.432,14.305,4.209,4.683,4.819
96.982,3.360,12.316,-2.303,-0.983,13.498,14.150,14.205,3.907,4.422,4.732
96.993,-1.777,8.391,-2.017,-1.091,13.251,13.867,14.060,3.743,4.168,4.606
97.004,-3.671,4.929,-2.189,-1.183,13.041,13.656,13.884,3.555,3.988,4.453
97.015,-5.415,2.057,-1.869,-1.253,12.835,13.441,13.693,3.390,3.809,4.287
97.027,-5.498,-0.124,-0.972,-1.230,12.639,13.246,13.495,3.227,3.662,4.127
97.038,-3.176,-1.305,-0.693,-1.143,12.530,13.113,13.310,3.204,3.584,3.990
97.049,-0.772,-1.443,0.589,-1.023,12.533,13.013,13.153,3.437,3.545,3.886
97.059,-2.169,-1.607,3.149,-0.655,12.443,12.807,13.014,3.618,3.430,3.829
97.070,-5.452,-2.960,4.950,-0.040,12.182,12.476,12.850,3.583,3.223,3.778
97.081,-8.647,-4.661,5.275,0.584,11.914,12.192,12.670,3.451,3.072,3.720
97.092,-13.539,-6.994,5.724,1.149,11.584,11.841,12.454,3.273,2.858,3.628
97.104,-18.405,-9.980,7.534,1.797,11.253,11.452,12.197,3.174,2.625,3.512
97.115,-21.114,-13.386,7.079,2.437,10.832,11.057,11.897,2.846,2.395,3.362
97.126,-23.168,-16.507,6.346,2.907,10.422,10.684,11.569,2.505,2.177,3.175
97.137,-24.990,-19.293,6.696,3.312,10.005,10.275,11.218,2.212,1.926,2.965
97.148,-26.219,-21.435,7.022,3.714,9.644,9.898,10.865,2.022,1.714,2.760
97.159,-24.716,-22.602,6.181,4.029,9.292,9.612,10.518,1.695,1.588,2.559
97.170,-18.140,-21.675,5.105,4.186,9.158,9.546,10.222,1.576,1.667,2.397
97.181,-16.317,-20.174,5.044,4.280,8.930,9.341,9.955,1.434,1.604,2.261
97.192,-17.526,-18.994,5.254,4.383,8.668,9.084,9.705,1.294,1.490,2.143
97.203,-13.832,-17.384,4.660,4.461,8.566,9.016,9.480,1.260,1.562,2.049
97.214,-8.552,-14.908,4.269,4.428,8.526,9.011,9.293,1.277,1.684,1.984
97.225,-8.023,-12.534,5.700,4.489,8.464,8.906,9.142,1.416,1.714,1.963
97.236,-7.509,-10.794,7.794,4.794,8.428,8.815,9.012,1.624,1.783,1.989
97.247,-5.876,-9.275,7.397,5.109,8.330,8.760,8.895,1.602,1.892,2.032
97.258,-8.109,-8.174,6.256,5.281,8.169,8.687,8.785,1.432,1.968,2.069
97.269,-10.197,-8.313,5.893,5.362,7.961,8.506,8.635,1.314,1.928,2.057
97.279,-1.628,-6.632,6.604,5.475,8.155,8.681,8.539,1.674,2.243,2.101
97.290,2.948,-4.480,6.397,5.604,8.135,8.706,8.482,1.712,2.409,2.185
97.301,-2.793,-3.447,5.650,5.632,7.840,8.466,8.416,1.451,2.301,2.250
97.312,-4.507,-3.687,5.115,5.595,7.662,8.329,8.313,1.326,2.289,2.270
97.322,7.168,-1.309,5.257,5.540,7.936,8.605,8.277,1.714,2.681,2.352
97.333,4.423,0.422,4.675,5.481,7.743,8.443,8.258,1.585,2.634,2.448
97.344,6.972,2.217,3.756,5.326,7.739,8.515,8.252,1.554,2.806,2.544
97.354,3.637,2.964,2.702,5.044,7.583,8.408,8.228,1.402,2.783,2.604
97.365,7.682,3.891,3.183,4.810,7.647,8.472,8.207,1.558,2.930,2.668
97.375,5.983,4.781,4.170,4.691,7.659,8.436,8.209,1.751,2.985,2.763
97.386,3.142,4.598,5.692,4.726,7.607,8.335,8.193,1.892,2.990,2.852
97.396,-4.135,2.451,6.671,4.922,7.374,8.055,8.126,1.864,2.834,2.907
97.407,-6.875,-0.150,5.638,5.044,7.126,7.870,8.014,1.630,2.767,2.910
