R
Px,I,D,Py,I,D,Pz,I,D,FFrx,y,FFdrx,y,satI,satPID,DTermC
175,25,1600,200,25,1900,1200,500,0,0,0,0,7,75,10
sysTime,GRawX,GRawY,GRawZ,GPT1Y,GPT1X,GPT2X,GPT2Y
86.283,-13.073,-7.762,-4.486,-6.163,-0.404,-1.985,0.429
86.295,-25.280,-13.133,-4.486,-12.980,-3.821,-5.222,-0.501
86.306,-28.576,-15.209,8.208,-19.861,-7.969,-9.976,-2.843
86.318,-37.976,-24.364,5.645,-25.665,-12.402,-15.144,-5.839
86.330,-35.779,-20.946,10.406,-30.967,-15.957,-20.563,-9.242
86.342,-51.038,-33.642,2.349,-37.600,-21.165,-26.130,-12.956
86.354,-49.573,-26.928,3.447,-42.096,-24.115,-31.648,-16.829
86.366,-49.573,-19.237,4.058,-43.725,-23.208,-36.045,-19.431
86.378,-42.737,-15.819,-1.801,-43.697,-22.336,-38.962,-20.710
86.388,-38.098,-18.383,-2.777,-41.997,-22.466,-40.133,-21.309
86.400,-21.618,-14.842,0.640,-35.828,-19.235,-39.432,-20.952
86.412,-7.824,-4.466,1.494,-27.227,-14.055,-36.062,-19.070
86.424,1.331,0.172,-0.458,-17.944,-8.430,-30.553,-15.757
86.436,14.393,6.519,-6.318,-6.819,-1.995,-23.074,-11.313
86.448,32.948,15.187,-5.585,5.745,4.477,-13.895,-6.121
86.460,42.470,22.145,-13.032,17.854,9.767,-3.458,-0.840
86.472,43.812,22.267,-2.289,27.912,14.720,7.146,4.445
86.482,46.986,17.506,-8.149,34.100,16.840,15.098,8.263
86.494,44.057,21.535,-7.660,38.297,18.294,23.436,11.992
86.505,45.033,22.999,-4.975,40.069,19.716,29.554,14.752
86.517,34.047,18.239,-2.655,38.416,18.864,33.205,16.356
86.529,19.154,7.496,-3.266,32.793,16.653,33.898,16.895
86.541,7.190,0.660,0.762,25.166,12.373,31.712,15.767
86.553,4.016,1.270,4.058,15.991,7.623,26.933,13.260
86.565,-11.120,-6.419,8.941,5.799,2.144,20.180,9.771
86.577,-23.449,-17.894,-3.388,-4.319,-3.793,12.201,5.555
86.589,-25.403,-15.209,2.959,-12.903,-7.662,3.806,1.037
86.599,-41.760,-10.936,11.382,-20.184,-10.764,-2.979,-2.494
86.611,-34.314,-21.190,7.232,-27.296,-15.475,-11.439,-6.827
86.623,-43.469,-23.632,10.894,-32.652,-18.194,-18.807,-10.724
86.635,-44.202,-24.486,-2.900,-37.145,-20.869,-25.157,-14.219
86.646,-41.028,-26.440,0.640,-38.523,-22.418,-30.072,-17.153
86.658,-34.802,-12.645,-3.510,-37.084,-21.086,-32.924,-18.941
86.670,-32.361,-13.988,6.499,-35.858,-18.737,-34.260,-19.159
86.682,-17.712,-8.128,4.424,-30.173,-14.522,-33.395,-17.844
86.692,-3.673,0.416,-4.120,-22.880,-11.409,-30.926,-16.292
86.704,-0.133,1.148,-3.388,-14.907,-7.134,-25.874,-13.461
86.716,12.195,7.618,0.640,-5.655,-1.712,-19.469,-9.801
86.728,21.961,8.839,-7.660,3.242,2.740,-11.960,-5.543
86.740,25.013,13.966,-5.585,11.282,6.042,-4.184,-1.686
86.752,29.286,11.280,-6.562,17.336,9.258,3.151,2.054
86.764,29.286,17.872,2.837,21.543,12.054,9.578,5.455
86.776,34.901,23.366,-3.632,25.768,14.260,15.091,8.378
86.788,30.873,14.454,-6.073,28.398,13.180,19.898,10.301
86.798,28.675,13.600,-3.144,28.568,13.647,22.642,11.337
86.810,14.271,6.397,3.325,24.922,11.609,24.118,11.774
86.822,5.115,4.566,7.720,18.570,8.027,22.777,10.799
86.834,0.720,-0.194,10.039,11.964,4.675,19.569,8.900
86.845,-14.782,-9.715,12.603,3.464,1.187,14.649,6.550
86.857,-20.397,-12.889,5.034,-3.985,-3.516,8.525,3.364
86.869,-27.478,-14.842,10.161,-11.712,-7.148,1.922,-0.113
86.881,-33.093,-17.528,7.842,-18.894,-11.615,-4.989,-3.920
86.893,-37.732,-21.068,10.772,-26.257,-14.613,-12.125,-7.558
86.905,-40.173,-26.073,3.081,-30.660,-17.791,-18.497,-11.107
86.915,-30.774,-24.486,9.185,-32.236,-18.642,-22.742,-13.392
86.927,-23.571,-9.471,11.993,-30.651,-16.489,-26.102,-14.956
86.939,-22.961,-13.500,-3.754,-27.324,-14.409,-26.929,-15.028
86.951,-13.317,-4.588,2.349,-21.395,-11.487,-25.601,-14.162
86.963,-0.499,7.496,-12.055,-15.152,-7.133,-22.542,-12.222
86.975,8.899,4.322,-14.008,-6.438,-2.454,-17.654,-9.083
86.987,24.769,18.849,-13.398,3.249,4.016,-11.096,-5.094
86.999,34.413,20.314,-12.787,13.621,9.150,-3.093,-0.413
87.009,36.976,17.750,-12.910,20.860,13.588,3.709,3.611
87.021,45.277,28.005,-5.219,30.496,18.067,12.694,8.383
87.033,48.695,24.586,-8.027,35.720,20.356,20.675,12.602
87.045,38.807,28.005,-1.679,39.119,22.218,27.457,15.990
87.056,33.680,21.901,1.738,39.177,22.014,32.060,18.293
87.068,39.906,21.901,-1.557,37.944,21.345,34.316,19.526
87.080,26.844,18.239,0.029,33.444,19.034,34.599,19.588
87.092,22.694,12.013,-1.313,29.213,16.685,33.099,18.777
87.104,17.811,17.384,12.603,24.534,14.487,30.443,17.348
87.116,18.787,15.309,0.029,21.530,14.303,27.375,16.047
87.126,19.520,12.745,3.325,20.425,13.972,25.240,15.476
87.138,27.699,19.215,-5.097,21.346,15.387,23.421,15.213
87.150,34.291,27.028,-0.092,25.535,19.068,23.562,16.138
87.162,43.202,22.145,-5.707,31.016,21.735,25.520,18.096
87.174,-8.312,2.125,2.105,17.266,11.508,24.527,16.924
87.186,2.918,16.896,5.278,8.132,10.481,19.150,14.372
87.198,10.486,21.046,0.151,10.861,15.561,15.745,14.246
87.210,-2.208,2.369,6.988,5.900,9.911,12.648,13.247
87.222,-0.377,-0.194,0.273,3.638,9.317,9.482,12.007
87.234,-0.133,15.065,-4.120,1.853,10.006,6.884,11.078
87.245,1.209,9.205,0.884,1.975,10.367,5.010,10.796
87.257,-4.406,8.961,6.011,1.150,10.456,3.772,10.645
87.269,-1.110,6.275,10.650,0.618,9.844,2.709,10.446
87.281,5.603,6.886,3.447,2.277,10.510,2.229,10.380
87.293,-2.941,7.008,10.284,0.479,9.938,1.750,10.325
87.305,-1.110,10.426,5.523,0.931,9.105,1.431,9.923
87.317,-1.354,4.322,-2.289,-0.421,8.126,0.790,9.380
87.329,-5.993,8.351,0.640,-1.204,8.367,0.229,8.909
87.340,-2.819,7.252,-7.782,-0.321,8.519,0.029,8.861
87.350,0.598,8.473,0.396,-0.450,8.819,-0.133,8.777
87.362,2.063,7.008,7.598,-0.365,8.540,-0.196,8.810
87.374,-1.354,-5.443,-1.435,0.237,6.001,-0.005,8.198
87.386,1.941,2.247,-5.463,1.076,3.389,0.393,6.587
87.398,-5.504,-15.697,-1.801,0.538,-3.917,0.570,3.553
87.410,-3.307,-32.055,-5.585,0.448,-13.391,0.602,-1.559
87.422,0.598,-38.647,-11.445,-0.112,-21.823,0.355,-8.216
87.434,-1.598,-45.239,-3.266,-0.556,-29.124,0.040,-15.091
87.446,-3.917,-32.787,-1.557,-1.230,-31.335,-0.304,-21.030
87.456,2.429,-14.965,0.029,-0.920,-28.446,-0.596,-23.849
87.467,-5.382,-6.175,-10.224,-0.926,-20.806,-0.655,-23.771
87.479,2.063,-3.123,-0.824,-0.922,-14.278,-0.869,-21.022
87.491,3.528,-3.001,-5.829,0.575,-10.899,-0.572,-17.655
87.503,-0.133,-3.856,-0.214,-0.305,-8.767,-0.432,-14.569
87.515,-3.673,1.270,-3.266,-0.691,-5.000,-0.468,-11.482
87.527,0.842,2.613,-3.388,-0.680,-2.465,-0.589,-8.409
87.539,3.894,7.618,-0.214,0.037,-0.911,-0.557,-5.978
87.551,-3.307,0.904,1.250,-0.350,0.266,-0.446,-3.645
87.563,4.749,10.670,-5.951,-0.196,3.488,-0.568,-1.461
87.574,5.359,12.135,-2.289,0.479,6.659,-0.249,1.186
87.586,2.674,22.389,0.762,1.014,12.215,0.094,4.704
87.598,0.232,36.428,-8.271,0.762,20.178,0.330,9.446
87.610,-3.429,39.479,2.715,0.169,25.777,0.404,14.801
87.622,-1.720,43.752,2.837,-0.091,31.124,0.310,20.244
87.634,0.965,36.061,-6.928,0.944,32.779,0.439,24.784
87.646,-0.744,34.597,-3.022,1.292,33.904,0.646,28.109
87.658,1.453,30.934,4.790,1.356,32.990,0.790,30.110
87.670,1.209,26.540,1.006,1.132,30.112,1.004,30.498
87.680,-1.964,22.389,-6.562,0.991,27.547,1.026,29.812
87.692,-0.255,6.642,-8.027,0.602,22.327,0.890,27.745
87.704,-0.499,0.660,-0.580,0.031,16.092,0.527,24.133
87.715,4.505,-5.443,3.814,-0.585,8.270,-0.022,19.147
87.727,-0.133,-15.087,0.762,0.452,0.336,0.102,13.047
87.739,-4.406,-25.463,-7.050,-0.093,-8.340,0.185,6.179
87.751,3.528,-26.684,-8.271,0.556,-16.101,0.252,-1.351
87.763,-0.133,-37.304,1.128,0.311,-22.881,0.352,-8.564
87.775,0.720,-45.361,-0.092,-0.152,-30.259,0.223,-15.777
87.787,-0.133,-48.779,0.396,-0.336,-36.037,-0.061,-22.637
87.797,1.087,-48.779,-3.510,-0.670,-40.127,-0.230,-27.805
87.809,-4.040,-43.652,-7.782,-0.697,-42.066,-0.392,-32.999
87.821,0.354,-25.341,-5.219,-0.366,-38.667,-0.453,-35.851
87.832,3.284,-6.053,3.203,-0.588,-29.481,-0.562,-34.828
87.844,-5.749,5.421,3.447,-0.372,-16.432,-0.472,-29.597
87.856,6.458,19.093,-3.876,0.518,-4.275,-0.342,-21.562
87.868,1.453,17.872,-4.731,0.658,4.571,-0.090,-12.750
87.880,0.232,25.441,-3.876,0.462,12.872,0.184,-4.071
87.892,1.331,31.056,-1.435,0.718,19.361,0.357,3.944
87.902,0.842,35.573,2.227,1.314,23.469,0.633,9.635
87.914,2.796,29.958,3.936,1.840,27.353,1.015,15.960
87.926,-1.598,30.812,-0.824,1.433,29.362,1.324,20.835
87.937,4.505,29.836,3.936,1.896,30.041,1.495,24.177
87.949,0.720,22.999,5.523,1.306,27.546,1.511,25.866
87.961,4.993,21.535,-3.876,0.989,26.278,1.246,26.273
87.973,3.528,21.290,8.941,1.296,24.092,1.188,25.706
87.985,6.824,21.535,2.471,1.235,21.793,1.169,24.509
87.997,-1.354,11.647,2.471,0.658,18.478,1.065,22.722
88.007,3.772,3.834,-8.881,0.364,14.286,0.828,20.529
88.019,-3.307,-0.682,-2.289,-0.180,8.757,0.499,16.878
88.031,4.383,-10.692,-2.533,0.343,2.760,0.347,12.417
88.043,-2.208,-21.068,-7.905,0.321,-3.548,0.381,7.441
88.055,-2.697,-16.429,-6.073,0.446,-9.898,0.487,1.585
88.066,5.970,-25.829,3.203,1.130,-15.873,0.526,-4.271
88.078,-5.138,-26.440,-1.801,-0.053,-19.987,0.603,-9.747
88.090,-1.354,-29.247,6.743,-0.857,-23.315,0.159,-14.442
88.102,-4.284,-16.674,5.523,-0.447,-23.158,-0.002,-17.810
88.114,-5.749,-26.562,-1.190,-0.448,-22.625,-0.002,-19.533
88.124,2.185,-16.307,1.250,-0.047,-20.963,-0.058,-20.179
88.136,-0.133,-12.157,-14.130,-0.584,-19.429,-0.298,-20.236
88.148,-0.621,-13.011,-5.219,-1.058,-16.432,-0.533,-19.163
88.160,-6.237,-8.250,-4.731,-1.120,-13.245,-0.645,-17.294
88.172,-4.284,-10.082,-4.120,-1.587,-10.888,-0.841,-15.055
88.184,-0.377,-10.082,-4.364,-1.138,-9.583,-0.975,-13.120
88.196,-3.429,-9.593,-4.731,-2.147,-9.783,-1.235,-11.838
88.208,-0.377,-15.941,-7.782,-1.191,-9.457,-1.373,-10.859
88.219,-2.697,-12.157,-1.679,-2.083,-9.883,-1.534,-10.409
88.229,-9.655,-12.889,3.814,-3.413,-10.736,-1.892,-10.351
88.241,-11.242,-17.284,2.715,-5.359,-13.038,-2.939,-11.041
88.253,-13.195,-4.222,-1.923,-8.062,-12.806,-4.520,-11.999
88.265,-14.416,-15.697,3.081,-10.876,-12.632,-6.554,-12.199
88.277,-24.548,-9.105,1.616,-15.024,-11.157,-9.123,-12.009
88.289,-31.262,-6.908,0.029,-20.536,-10.320,-12.693,-11.543
88.301,-37.000,-13.988,-2.411,-25.918,-11.392,-16.863,-11.302
88.313,-47.010,-12.157,-6.073,-32.973,-12.770,-22.015,-11.677
88.323,-48.597,-22.655,4.546,-36.801,-13.726,-26.262,-12.187
88.335,-50.306,-19.237,-13.520,-41.752,-15.368,-31.507,-13.125
88.347,-50.061,-11.913,9.795,-45.338,-15.090,-36.331,-14.039
88.359,-50.916,-12.889,3.325,-46.481,-13.206,-40.025,-13.962
88.371,-51.404,-3.978,10.284,-47.083,-10.020,-42.550,-12.877
88.383,-38.098,5.299,4.424,-44.897,-6.161,-43.810,-11.001
88.394,-29.553,9.571,2.105,-41.957,-1.400,-43.654,-8.020
88.406,-29.919,10.182,4.180,-38.792,3.301,-42.357,-4.236
88.418,-28.088,9.083,3.814,-33.629,7.321,-39.551,-0.352
88.428,-20.153,18.605,2.837,-30.056,10.232,-36.910,2.689
88.440,-6.481,23.366,7.720,-22.730,13.626,-32.538,6.224
88.452,-0.988,16.407,-2.411,-16.045,15.834,-27.217,9.686
88.464,5.115,22.633,1.128,-8.965,19.164,-21.253,12.812
88.476,11.341,25.807,6.377,-2.725,21.691,-15.144,15.780
88.488,12.928,31.178,6.133,2.559,23.200,-9.119,18.308
88.500,16.346,26.540,3.447,7.601,24.744,-3.441,20.522
88.512,12.073,15.553,13.213,10.088,23.300,1.376,21.842
88.524,9.632,14.698,8.208,10.950,19.914,4.971,21.516
88.534,13.416,11.402,8.086,11.445,17.594,6.943,20.619
88.546,9.632,6.642,7.598,10.158,15.441,8.236,18.970
88.558,17.689,2.003,11.260,12.065,11.825,9.405,16.660
88.569,10.975,2.735,3.081,12.236,9.674,10.466,14.292
88.581,19.276,9.815,10.284,12.655,8.502,11.118,12.190
88.593,13.904,-1.048,5.523,13.306,6.881,11.782,10.398
88.605,25.257,9.938,10.039,16.862,7.076,13.217,8.998
88.617,23.426,12.745,-0.824,19.621,7.800,15.243,8.364
88.629,32.704,12.135,-6.684,23.409,9.453,17.808,8.580
88.641,31.239,5.787,0.396,27.490,9.190,21.044,8.861
88.651,45.644,11.647,-6.440,31.984,8.934,23.996,8.933
88.663,43.446,9.571,-7.416,36.247,8.670,28.039,8.786
88.675,52.358,8.106,-6.440,41.300,10.074,32.329,9.176
88.687,60.659,10.670,-9.125,46.725,10.088,36.913,9.398
88.699,58.461,6.642,-13.642,50.105,8.172,41.485,9.182
88.710,50.649,-1.658,-10.834,50.762,5.396,44.997,8.109
88.722,48.818,-9.349,-14.374,50.482,0.332,47.069,5.812
88.734,-29.431,-65.137,-2.533,31.968,-16.710,44.975,0.362
88.746,-25.647,-36.816,2.715,10.927,-27.670,34.700,-9.278
88.756,-4.772,-36.083,-3.754,4.184,-29.646,25.607,-15.519
88.768,4.383,-15.209,-5.951,0.746,-25.387,16.408,-19.811
88.780,2.307,-7.030,-11.078,1.124,-19.642,10.509,-20.594
88.792,6.946,-2.391,-21.455,3.007,-14.269,7.405,-18.948
88.804,5.847,1.514,-24.262,3.618,-9.469,5.900,-15.934
88.816,6.092,-4.954,-19.379,3.718,-6.638,5.045,-12.681
88.828,-3.551,-4.222,-12.055,2.131,-5.201,4.203,-9.922
88.840,-4.284,2.857,-24.385,-0.062,-3.448,2.871,-7.717
88.851,-6.725,-5.443,-14.130,-2.494,-3.546,1.093,-6.137
88.863,-10.998,-5.565,-8.881,-6.586,-4.524,-1.364,-5.484
88.875,-12.219,1.392,-2.777,-9.943,-3.700,-4.274,-5.014
88.887,-27.356,-4.954,-6.928,-13.711,-2.974,-7.293,-4.299
88.899,-25.158,-0.560,-1.801,-17.740,-2.387,-10.710,-3.769
88.911,-38.098,3.468,-3.266,-22.923,-0.291,-14.527,-2.772
88.923,-36.755,4.688,2.471,-28.305,1.860,-19.029,-1.152
88.935,-52.991,7.008,1.372,-33.301,1.963,-23.526,-0.104
88.947,-44.812,3.956,-1.923,-38.173,3.717,-28.550,1.115
88.959,-48.475,10.792,5.034,-42.885,6.114,-33.429,2.769
88.969,-60.194,7.374,1.494,-47.941,7.048,-37.498,4.065
88.981,-66.297,6.275,2.227,-54.431,7.153,-42.975,5.237
88.993,-73.133,5.909,11.870,-60.169,7.709,-48.594,6.144
89.004,-74.598,3.468,13.457,-66.293,6.216,-54.542,6.435
89.016,-81.923,1.392,19.317,-71.093,5.044,-60.137,6.122
89.028,-82.533,-2.269,22.857,-75.538,3.411,-65.513,5.287
89.040,-85.463,-8.128,16.753,-72.851,1.295,-68.159,4.164
89.052,-60.926,1.759,13.702,-68.160,1.101,-68.538,3.052
89.064,-55.311,5.055,16.509,-61.635,1.767,-66.564,2.453
89.074,-42.005,13.600,17.730,-55.337,4.985,-63.637,2.870
89.086,-27.356,20.192,28.350,-45.375,8.480,-57.867,4.493
89.098,-10.387,22.999,29.693,-33.134,11.192,-50.138,6.495
89.110,7.923,20.558,33.478,-19.324,14.792,-40.343,9.201
89.122,19.398,24.220,29.083,-5.823,16.667,-29.045,11.745
89.134,37.587,27.638,33.233,7.290,19.864,-17.106,14.415
89.146,45.888,28.981,32.623,21.382,22.396,-4.401,17.088
89.158,56.996,22.511,19.805,34.217,23.940,8.544,19.596
89.169,70.058,20.680,28.839,45.346,22.583,21.005,21.002
89.179,71.645,20.924,20.294,54.936,22.857,30.802,21.637
89.191,74.209,17.262,24.078,63.049,21.504,42.122,21.810
89.203,80.679,8.473,2.471,69.070,18.071,51.469,20.942
89.215,84.707,9.693,2.715,77.000,14.253,60.276,18.828
89.227,84.585,3.712,-8.149,77.226,9.560,66.520,15.811
89.239,75.430,0.172,-3.266,76.871,5.664,70.615,12.467
89.251,65.053,-10.570,-1.313,73.169,0.995,72.092,8.812
89.263,58.095,-18.871,-10.834,68.835,-4.655,71.561,4.496
89.275,49.062,-26.073,-7.050,61.656,-12.033,68.695,-0.752
89.287,37.953,-23.632,-13.032,53.530,-16.169,64.057,-6.044
89.297,32.948,-24.975,-19.868,48.649,-17.520,59.725,-9.513
89.309,25.746,-23.021,-25.605,41.836,-18.763,53.917,-12.863
89.321,20.496,-18.871,-18.647,34.650,-19.133,47.542,-15.258
89.332,-7.824,-34.252,-7.172,21.753,-23.142,39.658,-17.541
89.344,-16.613,-29.125,-15.229,7.647,-26.769,29.343,-20.647
89.356,-19.177,-23.388,-21.943,-1.849,-27.245,18.670,-23.222
89.368,-22.107,-26.073,-24.262,-9.243,-26.220,8.924,-24.583
89.380,-20.520,-16.552,-19.868,-14.657,-23.109,0.610,-24.394
89.390,-27.600,-17.650,-22.187,-18.735,-21.653,-5.107,-23.670
89.402,-32.605,-21.190,-22.920,-22.924,-20.663,-11.317,-22.549
89.414,-36.023,-15.697,-22.920,-27.335,-19.378,-16.768,-21.582
89.426,-36.145,-12.645,-21.699,-31.114,-17.519,-21.669,-20.286
89.438,-37.732,-10.326,-13.154,-32.728,-14.777,-25.590,-18.548
89.450,-41.150,0.172,-13.642,-35.477,-10.281,-28.931,-16.074
89.462,-41.028,5.055,-7.050,-37.448,-5.301,-31.852,-12.629
89.474,-54.334,6.764,-3.632,-41.993,-1.231,-34.962,-8.877
89.484,-54.944,4.933,-4.853,-45.144,0.835,-37.786,-6.001
89.496,-56.531,8.717,5.034,-50.277,2.928,-41.903,-2.906
89.508,-74.232,12.379,18.096,-56.780,4.483,-46.530,-0.436
89.520,-73.866,13.478,14.556,-62.036,5.192,-51.683,1.466
89.531,-68.128,6.764,17.852,-65.556,4.959,-56.545,2.737
89.543,-48.475,3.834,25.421,-63.815,3.885,-60.078,3.259
89.555,-61.414,1.881,30.182,-63.992,2.722,-61.906,3.178
89.567,-54.456,8.351,19.073,-61.856,3.023,-62.406,2.801
89.579,-61.781,6.764,14.434,-58.652,4.436,-61.267,3.177
89.589,-45.911,13.234,16.509,-55.550,6.359,-59.859,3.976
89.601,-39.075,7.008,15.899,-48.881,7.065,-56.597,5.089
89.613,-30.408,8.473,25.543,-41.620,7.705,-51.969,6.016
89.625,-21.252,6.519,30.304,-34.636,7.192,-46.268,6.390
89.637,-11.730,16.285,16.631,-27.714,8.160,-40.252,6.880
89.649,-13.317,7.618,14.556,-21.461,7.182,-33.969,7.109
89.661,5.481,7.862,23.345,-13.495,6.849,-27.382,7.039
89.673,14.393,4.933,11.748,-4.790,6.828,-20.104,6.991
89.685,21.717,0.538,6.988,3.784,5.678,-12.264,6.804
89.696,33.680,5.543,14.434,13.736,5.639,-3.735,6.332
89.706,40.394,9.083,5.401,21.410,6.647,3.402,6.326
89.718,54.677,12.501,3.325,31.959,9.002,12.744,7.096
89.730,58.706,19.459,0.029,41.020,12.763,22.276,8.745
89.742,70.791,18.239,3.325,50.754,13.208,31.729,10.326
89.754,69.692,14.576,-0.580,56.878,13.012,40.502,11.323
89.766,72.256,7.618,-9.003,62.933,12.034,48.243,11.744
89.778,64.565,3.468,-12.177,65.120,9.653,54.472,11.298
89.790,75.552,-13.378,-9.125,68.018,3.062,59.094,9.243
89.802,57.851,-12.035,-18.037,66.751,-1.985,62.487,5.689
89.812,69.204,-16.185,-12.299,66.416,-6.024,63.745,2.420
89.824,51.625,-17.650,-13.642,62.823,-10.162,64.013,-1.751
89.836,48.695,-11.669,-19.868,58.589,-11.728,62.566,-5.290
89.848,36.488,-11.669,-25.727,51.764,-11.756,59.385,-7.707
89.860,29.042,-17.650,-15.229,45.030,-13.200,54.913,-9.559
89.871,20.741,-13.988,-20.234,37.060,-13.115,49.304,-10.855
89.883,4.627,-16.674,-16.938,27.292,-15.559,42.369,-12.346
89.895,-0.133,-17.528,-18.037,16.573,-17.259,33.875,-14.108
89.907,-13.317,-15.331,-16.694,6.009,-17.232,24.667,-15.412
89.917,-19.787,-23.754,-17.182,-2.599,-18.606,16.902,-16.228
89.929,-34.192,-17.040,-14.252,-13.498,-16.942,6.883,-16.730
89.941,-45.667,-11.791,-15.351,-24.182,-15.736,-3.342,-16.488
89.953,-51.160,-9.349,-9.491,-33.604,-13.407,-13.562,-15.637
89.965,-55.066,-1.536,-5.097,-41.319,-10.414,-23.049,-14.129
89.977,-64.954,-3.978,-1.801,-49.656,-8.627,-31.968,-12.357
89.989,-69.715,-10.814,3.203,-57.028,-6.816,-40.573,-10.388
90.001,-69.471,7.618,12.237,-61.594,-2.873,-47.937,-8.161
90.011,-70.448,13.966,20.294,-65.026,-0.240,-53.051,-6.114
90.023,-52.259,10.914,9.551,-65.763,2.260,-58.132,-3.252
90.035,-54.090,6.397,18.951,-65.441,3.170,-61.227,-0.973
90.047,-53.724,6.153,18.829,-62.430,4.020,-62.244,0.777
90.058,-50.184,12.379,19.073,-59.053,8.098,-61.633,2.973
90.070,-50.794,15.553,19.073,-53.850,10.526,-59.323,5.424
90.082,-38.464,11.525,20.904,-48.015,12.010,-55.750,7.847
90.094,-28.210,13.234,19.073,-41.795,12.886,-51.210,9.648
90.106,-26.745,3.468,15.166,-35.577,12.607,-46.067,10.905
90.116,-12.341,9.083,28.350,-29.363,11.529,-41.513,11.184
90.128,-6.603,12.135,21.881,-21.416,11.354,-34.954,11.201
90.140,5.970,13.600,12.725,-12.208,12.686,-27.636,11.637
90.152,16.102,19.215,13.946,-2.156,16.086,-19.271,12.941
90.164,28.431,17.628,17.120,7.007,17.713,-10.632,14.558
90.176,34.535,22.023,19.805,16.895,19.106,-1.430,16.069
90.188,42.714,19.215,15.044,26.997,18.920,8.110,17.208
90.200,56.630,18.605,13.091,36.395,19.079,17.558,17.972
90.212,56.508,17.018,-3.266,45.490,19.344,27.014,18.540
90.222,61.513,14.332,12.603,50.738,17.575,34.046,18.416
90.234,71.279,12.135,3.692,58.667,16.794,42.371,17.983
90.246,72.744,7.984,5.401,62.696,12.677,49.498,16.468
90.257,60.537,-1.170,-4.486,64.135,8.564,54.970,14.045
90.269,75.674,-6.175,5.034,68.776,3.208,59.481,10.698
90.281,58.828,-5.321,2.593,67.331,-1.530,62.974,6.629
90.293,59.072,-12.279,-2.411,63.840,-5.719,63.712,2.468
90.305,43.202,-18.749,-12.055,57.880,-9.607,62.469,-1.514
90.317,33.802,-15.941,-6.195,51.478,-12.234,59.274,-5.268
90.329,32.460,-22.045,-12.055,43.733,-14.309,54.337,-8.299
90.341,18.909,-23.021,-18.769,35.020,-16.585,48.173,-11.102
90.353,11.463,-17.650,-18.647,26.509,-17.265,41.061,-13.428
90.365,-1.720,-22.533,-19.135,15.447,-19.729,32.771,-15.512
90.377,-15.759,-18.993,-20.966,6.537,-19.993,24.051,-17.252
90.389,-18.078,-20.580,-26.216,-2.798,-21.645,15.197,-18.736
90.401,-30.530,-20.946,-21.699,-12.308,-22.620,6.095,-20.117
90.413,-34.558,-25.463,-22.553,-20.102,-22.364,-2.862,-20.954
90.424,-42.859,-21.190,-26.460,-26.876,-22.031,-11.042,-21.419
90.435,-43.103,-15.941,-30.488,-31.170,-20.262,-16.935,-21.262
90.446,-51.160,-18.261,-23.896,-35.776,-18.441,-23.332,-20.356
90.458,-46.888,-7.640,-24.262,-39.350,-16.063,-28.875,-19.078
90.470,-54.090,-10.692,-20.966,-43.289,-15.008,-33.634,-17.677
90.482,-45.789,-8.983,-20.356,-44.318,-11.923,-37.636,-15.896
90.494,-35.413,-0.438,-4.364,-43.739,-9.176,-40.196,-13.923
90.506,-43.714,4.933,-6.806,-43.197,-5.276,-41.541,-11.265
90.518,-36.633,13.478,1.128,-41.868,0.191,-41.819,-7.702
90.528,-38.098,11.891,-2.167,-39.488,4.544,-41.258,-4.305
90.540,-33.948,14.576,4.790,-36.065,8.101,-39.480,-0.077
90.552,-23.938,12.501,6.011,-31.903,10.445,-37.117,3.641
90.564,-18.688,18.361,9.307,-27.238,13.804,-33.918,7.134
90.576,-7.946,26.906,9.673,-23.098,16.701,-30.629,10.229
90.588,-5.260,28.127,18.585,-17.789,20.108,-26.550,13.505
90.600,-0.499,21.657,19.195,-12.206,21.716,-21.884,16.531
90.612,11.463,30.202,24.444,-6.685,24.171,-17.058,19.045
90.623,3.650,27.272,23.101,-2.097,24.772,-11.960,21.070
90.633,5.603,26.540,25.421,0.922,25.068,-8.132,22.354
90.645,18.543,28.859,22.003,3.794,25.124,-4.161,23.267
90.657,4.016,16.163,23.223,5.322,25.081,-0.742,24.095
90.669,4.871,16.163,31.769,8.077,23.811,2.394,24.245
90.681,7.801,11.769,28.106,8.034,20.073,4.603,23.268
90.693,3.650,14.332,19.317,7.097,17.451,5.742,21.450
90.705,7.312,6.031,25.665,8.020,15.361,6.632,19.544
90.717,10.364,11.891,22.247,7.600,12.978,6.954,17.281
90.729,10.242,5.055,17.364,8.275,9.817,7.379,14.823
90.741,9.510,5.421,16.387,9.122,7.919,7.995,12.478
90.751,9.021,0.660,12.969,9.759,5.283,8.493,10.459
90.763,16.956,0.172,10.039,10.655,1.991,9.113,7.527
90.774,20.985,-0.682,7.720,12.408,-0.279,9.991,4.722
90.786,16.712,-13.256,8.208,13.815,-4.010,11.201,1.917
90.798,23.426,-15.453,-2.533,16.671,-7.707,12.807,-1.296
90.810,23.914,-22.411,-0.336,18.145,-11.828,14.506,-4.705
90.822,31.239,-21.434,-12.787,21.876,-13.635,16.720,-7.842
90.834,38.075,-27.416,-15.229,27.199,-18.026,19.884,-11.100
90.846,39.296,-20.214,-8.393,31.383,-19.997,23.717,-14.236
90.856,45.033,-19.970,-19.624,35.697,-19.711,27.066,-15.987
90.868,54.799,-18.138,-18.281,40.581,-19.623,31.531,-17.385
